p cnf 80 320
-4 71 -3 0
-19 23 25 0
-42 15 -21 0
-10 53 18 0
-8 71 -61 0
-51 -52 44 0
9 14 23 0
54 -55 10 0
-58 26 50 0
72 13 -25 0
-75 35 17 0
-37 28 -69 0
75 -46 44 0
76 -73 -36 0
-64 51 73 0
22 53 -17 0
-37 -78 7 0
67 12 -2 0
-38 61 -50 0
-56 -74 -14 0
-36 5 -74 0
61 -58 46 0
77 -17 -47 0
-15 -79 66 0
-42 17 -50 0
-21 16 44 0
78 71 35 0
-23 52 -38 0
-41 22 79 0
71 63 76 0
-69 -68 -25 0
77 -7 12 0
6 23 26 0
75 -65 -9 0
38 7 -69 0
-3 2 -45 0
-52 63 43 0
-3 -28 -57 0
38 23 -50 0
68 13 58 0
28 -42 1 0
-38 -30 -62 0
-46 71 10 0
62 49 -52 0
-66 8 -65 0
62 28 25 0
-60 80 66 0
32 77 40 0
-21 36 -24 0
39 30 70 0
-63 10 74 0
70 1 14 0
-2 1 -51 0
-68 -60 61 0
14 75 49 0
-8 -18 -26 0
4 48 -36 0
53 9 18 0
-44 3 60 0
9 65 67 0
-2 -49 -43 0
-14 -40 1 0
25 -63 -58 0
77 -37 76 0
-45 72 71 0
-46 4 -12 0
-71 44 70 0
-25 -49 -79 0
72 32 -57 0
60 15 66 0
-13 78 -29 0
13 17 -1 0
-52 -17 -30 0
-29 19 40 0
-42 -1 11 0
73 -12 80 0
-72 32 -6 0
1 54 11 0
-56 48 59 0
24 -45 -30 0
20 15 75 0
-7 -46 -42 0
-40 -12 11 0
-80 -12 -60 0
6 -74 -11 0
-57 78 13 0
-20 42 -8 0
21 28 -44 0
-54 56 74 0
71 -22 1 0
40 15 31 0
12 78 68 0
71 -4 79 0
-76 63 19 0
-35 -23 50 0
10 21 -41 0
-10 29 -62 0
5 68 12 0
-62 43 51 0
78 -30 -56 0
27 -41 63 0
-46 -76 -38 0
-59 -78 -48 0
16 48 -9 0
-70 -55 58 0
1 -48 -50 0
-43 -6 -41 0
47 68 49 0
37 -79 -25 0
-54 -45 -16 0
-42 -25 57 0
23 74 -41 0
-22 5 35 0
75 -20 27 0
-32 -41 12 0
-18 55 46 0
-21 -34 -47 0
-47 -65 28 0
39 -42 -46 0
5 -20 26 0
4 68 69 0
42 36 22 0
-53 21 55 0
-39 -53 71 0
-21 -79 -24 0
-55 -19 -70 0
58 16 41 0
46 9 -33 0
-49 -77 24 0
22 -46 67 0
-76 1 -66 0
-53 4 -39 0
-8 -41 53 0
32 16 -73 0
78 66 -67 0
49 -77 60 0
22 -57 3 0
-52 -51 -10 0
-37 28 -52 0
43 -19 -29 0
64 50 77 0
75 -12 26 0
-18 56 73 0
76 10 80 0
27 -14 6 0
-33 38 1 0
-31 35 46 0
-8 41 35 0
80 -13 37 0
-21 38 12 0
28 -63 -78 0
-3 58 -55 0
1 -70 77 0
-25 -38 68 0
-1 -40 -26 0
64 -79 -71 0
-61 8 62 0
-45 76 -55 0
-42 -51 68 0
-56 -29 41 0
50 -60 -22 0
-43 -26 24 0
-64 22 6 0
-34 27 -77 0
25 -18 -51 0
12 -34 67 0
24 41 63 0
-8 36 57 0
-57 40 78 0
33 72 60 0
-61 13 -77 0
53 -12 52 0
-60 -72 -40 0
9 -43 -35 0
-68 14 -69 0
5 79 -15 0
48 46 63 0
-5 -29 -41 0
-28 20 -1 0
-62 -72 31 0
52 -61 -37 0
45 -42 27 0
19 39 -45 0
26 -30 78 0
28 26 80 0
-58 19 55 0
23 -10 24 0
-27 -40 -5 0
-17 -57 79 0
43 68 46 0
-26 -44 -38 0
-59 -17 71 0
53 44 -24 0
-17 -49 54 0
35 -14 16 0
48 75 77 0
-18 31 1 0
-71 38 -43 0
2 4 -57 0
70 62 -40 0
-59 66 61 0
-71 32 67 0
47 42 -65 0
-65 -9 79 0
-35 -42 -32 0
39 -65 63 0
26 31 61 0
14 72 10 0
-13 51 61 0
38 21 62 0
-64 -13 -28 0
77 79 14 0
28 37 65 0
74 73 50 0
77 51 70 0
-20 35 4 0
59 -67 -11 0
-20 -58 8 0
7 71 29 0
-3 -31 74 0
-36 -56 -78 0
4 -43 49 0
70 42 -77 0
