p cnf 120 480
-42 -119 45 0
-57 -24 -113 0
-82 -74 -91 0
-114 99 -64 0
-14 -33 -67 0
119 27 -35 0
19 109 -64 0
7 -94 71 0
17 -101 35 0
-12 108 65 0
-45 34 -97 0
26 -98 -68 0
-65 -95 -48 0
-99 50 85 0
-65 99 67 0
75 55 79 0
-88 -58 51 0
27 80 -8 0
-35 -118 32 0
37 -62 69 0
85 -69 57 0
17 48 -103 0
27 -71 98 0
49 -88 59 0
-98 -52 -70 0
93 79 56 0
114 13 42 0
53 34 -59 0
77 -105 -58 0
21 60 107 0
-36 -116 84 0
113 -95 7 0
34 -51 -58 0
12 -118 48 0
15 47 -79 0
-79 51 -102 0
-89 26 108 0
13 38 9 0
-113 -26 -11 0
7 -96 72 0
-8 25 97 0
38 37 112 0
-15 -101 -51 0
-4 9 86 0
-72 -42 -20 0
46 8 10 0
-62 -112 -96 0
-58 -53 98 0
84 21 -61 0
-36 -77 -114 0
78 -98 -34 0
114 -25 -119 0
-15 119 94 0
35 -53 37 0
10 5 6 0
-86 -93 108 0
-46 -42 -85 0
80 -5 -67 0
-24 61 -27 0
65 -14 97 0
-6 -64 -13 0
-10 94 -91 0
-14 16 114 0
16 -2 78 0
-118 -119 -41 0
-28 73 -88 0
-107 68 48 0
96 -61 -50 0
-46 86 9 0
-115 36 -95 0
65 5 -59 0
-80 -92 35 0
44 -79 24 0
77 7 -44 0
8 -111 13 0
-37 55 -23 0
80 -40 81 0
-96 -71 81 0
57 7 -94 0
112 -64 -5 0
82 116 103 0
66 -76 111 0
24 62 -103 0
78 -103 -104 0
111 87 38 0
-89 -79 119 0
-40 22 -35 0
6 -31 105 0
-26 20 18 0
-102 25 33 0
55 103 53 0
5 -53 -58 0
81 61 33 0
104 44 -71 0
-1 -87 59 0
-32 -45 -47 0
81 74 -117 0
50 27 5 0
-33 89 -57 0
-29 -90 59 0
32 -28 9 0
8 6 83 0
48 20 -59 0
100 114 87 0
-99 -49 -43 0
-115 12 23 0
-15 109 -21 0
89 -19 -104 0
32 -28 88 0
-59 73 -77 0
-101 -74 92 0
-68 -93 44 0
-56 -25 32 0
99 -19 79 0
-83 120 113 0
12 82 -36 0
43 91 93 0
-51 -111 -66 0
16 -48 71 0
75 -8 -105 0
36 92 -5 0
-111 -99 9 0
-71 -85 86 0
111 -34 -64 0
25 -57 67 0
-113 67 -83 0
-115 44 -35 0
67 70 -20 0
110 -60 -114 0
-33 -110 -51 0
72 73 19 0
-55 -42 92 0
-7 -106 -119 0
89 -63 -114 0
-1 13 80 0
-27 105 -24 0
-30 -53 109 0
-112 -36 20 0
65 11 115 0
57 15 -88 0
-30 -83 65 0
-85 71 47 0
-33 -69 -14 0
17 -25 -94 0
-40 62 -22 0
72 -65 33 0
-39 45 -32 0
27 -59 -97 0
-90 -99 -8 0
-117 -86 -53 0
20 -51 83 0
112 -5 75 0
-104 59 94 0
6 11 98 0
32 -19 11 0
85 -10 13 0
-24 27 -119 0
18 34 -6 0
45 37 -11 0
-74 -5 -17 0
92 -107 83 0
-109 56 39 0
-79 -24 99 0
106 89 98 0
-73 -89 -6 0
-81 91 -106 0
48 -82 -2 0
29 -47 106 0
-77 -41 -53 0
-77 -50 -110 0
67 -114 54 0
6 -78 -94 0
-69 16 118 0
-105 45 -67 0
-97 36 120 0
5 -49 -112 0
-67 -114 42 0
90 -55 -68 0
-52 -1 -111 0
73 46 85 0
-39 84 -99 0
-32 -49 -74 0
51 -85 43 0
-97 -108 -95 0
45 -54 -79 0
-93 -89 -83 0
-51 -56 77 0
68 -31 117 0
89 48 -7 0
16 35 -17 0
-82 -16 -95 0
86 95 5 0
-99 45 -88 0
-80 98 -95 0
116 -107 53 0
-60 -4 39 0
-75 -19 28 0
70 -83 -5 0
16 -75 -49 0
25 -102 -95 0
101 71 119 0
-84 79 -108 0
-117 -107 -26 0
-117 96 -77 0
13 85 -74 0
106 -95 -80 0
-59 119 61 0
-28 84 -55 0
111 33 -3 0
66 -68 113 0
-47 -50 36 0
-94 -111 -103 0
-79 -88 -110 0
-33 36 22 0
-103 -13 -114 0
-2 -117 40 0
-48 -17 -80 0
59 9 76 0
-111 1 119 0
-105 86 -118 0
57 -45 -14 0
3 -113 -39 0
116 -80 -84 0
2 -52 101 0
-82 51 -52 0
114 -80 -77 0
-82 -106 98 0
-78 -56 -54 0
-89 -36 -8 0
115 39 -60 0
-29 -24 -74 0
-94 56 32 0
18 50 78 0
-29 -80 81 0
54 -38 84 0
77 51 -86 0
-17 55 60 0
-91 -21 104 0
114 -116 -117 0
-72 -114 51 0
116 -52 70 0
16 116 -119 0
92 -83 -96 0
72 -14 15 0
-11 -89 -61 0
63 98 18 0
-7 44 -112 0
-77 -64 -69 0
-80 -46 40 0
-18 -92 24 0
115 83 78 0
67 20 -97 0
113 -118 -6 0
10 -74 -33 0
-18 99 119 0
120 -30 -108 0
-84 47 117 0
85 2 -84 0
-90 -87 30 0
5 29 108 0
20 -65 -4 0
113 82 -56 0
-18 -44 -97 0
84 38 -73 0
-104 -27 17 0
41 -15 -18 0
-110 115 -41 0
30 -29 -54 0
-81 -103 -93 0
114 -76 105 0
-87 23 -49 0
-52 -109 94 0
14 78 75 0
14 96 -7 0
18 74 -57 0
-11 77 33 0
-106 -47 -96 0
-11 -119 -93 0
105 -111 -13 0
35 27 80 0
-28 -36 -108 0
31 -38 51 0
-90 64 14 0
-29 -49 -18 0
70 6 77 0
29 -97 57 0
91 -31 -38 0
9 -29 -38 0
56 32 60 0
82 -77 9 0
-36 88 86 0
113 -115 -48 0
-94 -110 112 0
34 26 72 0
-59 107 -116 0
-104 -95 96 0
-32 -71 23 0
68 7 6 0
101 -95 -110 0
-53 101 18 0
73 -96 5 0
-117 62 83 0
78 -118 -87 0
27 60 -3 0
-115 99 -76 0
-57 -17 103 0
-90 92 89 0
-36 -13 -73 0
85 -13 -91 0
-1 -57 73 0
106 -120 75 0
42 97 -75 0
72 92 64 0
-45 84 79 0
116 -25 -11 0
-85 114 17 0
-52 73 -115 0
-20 -86 -52 0
-104 3 -119 0
69 -99 21 0
32 -52 -61 0
37 -89 -12 0
37 -38 51 0
44 4 39 0
48 -116 36 0
44 84 67 0
-50 24 -65 0
114 94 58 0
-2 -112 109 0
23 -101 40 0
-54 -64 56 0
-7 40 68 0
-117 112 107 0
-17 -19 -115 0
-2 34 43 0
-91 24 66 0
-63 -23 -60 0
-1 87 -47 0
-112 46 -3 0
-51 -24 -94 0
110 97 75 0
-118 32 -98 0
85 -22 82 0
-69 24 104 0
35 -82 85 0
56 20 -80 0
-109 97 -6 0
75 92 25 0
74 -68 82 0
-111 23 40 0
23 119 63 0
112 -54 119 0
-109 -118 -113 0
-56 94 112 0
-50 -119 -45 0
60 -86 77 0
73 -98 11 0
-73 -83 -13 0
-26 -84 88 0
-57 107 -89 0
7 -65 -16 0
-77 -65 7 0
22 -28 -104 0
4 -97 -114 0
30 24 88 0
48 85 28 0
-68 4 38 0
79 -22 -120 0
-25 -87 36 0
79 -109 -105 0
112 -71 -75 0
-56 -78 -21 0
86 37 -3 0
53 87 -64 0
-58 49 -30 0
-101 -81 -49 0
-24 -117 -16 0
-96 36 -116 0
72 117 69 0
67 -35 88 0
-5 26 81 0
48 -86 105 0
-83 99 -56 0
70 -27 -52 0
-46 39 1 0
-6 98 -105 0
3 87 -61 0
66 13 65 0
20 11 92 0
-36 23 -78 0
-55 76 -28 0
-8 54 18 0
-7 70 -108 0
-50 110 113 0
-76 43 -14 0
6 -114 -62 0
2 80 -50 0
38 2 -30 0
-116 -63 -37 0
7 29 15 0
111 44 118 0
32 -12 -64 0
76 101 62 0
