p cnf 20 80
10 -5 -13 0
9 2 11 0
-17 -12 -11 0
6 -9 -4 0
4 -20 -14 0
-9 14 11 0
-19 6 -10 0
1 -20 -11 0
-7 -1 16 0
6 16 18 0
15 -7 -11 0
5 8 13 0
11 14 -9 0
11 12 1 0
19 -1 -3 0
18 16 8 0
-13 -11 -6 0
20 -7 -9 0
10 1 14 0
-4 -11 -10 0
14 5 -15 0
-11 -16 13 0
11 14 -1 0
-5 -13 17 0
-20 -16 5 0
12 14 -13 0
5 -17 -4 0
-10 -17 8 0
20 -5 -17 0
19 20 -13 0
-3 14 -5 0
-17 -6 -8 0
13 5 11 0
5 -4 9 0
13 -1 -11 0
16 9 14 0
-12 15 8 0
-7 12 5 0
-19 12 -4 0
-18 -16 -12 0
16 -11 -13 0
-3 -6 -13 0
8 5 4 0
-1 -11 -12 0
-12 -13 1 0
-9 4 20 0
-2 -1 3 0
-20 12 -5 0
15 16 -17 0
-15 -9 -18 0
11 -9 -8 0
-14 7 -19 0
-10 13 -17 0
-11 17 12 0
18 -10 4 0
4 18 11 0
17 9 15 0
6 19 -14 0
-2 -6 -1 0
9 -18 7 0
-10 8 -15 0
-6 14 -19 0
4 17 16 0
-4 11 -20 0
18 -6 14 0
17 15 -18 0
13 4 12 0
-7 -10 2 0
17 19 -16 0
-3 7 -20 0
6 -10 3 0
-13 5 1 0
17 -20 -9 0
12 5 -11 0
11 7 -14 0
12 1 7 0
4 19 -7 0
3 -1 -2 0
9 5 -17 0
9 4 -15 0
