p cnf 20 80
-15 17 -6 0
8 13 -10 0
4 -3 -11 0
14 20 -11 0
4 14 -12 0
20 -7 -14 0
19 -6 7 0
-2 18 13 0
4 2 7 0
-11 16 -1 0
17 12 9 0
-10 -20 -1 0
-7 10 14 0
-2 -16 10 0
9 20 12 0
20 3 16 0
-17 8 -7 0
4 7 2 0
-6 -12 3 0
-17 -15 -3 0
17 6 12 0
19 -20 -5 0
-2 -7 -4 0
-16 -13 18 0
-14 -19 -3 0
3 1 -10 0
-12 -11 17 0
1 -7 10 0
-6 11 15 0
-18 -6 -7 0
-20 11 -8 0
-4 -11 -2 0
1 -16 20 0
8 -13 20 0
18 6 16 0
3 1 6 0
16 12 -7 0
12 19 5 0
-16 -7 -2 0
-7 -6 -14 0
16 -7 12 0
9 5 -4 0
16 9 -6 0
16 9 -20 0
-12 -13 10 0
18 6 -5 0
-12 8 19 0
-6 -9 16 0
-3 -18 9 0
-2 1 -14 0
-18 -6 1 0
6 10 20 0
15 14 18 0
12 -6 -3 0
-17 -19 -16 0
-19 5 -3 0
-6 -18 -5 0
20 19 7 0
2 -7 16 0
12 11 18 0
-19 -11 -4 0
-20 -5 14 0
-10 -11 -20 0
-6 10 -20 0
-11 12 20 0
-1 -8 17 0
14 -11 -19 0
-17 -8 16 0
10 12 -3 0
3 5 14 0
-18 12 -19 0
6 8 -5 0
-16 -3 10 0
-3 15 -16 0
-20 -12 16 0
14 9 19 0
13 -7 -19 0
3 -14 16 0
-1 -8 3 0
-7 13 2 0
