p cnf 70 280
35 61 5 0
18 46 13 0
32 -61 -3 0
12 -4 21 0
-45 21 24 0
49 64 1 0
-49 -8 -6 0
-51 63 47 0
23 -26 45 0
2 17 19 0
-69 52 -36 0
-13 -23 -50 0
40 -19 -70 0
51 -7 -2 0
64 -23 -50 0
62 -49 64 0
-37 -40 26 0
29 48 -50 0
66 -34 -48 0
-52 63 -54 0
-54 47 -36 0
-4 -41 21 0
45 60 -6 0
-30 -12 13 0
25 63 -57 0
-50 -30 -8 0
-27 61 -39 0
10 -49 -47 0
-59 -19 -49 0
12 38 -54 0
-61 64 70 0
40 47 -36 0
-64 53 -56 0
25 59 -56 0
28 -51 13 0
-31 -9 -48 0
-60 46 -12 0
5 22 58 0
28 -63 -21 0
52 58 -55 0
-19 27 62 0
-59 44 -29 0
69 1 -20 0
-38 24 62 0
-21 34 -28 0
19 -57 -15 0
61 41 48 0
43 -32 -19 0
43 39 -29 0
-40 26 68 0
45 -52 -15 0
-22 -62 -12 0
36 34 30 0
-64 -59 -35 0
-58 -55 66 0
12 2 55 0
56 -27 29 0
26 -4 69 0
40 -46 -35 0
-22 -23 -18 0
-58 6 -9 0
-36 -20 -54 0
-44 -17 68 0
29 52 -18 0
-25 37 68 0
-6 -25 -69 0
25 -39 -62 0
-22 43 -24 0
-53 -30 -68 0
-62 -40 -23 0
-24 -47 -51 0
22 -32 -61 0
24 -70 -62 0
60 -40 19 0
8 -13 -62 0
39 4 67 0
37 -56 16 0
4 -32 31 0
-70 -47 34 0
-38 -27 14 0
3 21 -37 0
54 -31 -20 0
49 36 -19 0
1 -19 67 0
-11 -23 52 0
-44 -19 -13 0
63 1 54 0
-27 8 -34 0
-34 -59 -7 0
50 3 -65 0
-4 -62 -56 0
-30 -36 -12 0
-49 -52 -53 0
23 -60 21 0
-20 -24 -26 0
17 10 -62 0
36 66 63 0
20 10 51 0
-39 19 26 0
-60 63 -8 0
-56 -58 61 0
-33 -21 28 0
-65 -49 2 0
70 1 -54 0
-41 -45 -59 0
-51 -62 -33 0
-13 17 28 0
-14 -8 52 0
57 37 32 0
-51 1 68 0
40 37 48 0
49 -6 34 0
63 -8 -52 0
20 -64 36 0
30 -39 64 0
43 -51 30 0
-32 -41 15 0
-23 63 -6 0
-42 23 47 0
2 28 -49 0
-42 9 -66 0
-61 46 17 0
-47 66 22 0
25 61 40 0
-1 44 34 0
-4 -8 -39 0
49 -53 -14 0
37 -61 -41 0
-56 5 7 0
-26 -38 48 0
56 30 4 0
20 -52 -30 0
25 -67 40 0
27 55 25 0
28 -22 14 0
7 61 16 0
-59 58 -48 0
58 -24 -29 0
44 42 -39 0
-43 -70 -14 0
63 -36 10 0
1 -27 -61 0
-16 30 32 0
-56 -66 45 0
-46 53 23 0
-12 39 21 0
39 70 20 0
22 39 28 0
-62 29 63 0
-32 -26 54 0
60 -14 -43 0
-28 3 -13 0
67 43 -16 0
63 -25 -44 0
-23 -14 2 0
23 19 -38 0
51 65 -28 0
70 -8 37 0
51 -17 9 0
-45 25 -21 0
-66 -16 -21 0
28 -47 9 0
-41 -64 -4 0
-1 -59 9 0
-57 -43 -14 0
-63 26 32 0
-46 9 -65 0
-51 -29 -30 0
40 47 -37 0
-16 49 -20 0
-9 61 -43 0
-66 -8 -40 0
-39 -68 10 0
-17 44 -13 0
41 -19 -9 0
61 13 -5 0
-43 65 -4 0
-27 46 -11 0
-33 32 -53 0
-1 57 17 0
-53 40 54 0
52 21 -26 0
-65 -58 29 0
-38 37 33 0
8 65 5 0
14 -29 52 0
39 -63 33 0
-36 -12 10 0
-33 55 11 0
53 -61 36 0
70 64 -32 0
-52 -33 -13 0
62 -22 13 0
54 31 -9 0
8 1 -37 0
-17 -27 -6 0
-9 11 55 0
48 -1 60 0
54 11 -47 0
67 -9 6 0
56 -47 -43 0
-11 -62 -34 0
-56 33 -22 0
-22 19 -30 0
62 -60 -58 0
11 -28 9 0
50 -6 65 0
29 -62 48 0
25 29 55 0
-61 -50 -12 0
57 -46 -20 0
50 28 51 0
-36 1 12 0
-51 -13 32 0
20 -66 13 0
60 28 37 0
31 -57 -13 0
-21 -70 -16 0
23 -58 28 0
43 40 70 0
57 63 47 0
15 -69 -7 0
63 -12 -61 0
3 46 -2 0
33 -3 -24 0
-8 26 49 0
53 34 6 0
-15 -21 -60 0
64 -48 5 0
65 46 -63 0
-23 -34 12 0
-5 4 -69 0
-31 -19 -51 0
-4 11 25 0
-53 -18 41 0
-40 22 65 0
26 51 60 0
-62 17 2 0
30 53 68 0
-22 -51 20 0
49 37 -15 0
-44 -42 23 0
-40 -64 -48 0
52 -69 60 0
-54 58 -49 0
66 8 -50 0
-5 -4 2 0
-32 63 38 0
19 48 7 0
37 -59 -47 0
42 -30 28 0
13 -44 -32 0
65 39 29 0
-27 49 -18 0
64 -57 -31 0
55 -29 -5 0
-22 17 -68 0
64 -53 60 0
-62 12 -44 0
37 -24 31 0
-9 10 40 0
-22 -66 69 0
41 -66 60 0
46 -13 -33 0
28 24 -45 0
-59 -23 -20 0
-35 -65 -34 0
46 -21 38 0
-26 -3 -13 0
-36 -46 45 0
67 -28 55 0
34 -42 3 0
45 20 19 0
-5 -13 36 0
54 6 -14 0
16 -26 52 0
-31 41 67 0
-19 -34 36 0
-38 -62 -1 0
16 -51 37 0
