p cnf 80 320
6 56 -40 0
-70 23 -67 0
-36 -8 -65 0
-72 53 -65 0
52 61 -50 0
-40 35 -11 0
-63 -27 13 0
18 -66 19 0
59 13 -51 0
15 -51 73 0
58 73 9 0
-40 -44 -54 0
-6 10 58 0
-31 -46 48 0
-46 36 -63 0
-25 -50 -22 0
-41 -63 -35 0
26 -32 -67 0
31 -8 36 0
10 46 -48 0
-55 41 26 0
44 -76 -37 0
-48 -71 62 0
41 -14 -36 0
-7 -34 -75 0
-31 58 -25 0
6 -20 46 0
-62 70 76 0
13 -14 68 0
28 -30 77 0
-14 57 2 0
73 21 -39 0
-20 14 57 0
11 29 -15 0
-56 -41 -55 0
13 -47 59 0
22 55 -15 0
-11 -18 -74 0
-17 -14 11 0
60 -54 -55 0
-40 -48 -56 0
-6 60 70 0
-26 -11 8 0
-68 -39 20 0
61 19 2 0
14 12 78 0
-38 -16 -43 0
21 -35 -9 0
-35 -6 -80 0
52 -53 75 0
-45 -79 73 0
-46 5 30 0
-53 -5 30 0
44 -12 38 0
-35 13 46 0
57 -13 4 0
74 29 13 0
-30 28 -7 0
78 -72 -19 0
5 54 44 0
56 -12 -58 0
-8 48 33 0
46 -77 47 0
-65 53 6 0
69 -28 -10 0
12 26 -36 0
71 -37 -16 0
-50 3 38 0
-2 -46 -30 0
29 12 -44 0
30 -38 31 0
41 52 10 0
18 -80 58 0
54 10 64 0
-53 -42 -51 0
68 -12 38 0
-2 -46 27 0
-72 -67 48 0
-11 54 -23 0
43 65 -10 0
41 -19 -54 0
-78 38 12 0
-50 11 -57 0
63 68 -6 0
65 -73 -10 0
12 29 -37 0
51 -7 -41 0
48 76 -61 0
26 -78 49 0
-31 -30 9 0
62 69 43 0
73 2 -26 0
-40 45 32 0
45 20 23 0
-80 -20 -56 0
-70 59 -18 0
67 -65 -73 0
-14 -18 -19 0
34 57 -9 0
73 36 -70 0
72 80 -20 0
22 -10 -58 0
79 18 -80 0
-16 3 -6 0
54 19 -42 0
-20 18 34 0
-19 27 12 0
-15 -58 -25 0
20 -42 -63 0
32 29 46 0
42 23 -36 0
49 -63 34 0
63 -36 -32 0
1 52 -72 0
40 71 57 0
-59 4 78 0
41 -77 -56 0
-50 -62 13 0
62 69 6 0
14 -77 -37 0
-12 67 4 0
-37 6 -8 0
61 -48 -59 0
-34 -74 -46 0
28 11 -13 0
39 -21 -52 0
-35 8 -52 0
26 44 -34 0
-37 45 73 0
-13 -69 76 0
69 -8 11 0
-16 20 36 0
70 -7 39 0
-7 59 9 0
61 -54 76 0
33 35 -57 0
51 42 -47 0
45 -42 69 0
-75 27 77 0
7 8 -9 0
-13 20 33 0
-43 52 -57 0
65 38 -7 0
-58 4 -69 0
54 9 -39 0
-17 10 -74 0
11 51 37 0
63 10 -47 0
-17 -23 -20 0
10 16 5 0
39 74 -23 0
-56 16 -31 0
-30 12 -53 0
-11 41 57 0
40 -59 8 0
39 -69 -7 0
19 -75 -40 0
-37 38 -12 0
-42 -63 -7 0
46 -24 -4 0
38 -28 -57 0
-68 -47 13 0
-40 -27 33 0
-39 -12 28 0
-59 79 -17 0
-64 -27 3 0
-3 -42 75 0
-56 -26 60 0
43 -26 1 0
25 73 -41 0
-41 4 62 0
30 -20 33 0
-70 -41 12 0
14 -26 52 0
-34 -2 -53 0
36 73 47 0
-77 -69 19 0
62 -61 39 0
-27 -62 -10 0
61 29 -5 0
56 -46 -78 0
-5 72 -11 0
-78 -49 -46 0
34 -58 75 0
-47 14 69 0
-28 -9 76 0
68 -1 57 0
20 34 32 0
-27 23 31 0
-8 -56 24 0
-23 24 27 0
37 2 57 0
31 33 17 0
-48 33 -63 0
23 -12 75 0
-26 38 79 0
19 -63 56 0
31 67 55 0
30 -62 -27 0
-29 -66 -80 0
-59 28 26 0
-65 -13 16 0
37 -59 -60 0
10 -38 55 0
-19 65 -27 0
-47 73 -5 0
-3 13 -67 0
68 -74 -31 0
-30 -47 15 0
34 8 68 0
-66 -22 -11 0
27 15 -60 0
-68 57 12 0
18 30 -11 0
-69 60 -47 0
13 -32 -42 0
-12 -7 59 0
-12 -65 -11 0
-58 -21 76 0
35 -59 -11 0
13 41 -8 0
