p cnf 300 1200
-13 152 -97 0
-245 -152 80 0
216 47 -14 0
-245 292 220 0
-93 202 68 0
60 -196 14 0
-202 223 18 0
45 234 -15 0
160 -97 229 0
-95 -273 188 0
125 -170 -136 0
66 -288 108 0
-42 -208 197 0
-112 46 145 0
-42 -2 215 0
-39 146 -56 0
-226 -89 -206 0
-77 -153 -122 0
8 78 204 0
-37 -268 -25 0
207 124 -62 0
53 -69 9 0
-220 18 -74 0
206 -265 39 0
242 -207 269 0
180 -97 -127 0
171 41 -102 0
33 -137 197 0
116 -167 -227 0
295 138 224 0
86 176 26 0
-155 34 -19 0
42 207 122 0
16 -131 -51 0
-236 -206 -81 0
248 176 -14 0
-56 -79 182 0
-9 115 -173 0
90 -247 68 0
89 -214 156 0
-254 -266 194 0
120 -154 -227 0
46 254 25 0
-100 168 203 0
198 -93 2 0
285 -150 17 0
75 222 41 0
230 -285 -226 0
262 109 -280 0
-44 201 109 0
-95 267 -213 0
230 83 -108 0
139 69 -274 0
-147 -24 129 0
167 -257 -54 0
224 -97 272 0
264 -271 -120 0
-91 -278 137 0
-138 -208 154 0
-127 179 195 0
-275 44 -3 0
-58 -144 69 0
-107 195 5 0
-176 179 -58 0
25 245 -3 0
-173 66 -75 0
73 -291 293 0
182 234 -241 0
-249 -246 265 0
72 -239 -144 0
59 -12 116 0
162 175 -243 0
126 78 177 0
-136 164 -190 0
-108 -240 -19 0
81 -4 300 0
-6 128 -144 0
132 236 -75 0
-255 -1 205 0
188 109 -17 0
-43 233 -121 0
-105 233 -208 0
262 -52 165 0
-3 -203 214 0
-15 106 114 0
-279 -195 -239 0
-128 -75 142 0
21 235 -80 0
-7 -178 -53 0
-270 116 -262 0
-210 -52 223 0
113 260 151 0
58 -192 -288 0
-154 -76 145 0
-192 80 -281 0
-155 -183 214 0
-230 -273 41 0
244 175 -29 0
226 -132 -163 0
-95 243 -215 0
206 -179 -275 0
-295 -231 99 0
50 -39 177 0
227 -79 -277 0
-10 -166 57 0
-223 169 -149 0
215 154 119 0
-104 -43 -121 0
-204 153 274 0
127 90 -160 0
181 171 127 0
-177 -264 -211 0
159 32 272 0
-289 -294 49 0
-63 226 180 0
56 271 -265 0
7 124 233 0
-5 -168 -275 0
-26 163 -188 0
127 -184 -75 0
265 -71 -209 0
17 -65 -118 0
-119 37 -245 0
-290 238 -37 0
-185 108 -286 0
226 59 -24 0
43 -281 -26 0
-217 -95 -196 0
-40 -166 -176 0
-283 236 105 0
-82 160 108 0
41 -208 -65 0
193 55 134 0
294 -179 62 0
-120 -240 -262 0
-86 -208 -253 0
-84 255 155 0
219 -161 -257 0
-296 120 -100 0
26 -138 246 0
115 19 166 0
112 -34 -229 0
-3 38 232 0
-287 216 226 0
-78 123 -28 0
41 241 129 0
178 -275 -151 0
276 -243 224 0
-86 -60 146 0
144 197 214 0
117 56 1 0
-127 154 11 0
122 -222 -183 0
225 -93 270 0
119 294 273 0
-32 28 -51 0
16 163 202 0
-132 -261 -146 0
-260 -111 -123 0
26 3 -48 0
-122 -12 -299 0
19 -144 296 0
-84 26 -40 0
-107 -235 18 0
98 154 265 0
-37 -55 275 0
4 198 -63 0
229 298 207 0
-71 229 254 0
58 164 36 0
277 22 299 0
136 -180 154 0
229 -79 -6 0
-254 184 73 0
-277 -232 -5 0
-107 212 -245 0
243 -141 -148 0
205 -118 141 0
47 -266 242 0
-111 193 -148 0
52 -140 120 0
-109 -180 -281 0
-156 -136 -210 0
273 206 147 0
-275 -258 -75 0
191 -88 22 0
-12 -142 -211 0
-172 243 70 0
66 -263 -87 0
-98 -13 219 0
285 -135 179 0
112 -59 247 0
115 -260 -74 0
198 285 101 0
-295 -215 55 0
255 -250 273 0
40 171 107 0
-47 -186 62 0
-238 -245 157 0
-33 -235 101 0
64 240 -284 0
-20 109 163 0
-242 -59 144 0
53 219 -300 0
-296 183 -131 0
-280 148 191 0
-292 190 -15 0
-298 77 236 0
-159 -114 -95 0
-159 131 274 0
-31 102 -214 0
-200 211 278 0
-35 -196 -78 0
-294 -38 -174 0
216 -274 2 0
-10 -188 156 0
81 -154 125 0
203 13 147 0
295 -125 67 0
-112 182 13 0
201 164 -189 0
69 122 -245 0
-300 61 -179 0
43 -139 -183 0
-186 -190 -206 0
-95 48 -256 0
-20 -258 -232 0
137 -287 296 0
235 174 166 0
85 -192 70 0
64 183 -208 0
9 -75 103 0
-269 120 -250 0
8 93 -53 0
-249 157 131 0
-97 -213 50 0
-268 183 196 0
-245 -21 -208 0
122 114 97 0
-86 85 -94 0
-39 185 -38 0
-205 -171 162 0
142 240 -108 0
239 287 -191 0
164 149 249 0
132 -200 -216 0
50 187 -98 0
170 -225 116 0
-12 -40 -203 0
224 185 -173 0
53 -89 113 0
74 -45 -166 0
9 229 227 0
241 -47 -159 0
-66 114 -254 0
151 -66 155 0
118 -240 216 0
-122 -74 -188 0
251 250 40 0
197 287 162 0
35 164 -43 0
283 245 -295 0
25 -277 -141 0
-215 -191 -100 0
18 214 -70 0
110 -53 -182 0
-244 -249 234 0
113 98 -105 0
211 188 -34 0
44 294 -225 0
-229 234 91 0
-38 -63 39 0
152 285 6 0
-228 225 168 0
-88 -152 -46 0
-44 -122 178 0
-68 -29 161 0
45 133 -226 0
-163 -26 209 0
222 -15 -187 0
3 -154 -44 0
-70 219 -181 0
114 -215 -175 0
-83 132 -289 0
-265 31 260 0
-123 -143 -233 0
-247 47 -39 0
253 -66 -246 0
120 198 61 0
69 -152 200 0
109 295 -253 0
156 -223 -88 0
-83 -244 -185 0
-248 -26 101 0
-102 -61 -58 0
-252 -273 -267 0
100 289 51 0
133 -97 284 0
-235 -248 109 0
-100 -273 -103 0
-63 -111 -29 0
67 -299 -178 0
152 236 92 0
291 -292 -185 0
250 -130 -202 0
185 218 -3 0
16 -33 -170 0
-101 136 108 0
-161 -36 -253 0
-129 -109 -6 0
-153 103 -224 0
-299 -124 91 0
-67 -127 139 0
41 88 -31 0
10 -129 5 0
-104 18 140 0
-171 -15 25 0
-119 28 165 0
-253 -29 -233 0
-166 -296 159 0
134 282 29 0
-165 16 213 0
-75 -44 -77 0
108 293 165 0
266 21 281 0
-224 -95 270 0
-299 8 -300 0
105 80 -35 0
58 -89 182 0
-84 -215 -207 0
286 104 -107 0
-76 182 130 0
88 92 -151 0
-205 -26 169 0
-40 238 -64 0
14 248 139 0
49 -128 -178 0
213 266 144 0
21 -15 -137 0
-222 135 -23 0
-158 -55 -180 0
230 56 -15 0
287 -45 175 0
121 149 265 0
-159 154 158 0
-102 67 213 0
217 162 -134 0
33 -278 180 0
-249 -3 -128 0
-204 125 120 0
234 70 37 0
153 298 299 0
