p cnf 150 600
138 63 14 0
74 80 -26 0
-2 67 69 0
-102 -116 58 0
6 146 -75 0
-116 58 -129 0
-86 114 61 0
35 85 -49 0
-131 90 -139 0
-110 16 -118 0
65 -91 27 0
123 29 28 0
109 22 -72 0
-147 66 101 0
101 -21 32 0
-109 135 -78 0
-95 14 -90 0
150 135 -59 0
-15 -115 22 0
-23 54 -30 0
40 -123 -57 0
36 -40 -116 0
-25 150 -134 0
-146 45 113 0
-83 -132 37 0
-29 -62 15 0
95 -31 22 0
4 46 142 0
-2 147 -146 0
117 -55 -123 0
56 -109 -78 0
-117 43 -89 0
150 -118 -55 0
50 109 35 0
54 133 12 0
-122 -82 -32 0
-8 -110 -109 0
130 146 -117 0
-99 60 -51 0
-48 122 -110 0
114 -51 -108 0
-97 78 118 0
85 -117 95 0
-142 95 -24 0
-58 91 100 0
-52 -59 -66 0
113 22 -92 0
38 -16 25 0
37 87 -79 0
-53 77 -88 0
137 41 -62 0
43 52 24 0
-26 139 87 0
67 52 -136 0
44 24 -74 0
-24 -56 25 0
-138 37 -31 0
-140 -34 104 0
-144 104 148 0
-35 -29 134 0
130 -49 -13 0
135 -94 -96 0
50 -54 73 0
2 57 138 0
-60 5 -111 0
-144 51 40 0
2 131 -144 0
-77 -126 -69 0
84 60 -35 0
144 13 -108 0
15 -29 -78 0
-115 -87 -102 0
-47 -95 -1 0
-48 -47 -107 0
143 53 -146 0
28 127 -141 0
143 -6 126 0
16 -103 49 0
-38 -19 -140 0
-128 -21 -32 0
43 -59 -101 0
-25 78 -86 0
-24 61 97 0
-144 -25 75 0
-63 -36 73 0
26 24 -76 0
121 -60 45 0
-133 -42 64 0
11 -94 -27 0
90 -132 118 0
85 -84 -23 0
51 79 -83 0
6 -147 -24 0
-118 75 -86 0
142 108 -93 0
141 74 -128 0
1 95 78 0
116 9 -100 0
-75 57 139 0
32 122 60 0
20 136 -29 0
10 -149 -86 0
-144 -17 142 0
-137 25 -12 0
-57 125 108 0
13 -82 105 0
8 12 96 0
68 -41 70 0
-13 6 -131 0
118 13 -84 0
127 38 8 0
-22 52 -37 0
38 -11 83 0
15 -84 -53 0
73 -57 -41 0
-5 107 -35 0
-123 1 -97 0
27 -131 -85 0
-60 -137 -125 0
-56 -72 46 0
79 56 -80 0
-20 126 -54 0
26 -86 -98 0
-41 -21 114 0
89 140 -9 0
-26 -139 -127 0
-6 95 -41 0
64 -122 -13 0
66 51 109 0
-14 -15 139 0
25 -54 9 0
-131 110 -71 0
-58 -79 52 0
92 -132 -106 0
-87 -79 -64 0
-86 92 -44 0
137 92 -96 0
-116 142 83 0
86 -14 128 0
91 -71 146 0
-69 -82 102 0
62 55 -39 0
25 -100 -24 0
49 145 24 0
-6 -135 22 0
-109 19 57 0
-93 -26 127 0
24 -86 -112 0
143 -26 49 0
131 89 -87 0
133 93 -79 0
26 -59 145 0
-19 -53 -59 0
-25 -66 5 0
98 24 53 0
-135 48 61 0
-53 -93 103 0
-51 -12 -49 0
100 -81 112 0
148 24 141 0
55 -78 104 0
15 139 127 0
8 -3 2 0
112 52 16 0
54 -118 -83 0
144 23 -140 0
74 99 1 0
-138 103 -21 0
-133 19 88 0
-61 -82 139 0
22 -64 -145 0
-37 -150 123 0
99 -7 75 0
24 136 -9 0
118 -131 -44 0
-131 -117 -115 0
12 -59 150 0
68 82 48 0
5 118 -9 0
105 -18 -51 0
18 24 -112 0
-140 -27 124 0
-54 -143 -42 0
-54 -52 -109 0
29 148 31 0
104 -7 -30 0
7 -5 -51 0
-12 94 -78 0
147 23 -26 0
-103 81 45 0
-131 -112 32 0
-53 -63 80 0
101 81 89 0
-77 -99 6 0
55 -148 -3 0
27 -62 -84 0
118 -122 -123 0
36 101 126 0
30 -33 19 0
12 -122 56 0
-57 59 -128 0
59 53 57 0
122 -11 87 0
86 50 41 0
-144 -61 35 0
32 -46 -73 0
-13 -102 129 0
-17 55 -148 0
8 -119 122 0
-19 4 108 0
-62 88 97 0
76 -52 -13 0
-72 69 145 0
3 -127 90 0
53 92 -29 0
-121 133 111 0
-108 -98 76 0
-4 -112 51 0
52 -17 -38 0
-133 -87 46 0
-128 -6 70 0
98 103 137 0
-97 -49 39 0
-17 -129 -27 0
53 2 -116 0
-30 -40 57 0
-2 -86 -89 0
-96 90 -86 0
-88 -6 -143 0
-146 -59 -41 0
-104 -134 -135 0
-81 -150 141 0
-19 60 85 0
-68 18 -83 0
114 48 87 0
-8 102 6 0
78 32 -129 0
41 27 -16 0
-104 -122 145 0
112 37 93 0
-112 -89 -41 0
135 -39 146 0
-114 -96 59 0
-114 46 -35 0
115 111 -96 0
-122 73 77 0
26 -41 -6 0
-110 -133 -43 0
-39 65 1 0
-54 118 -107 0
-129 21 -88 0
-26 80 22 0
116 -21 -18 0
132 -83 133 0
-50 -22 -106 0
-36 141 108 0
135 -49 86 0
80 64 49 0
138 98 -85 0
-57 -139 74 0
-141 -47 106 0
-112 135 50 0
-92 -133 -98 0
-23 -91 -85 0
-143 60 -113 0
-136 31 38 0
-10 -31 -54 0
-1 -74 5 0
30 -122 71 0
-38 -4 -79 0
-34 114 36 0
127 -3 11 0
-115 149 -113 0
30 -111 138 0
26 -84 -37 0
-1 -128 -13 0
58 55 -116 0
-21 -19 98 0
-26 143 -141 0
144 -45 39 0
-32 36 -2 0
147 97 103 0
8 13 -40 0
90 45 51 0
-23 34 -72 0
58 144 -40 0
30 135 58 0
52 73 38 0
-103 114 12 0
105 -101 60 0
-90 142 -48 0
-92 -67 2 0
85 -57 -106 0
17 108 73 0
-66 -44 -97 0
110 86 59 0
-63 -139 132 0
-70 91 -93 0
47 -26 -82 0
36 -15 110 0
-37 -81 110 0
-126 48 -86 0
85 -134 -107 0
28 -26 -31 0
38 35 50 0
-93 137 104 0
129 -12 -121 0
66 -135 -62 0
108 -134 -98 0
118 96 -27 0
-24 -63 -130 0
138 71 40 0
-89 70 60 0
55 -65 -142 0
80 -110 -143 0
-123 139 64 0
-31 -59 -87 0
-137 105 100 0
2 80 -77 0
-34 47 -89 0
112 -72 -58 0
-11 -32 103 0
-8 -122 -66 0
-89 -4 -69 0
-27 41 49 0
3 -93 -56 0
-70 -94 -105 0
-102 6 -131 0
95 -110 119 0
15 -108 8 0
79 135 -29 0
18 92 96 0
57 -26 -93 0
24 48 68 0
3 45 -29 0
-62 -27 74 0
45 -87 -35 0
-9 -100 -52 0
117 74 133 0
6 -33 145 0
59 1 80 0
-147 -85 -124 0
58 102 56 0
-11 -66 145 0
51 -139 28 0
65 29 -64 0
-17 -65 69 0
-124 -112 -131 0
-59 -78 102 0
93 -150 -54 0
-132 18 148 0
28 116 15 0
-119 54 -23 0
-46 42 112 0
111 -30 -99 0
27 -11 85 0
43 112 106 0
109 -148 144 0
6 28 108 0
36 60 -147 0
108 -119 -85 0
-139 130 -15 0
-64 140 -138 0
80 9 -24 0
-83 -108 136 0
2 -53 107 0
-125 57 -38 0
-59 145 102 0
-89 -62 -80 0
100 129 -23 0
-93 102 -84 0
125 109 -123 0
-48 -91 -54 0
68 26 76 0
-20 -96 -26 0
15 30 123 0
-94 64 31 0
-73 39 11 0
61 -136 92 0
92 4 104 0
-59 38 43 0
-134 101 94 0
86 117 -33 0
2 -133 -97 0
131 70 -95 0
-88 103 -43 0
-16 15 -130 0
78 63 -93 0
123 -4 -75 0
-137 -15 -35 0
-78 9 -46 0
-108 -111 -74 0
142 -133 -150 0
-86 7 -3 0
101 114 115 0
41 -82 -103 0
-12 31 -136 0
-1 108 69 0
-124 -25 -125 0
77 27 106 0
82 17 -97 0
-134 -55 109 0
120 81 66 0
-68 -149 -40 0
130 -123 -69 0
37 35 -46 0
144 78 -111 0
79 -144 52 0
-14 37 -135 0
135 68 -72 0
-4 113 14 0
-97 115 -67 0
-2 -32 -147 0
104 -62 26 0
104 118 68 0
-36 110 -67 0
136 130 -51 0
46 10 146 0
-128 -93 139 0
68 -78 142 0
112 -18 -100 0
38 40 132 0
-121 -101 -61 0
43 -88 -106 0
-78 50 9 0
25 -10 -114 0
-28 -45 -85 0
48 -50 -105 0
-66 16 45 0
-132 -2 -73 0
49 81 149 0
134 -58 108 0
126 2 120 0
45 53 -99 0
41 -26 -7 0
-25 111 -139 0
148 -92 -115 0
-17 -102 -79 0
-147 -11 20 0
12 129 -107 0
22 -46 109 0
-81 -132 120 0
-55 120 -76 0
51 79 99 0
-129 57 67 0
-6 17 56 0
120 -148 116 0
99 -30 57 0
51 -33 131 0
140 7 119 0
-7 -132 -28 0
-103 -123 58 0
-95 130 -139 0
-26 138 -9 0
-54 83 5 0
-41 -24 -34 0
-86 33 -55 0
-1 -7 -112 0
-116 -128 -52 0
81 141 -13 0
8 150 121 0
-55 -10 -145 0
55 -16 128 0
-110 8 -91 0
-113 -13 76 0
66 -39 -101 0
139 -63 -150 0
30 12 29 0
1 -132 92 0
132 -24 -10 0
147 75 -56 0
-27 90 52 0
21 -48 79 0
26 98 8 0
111 -41 112 0
67 -133 -129 0
15 -38 49 0
102 -101 80 0
37 -122 92 0
-7 -53 97 0
87 -8 72 0
-10 -98 17 0
-125 -135 -11 0
57 33 122 0
43 -114 18 0
69 145 -120 0
-32 -29 -121 0
47 8 68 0
125 104 36 0
15 -56 -101 0
-71 138 119 0
56 -72 -91 0
-141 -150 -6 0
-91 143 -90 0
124 32 26 0
37 119 -74 0
57 -149 -137 0
-91 -121 111 0
-60 77 13 0
10 52 5 0
-59 -68 138 0
-42 -95 -69 0
-38 -71 121 0
44 -147 -28 0
-61 -119 -86 0
144 -109 -76 0
86 84 -100 0
-43 148 -93 0
95 44 45 0
-67 137 -44 0
75 83 150 0
-16 -127 -12 0
5 133 -52 0
97 -22 -110 0
18 37 -66 0
1 -128 -85 0
-126 -145 -118 0
-91 95 -83 0
-33 -84 -64 0
-8 -31 -41 0
-65 57 -133 0
-9 116 -71 0
82 -148 -44 0
-55 112 -30 0
141 -44 -137 0
-25 84 -97 0
-70 -80 -146 0
82 7 148 0
-81 86 -141 0
19 -115 121 0
-107 -88 112 0
-109 120 6 0
20 -28 29 0
-9 61 -93 0
29 -143 -10 0
74 6 75 0
33 58 113 0
-128 -1 -36 0
-2 126 36 0
52 -82 50 0
-97 -71 -92 0
-66 56 72 0
146 77 22 0
-98 91 16 0
74 138 -96 0
-13 22 -9 0
-99 61 -89 0
134 -75 -119 0
18 61 -47 0
-143 22 122 0
11 -50 -95 0
-10 68 49 0
-117 -31 -66 0
-23 130 26 0
-84 -111 83 0
-21 34 25 0
-111 -35 143 0
1 -86 -49 0
104 10 -11 0
9 80 129 0
5 -6 -72 0
126 39 -102 0
44 -40 -73 0
-56 -139 -120 0
111 122 80 0
-82 -22 -87 0
-96 106 -31 0
47 -29 40 0
-147 -79 88 0
-58 34 -43 0
13 -52 94 0
91 -81 -58 0
-86 -118 104 0
-109 71 -69 0
43 -41 141 0
33 67 -22 0
-32 -120 7 0
-129 -83 148 0
40 115 -79 0
47 44 87 0
56 -75 -66 0
115 121 26 0
-138 -54 141 0
107 -131 144 0
42 -93 -72 0
-110 118 -35 0
-84 38 -72 0
25 118 22 0
77 -86 -6 0
143 39 116 0
66 -100 80 0
145 95 -79 0
-52 -43 123 0
143 84 -94 0
103 -101 -9 0
112 90 88 0
-78 -102 30 0
-19 122 -99 0
18 -72 39 0
117 20 39 0
