p cnf 110 440
37 -55 -17 0
-1 -44 -17 0
32 66 -51 0
7 3 -51 0
31 -18 52 0
109 -12 57 0
-72 101 13 0
8 -95 19 0
28 40 -1 0
-78 81 16 0
-35 -16 -41 0
-47 -61 -91 0
86 -90 102 0
-11 107 -90 0
3 27 84 0
-11 -98 -96 0
-29 -71 43 0
25 80 -63 0
-86 22 -97 0
-78 32 -4 0
78 -55 81 0
-24 45 -104 0
-51 -38 -106 0
-23 36 52 0
-20 53 54 0
-98 43 -59 0
13 -95 82 0
-76 -38 41 0
76 -3 -40 0
-65 46 41 0
104 -94 -69 0
-22 98 70 0
26 90 12 0
-27 57 62 0
-98 18 107 0
106 18 110 0
62 -31 70 0
-49 41 -64 0
-22 -2 -93 0
-106 -54 45 0
-45 -82 60 0
-55 35 34 0
-49 -104 42 0
4 79 30 0
42 4 54 0
-9 -61 -24 0
-35 -105 95 0
-78 41 -95 0
-60 -76 -34 0
-62 -36 -76 0
87 -9 -38 0
-89 -110 5 0
-42 -100 17 0
-28 3 -36 0
-73 -85 -27 0
19 108 40 0
100 39 33 0
98 30 21 0
102 -55 -15 0
-72 51 -101 0
2 12 -9 0
76 -43 -3 0
-62 -14 -9 0
-28 -97 -36 0
-103 62 -58 0
-94 -34 101 0
-20 -14 -2 0
-1 5 -44 0
63 55 -16 0
-93 60 -94 0
70 66 4 0
-77 54 -16 0
37 49 4 0
28 69 -6 0
103 -93 -47 0
-100 -16 -83 0
43 15 -2 0
14 -21 52 0
-19 22 92 0
103 -30 67 0
24 14 -44 0
-32 -76 46 0
51 46 53 0
-68 66 -22 0
-90 -63 -31 0
-86 -8 109 0
17 110 -51 0
101 36 -35 0
-23 -21 44 0
-35 104 -19 0
61 104 45 0
-107 86 57 0
-79 97 -55 0
1 29 33 0
-62 102 110 0
42 -31 41 0
11 14 -57 0
-89 23 -3 0
14 97 -65 0
-87 -86 -44 0
-62 77 -52 0
99 -18 -21 0
-3 73 6 0
34 51 -102 0
39 -62 88 0
74 12 -63 0
21 98 -94 0
-85 -48 95 0
-95 -4 79 0
-81 -5 -106 0
-1 63 -40 0
6 -107 29 0
-84 -49 92 0
6 50 -43 0
5 -110 87 0
33 37 30 0
-41 68 1 0
-100 -99 -37 0
71 -89 -51 0
2 76 106 0
11 -71 54 0
13 -109 -62 0
-107 57 -88 0
40 -25 -32 0
80 104 -8 0
30 -58 -107 0
64 94 62 0
36 -27 -17 0
-7 -26 47 0
79 63 -36 0
-102 62 28 0
-91 -40 -18 0
92 90 -8 0
96 -26 18 0
41 63 32 0
-37 -26 -46 0
19 8 -74 0
90 -9 105 0
81 -72 74 0
-43 -50 13 0
66 78 10 0
-7 -14 17 0
39 -74 -38 0
106 22 47 0
-88 5 57 0
82 -107 76 0
-78 -75 96 0
42 18 4 0
-5 64 107 0
-96 20 -85 0
-7 -19 79 0
-51 -65 69 0
38 -49 46 0
-110 24 51 0
-62 -78 67 0
88 40 -50 0
-89 -54 -88 0
-68 53 -70 0
-99 80 -64 0
-73 97 70 0
-67 100 -85 0
46 2 80 0
-84 36 -42 0
55 -38 83 0
86 -89 60 0
-100 -69 95 0
34 -37 102 0
98 85 -74 0
102 20 85 0
103 -54 -38 0
35 102 90 0
-77 48 -21 0
94 88 -74 0
100 43 -110 0
18 -51 47 0
-5 -47 -6 0
-13 12 -18 0
-73 40 -84 0
6 -84 15 0
107 -6 34 0
67 -108 75 0
2 17 11 0
-44 8 -38 0
-102 55 91 0
21 -74 66 0
95 -76 -66 0
-26 58 11 0
-8 14 -44 0
39 26 84 0
-67 -93 -104 0
68 -2 69 0
-4 66 69 0
103 -63 -23 0
-31 72 -85 0
103 81 -2 0
-66 52 33 0
-66 -78 -71 0
-30 2 -42 0
-61 -17 -101 0
41 -6 1 0
16 -8 64 0
-51 -8 -15 0
-96 -72 41 0
52 91 -96 0
33 -64 -10 0
-18 -103 108 0
39 -92 -40 0
-97 13 -53 0
34 -17 -36 0
-27 -44 -79 0
18 -52 -95 0
-40 71 42 0
-58 -66 -17 0
-96 -44 -38 0
88 -10 17 0
-47 -89 18 0
12 69 -10 0
-14 69 1 0
19 -109 -30 0
-46 31 1 0
6 13 -77 0
-99 -60 102 0
99 68 15 0
-74 95 -110 0
-107 104 99 0
-5 -83 62 0
20 -69 -80 0
-38 -106 57 0
-36 -17 65 0
-8 61 -91 0
65 93 -78 0
-75 74 -70 0
14 -60 -16 0
60 85 -73 0
61 93 -15 0
47 21 66 0
-34 20 74 0
-103 49 -1 0
-11 -4 3 0
-59 72 31 0
-46 28 -79 0
-28 56 83 0
68 -80 -17 0
-85 71 -96 0
95 -109 -59 0
5 -37 75 0
-100 -92 13 0
-37 -29 -102 0
-59 -46 96 0
65 -49 -110 0
24 -6 52 0
-40 4 59 0
-16 -69 75 0
-22 -68 58 0
30 64 -8 0
48 41 65 0
-22 -107 56 0
14 -15 -21 0
-1 -31 75 0
28 79 26 0
16 45 -53 0
22 107 -76 0
34 39 -16 0
53 -8 -15 0
-30 -101 -53 0
-3 -4 26 0
89 77 66 0
-42 11 -78 0
-70 84 78 0
-22 45 -79 0
2 55 33 0
-35 -100 70 0
85 18 12 0
94 89 21 0
-28 27 105 0
29 45 -81 0
-110 -87 94 0
-59 -23 106 0
110 -2 29 0
26 15 -30 0
89 99 24 0
-53 93 107 0
-34 102 -71 0
79 104 -69 0
-110 -108 56 0
-107 -60 -30 0
29 -79 43 0
-61 -104 -106 0
80 -67 17 0
69 -92 -72 0
25 44 -70 0
-98 -19 82 0
6 -1 15 0
-105 -43 99 0
59 6 54 0
-51 10 94 0
32 -108 -54 0
43 1 57 0
80 -41 -44 0
2 85 7 0
-58 38 15 0
-77 -9 -28 0
-43 -10 2 0
-31 91 24 0
99 101 5 0
33 95 -19 0
-65 -87 101 0
-66 5 91 0
-5 -18 14 0
51 39 7 0
-79 106 -83 0
-37 83 42 0
-59 12 4 0
1 -4 -34 0
33 61 99 0
-46 -80 37 0
-29 63 17 0
-90 32 -2 0
94 -84 103 0
-87 66 -70 0
-79 95 -20 0
74 -25 -22 0
-61 -90 -35 0
101 -66 -88 0
13 -57 -75 0
-64 63 -65 0
-1 -61 27 0
-40 57 -42 0
16 -108 -38 0
72 -81 -102 0
8 20 -76 0
-83 -85 75 0
88 -61 39 0
-57 108 68 0
3 58 20 0
60 77 28 0
26 -92 -6 0
-84 -76 -60 0
-109 -100 -34 0
72 17 -9 0
42 -37 10 0
25 106 -76 0
-36 69 14 0
-46 107 -50 0
92 -67 5 0
51 -7 28 0
-83 -25 100 0
-12 81 -67 0
-71 -80 79 0
-97 73 33 0
60 96 -59 0
-55 -39 42 0
-1 94 106 0
-38 -26 -64 0
-69 54 35 0
-13 -100 -23 0
95 -54 -88 0
93 -53 32 0
-100 -87 51 0
-51 64 -55 0
54 56 106 0
107 20 -88 0
8 -17 -10 0
-81 -49 98 0
71 -81 -6 0
54 91 -75 0
10 -41 53 0
-67 61 94 0
63 44 53 0
74 43 -79 0
-69 -80 21 0
-109 -47 32 0
-30 66 45 0
93 45 -14 0
-72 84 -62 0
-25 -74 -85 0
-80 98 -96 0
89 23 -37 0
-25 80 18 0
30 -1 -25 0
55 -98 -43 0
-86 -19 2 0
-65 -102 -108 0
19 -21 -22 0
13 -60 29 0
-91 107 33 0
-14 -25 -54 0
-77 -48 69 0
71 66 7 0
61 44 -73 0
-68 -87 -64 0
35 58 -41 0
17 50 -49 0
