p cnf 70 280
-3 46 29 0
57 -42 56 0
-21 -23 -14 0
-67 2 -50 0
-61 9 -3 0
13 11 -60 0
12 -41 -61 0
-1 10 32 0
14 65 16 0
-36 62 -44 0
51 23 68 0
-42 -12 -5 0
-61 24 -27 0
-23 -38 8 0
27 13 -29 0
36 67 23 0
-12 -3 17 0
36 -23 -19 0
69 42 -12 0
42 -34 67 0
-53 36 33 0
-42 -64 21 0
-5 -41 -11 0
-18 54 -56 0
50 -44 24 0
28 -27 66 0
63 68 -35 0
-7 -40 -9 0
-49 -1 -27 0
-39 37 -43 0
-18 7 -17 0
-56 63 -6 0
25 32 -2 0
-56 -20 -35 0
-53 6 -39 0
21 -3 -42 0
53 40 46 0
38 69 6 0
-51 3 -46 0
-57 52 2 0
-53 -18 3 0
15 -51 -66 0
41 39 32 0
-63 -47 23 0
-44 4 -1 0
57 51 -49 0
4 -62 59 0
-11 32 34 0
34 -28 -32 0
-44 -1 43 0
64 66 -45 0
-38 -49 -44 0
-41 -32 -56 0
19 -32 -41 0
-38 -23 -3 0
50 -47 63 0
31 -11 13 0
-70 50 -67 0
38 66 -14 0
17 62 42 0
-69 -13 20 0
20 -59 -13 0
25 -66 -55 0
-63 30 -46 0
36 -28 -7 0
64 -46 -60 0
-11 50 -5 0
7 70 -13 0
14 44 -46 0
-61 63 -56 0
-63 51 -53 0
-41 45 49 0
51 36 -32 0
-28 -11 8 0
-43 -31 66 0
-65 -34 -50 0
-14 2 -17 0
-24 69 10 0
-26 3 -31 0
-16 -20 -18 0
41 -70 -67 0
-31 -34 -10 0
-24 70 -22 0
63 58 37 0
-17 -45 -51 0
-50 3 36 0
40 33 28 0
-64 4 14 0
14 -26 13 0
-42 67 64 0
8 21 33 0
-33 64 17 0
-48 26 -27 0
-30 -69 52 0
58 -51 -52 0
-42 40 -35 0
60 -29 16 0
16 -21 -57 0
-23 -29 13 0
44 -58 -54 0
34 63 41 0
-29 -49 24 0
-56 -69 -47 0
65 13 -43 0
58 -24 64 0
37 68 41 0
-10 -9 -68 0
-52 37 -13 0
47 23 42 0
-25 23 -27 0
-9 54 -46 0
55 48 57 0
-48 -27 6 0
15 -4 66 0
51 -33 5 0
61 56 -8 0
-4 69 -59 0
-67 -37 16 0
-4 65 57 0
-17 -62 20 0
-51 -28 29 0
-58 -52 51 0
-54 29 -12 0
-15 16 21 0
23 52 -27 0
33 -22 -44 0
-37 35 -41 0
11 -15 55 0
-25 40 -20 0
-54 -38 9 0
35 26 -42 0
1 53 50 0
-3 59 -65 0
-55 42 13 0
26 -56 -43 0
-24 46 17 0
-1 62 64 0
30 -55 25 0
-62 -22 46 0
-60 42 18 0
-63 32 -31 0
-9 7 -38 0
-53 7 15 0
-40 -65 -63 0
-49 -64 -38 0
-45 -6 10 0
66 -9 -30 0
-13 -55 -2 0
5 -17 69 0
62 14 67 0
20 35 -59 0
-4 15 -68 0
-70 9 -42 0
64 -6 -68 0
-42 62 55 0
-60 53 -42 0
9 49 68 0
9 69 4 0
-39 -56 36 0
3 -63 32 0
-58 -56 31 0
31 17 -15 0
62 3 -39 0
-59 -22 -8 0
57 -46 21 0
-64 -67 -43 0
-42 44 -68 0
-5 35 21 0
3 4 -6 0
35 -45 -64 0
17 -26 -61 0
-65 -25 -31 0
-50 35 -54 0
40 -5 21 0
-65 14 7 0
57 18 60 0
-34 -63 -36 0
-13 -68 -7 0
-19 -68 25 0
9 32 -27 0
46 -10 -51 0
-34 46 10 0
54 -35 1 0
56 45 33 0
2 43 42 0
-25 -3 17 0
6 -53 25 0
-4 -25 -13 0
20 -67 -51 0
16 -24 26 0
12 24 -27 0
32 -44 36 0
-6 18 30 0
38 6 19 0
-1 -69 38 0
-24 -29 44 0
10 67 -52 0
-42 23 -50 0
-22 21 26 0
27 -63 50 0
-42 47 63 0
-23 -48 50 0
25 3 46 0
41 35 60 0
-53 -27 52 0
-4 -20 -48 0
-23 -38 -43 0
65 49 55 0
-3 44 -39 0
39 -60 -8 0
-25 -19 27 0
-68 -7 3 0
51 69 6 0
-64 -32 -69 0
12 -34 -57 0
55 18 67 0
10 36 -41 0
-19 -47 4 0
-12 -13 -59 0
-56 -61 13 0
25 11 8 0
32 -52 -54 0
8 19 -21 0
-60 -25 18 0
-30 50 -42 0
-26 -60 -3 0
14 -34 35 0
-38 -46 -20 0
-68 37 -53 0
-23 -25 -8 0
50 52 -13 0
3 36 -23 0
47 41 -26 0
-41 -15 -16 0
-38 46 63 0
43 -6 18 0
46 -4 41 0
43 39 -2 0
-69 42 -4 0
-64 -63 -58 0
-17 5 14 0
-21 40 -55 0
-34 56 -54 0
30 -57 8 0
-18 43 56 0
-10 -12 -54 0
47 -25 -52 0
49 1 -29 0
44 -60 -12 0
31 -9 6 0
44 8 -52 0
-34 -19 68 0
-33 -27 -22 0
30 54 37 0
16 60 -24 0
42 21 -6 0
-53 -42 52 0
13 -26 47 0
35 -54 -25 0
-48 -40 -29 0
44 14 50 0
8 -12 56 0
41 -19 60 0
55 -13 -65 0
11 30 34 0
-67 58 -13 0
53 22 -23 0
-69 -17 2 0
23 -42 48 0
25 -45 -62 0
-54 26 34 0
32 -13 34 0
2 -52 65 0
36 20 52 0
-37 54 43 0
28 29 -18 0
53 -21 -9 0
6 9 45 0
-1 66 -16 0
33 -19 2 0
