p cnf 40 160
-39 -27 -20 0
25 -36 -6 0
39 34 31 0
11 34 -38 0
-23 -28 5 0
27 -30 26 0
25 27 5 0
-27 -38 -20 0
5 4 -26 0
30 4 23 0
17 -10 -7 0
-10 20 -7 0
11 -5 -36 0
35 19 -21 0
40 10 -2 0
-6 -37 -35 0
-29 1 -19 0
-16 30 -22 0
-31 -10 -33 0
-29 6 37 0
16 -13 8 0
-21 -30 20 0
22 -21 36 0
6 -16 3 0
9 4 -21 0
-28 -11 -34 0
-26 -14 -37 0
1 17 -36 0
-37 10 -33 0
-39 -29 30 0
-38 40 -29 0
-29 11 -4 0
-24 -35 -26 0
-27 -23 30 0
2 27 11 0
31 27 -13 0
12 35 32 0
-20 -36 3 0
35 28 -30 0
-11 -8 30 0
-37 -3 -30 0
15 -40 19 0
-12 1 -11 0
-37 -24 -27 0
-14 1 22 0
-40 24 10 0
6 20 38 0
-3 -21 -14 0
-32 -33 -14 0
20 -6 14 0
-33 32 -23 0
-8 6 -39 0
-5 36 -12 0
5 32 -20 0
-29 17 -30 0
20 33 31 0
5 -40 -11 0
26 19 31 0
-6 29 31 0
35 -22 -30 0
27 -29 40 0
-17 -22 27 0
-38 -16 30 0
20 4 12 0
38 -21 40 0
5 10 35 0
35 40 33 0
18 -16 -13 0
-34 9 -4 0
30 36 13 0
-1 -20 -36 0
7 -12 10 0
33 -17 -9 0
-20 -15 -37 0
-1 -3 24 0
31 -30 -1 0
30 40 -31 0
11 -12 25 0
-21 -19 -7 0
-20 -26 -10 0
35 -1 -19 0
-19 -3 40 0
35 -21 32 0
25 17 -14 0
-29 22 11 0
33 8 16 0
6 -18 -5 0
21 -1 24 0
-33 29 -7 0
-34 13 -36 0
9 -21 -40 0
16 20 -14 0
-4 -10 -38 0
25 -26 -23 0
21 17 29 0
24 31 16 0
29 39 16 0
36 13 37 0
-8 25 36 0
29 -36 18 0
-1 23 17 0
-22 32 -4 0
-27 39 34 0
12 -20 -3 0
-33 24 -27 0
-28 -32 25 0
8 25 -31 0
13 5 -24 0
-34 23 -12 0
37 40 31 0
-31 -13 19 0
1 4 -11 0
-31 -18 -29 0
3 19 12 0
-34 -13 -2 0
-8 7 -13 0
-29 -2 -10 0
21 -3 -26 0
-35 25 -9 0
-30 -10 -33 0
20 9 7 0
11 -40 -8 0
16 13 31 0
8 21 -16 0
-19 33 -29 0
-36 -1 25 0
-29 16 -7 0
-7 31 -40 0
-39 6 -34 0
32 15 -3 0
11 -34 -38 0
38 33 36 0
5 36 14 0
8 -15 -18 0
35 22 34 0
38 -6 -24 0
-1 -16 4 0
-10 -29 33 0
31 10 -8 0
-27 22 5 0
24 27 -38 0
12 -39 -33 0
21 -40 10 0
14 27 -31 0
-38 -21 -36 0
20 -5 24 0
8 -27 -26 0
-29 -8 13 0
18 33 16 0
-11 37 36 0
-29 -24 -3 0
-23 31 -6 0
29 -28 -34 0
-9 -30 -28 0
-27 -37 -18 0
38 10 9 0
21 22 27 0
7 -5 28 0
39 -34 -15 0
-29 23 -28 0
