p cnf 120 480
-71 112 35 0
-120 -34 -25 0
23 -8 -58 0
49 70 26 0
-48 -6 41 0
-32 8 -62 0
-11 67 12 0
-13 -83 -74 0
-118 -68 99 0
11 -67 -84 0
29 -90 -11 0
69 83 57 0
-106 -111 -73 0
-63 50 9 0
-95 37 18 0
20 -108 73 0
-3 10 28 0
42 112 -57 0
-88 118 1 0
36 -17 -120 0
56 72 119 0
24 29 -69 0
-84 -53 22 0
10 99 -5 0
-14 -59 -95 0
-56 77 -65 0
16 52 -114 0
-84 110 -31 0
108 -111 -39 0
49 -18 66 0
-37 14 112 0
43 39 -27 0
-94 -108 109 0
-77 -49 45 0
-45 -3 -64 0
-37 -53 76 0
-113 27 92 0
62 42 11 0
-50 109 -25 0
49 110 -106 0
-103 25 57 0
63 91 79 0
-21 -111 -44 0
75 80 54 0
-87 29 18 0
-10 -20 -27 0
-6 116 -57 0
-22 77 -2 0
-4 -84 18 0
-43 -112 52 0
76 120 -79 0
-51 -114 44 0
-104 110 76 0
44 58 -18 0
9 -43 -2 0
-120 19 52 0
17 44 -13 0
44 -23 40 0
-16 -33 75 0
-20 101 -74 0
-19 58 63 0
-117 68 73 0
-111 -59 -12 0
95 46 92 0
-56 74 -28 0
9 -91 75 0
40 96 87 0
-50 -35 -83 0
-70 57 56 0
-106 114 19 0
77 66 85 0
-72 -67 102 0
86 102 -3 0
-21 -105 59 0
-96 -22 87 0
-101 51 90 0
42 11 -71 0
-13 -7 -11 0
42 72 -108 0
-49 38 -28 0
-86 -46 -38 0
22 -39 -59 0
8 14 18 0
-90 77 20 0
19 -116 -113 0
45 36 -38 0
74 73 48 0
-104 -61 46 0
114 111 97 0
-29 95 -67 0
-14 80 35 0
91 -98 -84 0
89 -14 40 0
-91 -58 96 0
82 -21 19 0
8 -62 80 0
-75 44 -30 0
-38 74 -1 0
21 -54 1 0
-47 -93 22 0
94 112 -116 0
118 -33 -99 0
101 -23 -66 0
50 -48 -42 0
-47 -43 46 0
-62 100 96 0
-60 36 96 0
-73 113 48 0
40 63 47 0
-54 -33 -44 0
-117 -60 -116 0
37 23 -27 0
-42 101 -89 0
-40 33 -119 0
84 -76 -108 0
67 -45 -17 0
-24 86 117 0
-36 -82 -55 0
36 -43 -76 0
10 85 18 0
-68 -39 -82 0
-31 92 -23 0
-99 101 -66 0
94 1 -40 0
-41 98 6 0
60 62 -56 0
9 -112 65 0
-44 64 86 0
-51 -94 67 0
-118 54 95 0
73 -3 116 0
-29 -7 -88 0
26 -105 28 0
74 -2 -1 0
-61 -39 -77 0
45 31 27 0
-89 -13 67 0
30 -104 -37 0
68 -88 37 0
-1 70 75 0
-43 38 29 0
90 112 68 0
-75 14 -94 0
-68 -39 102 0
-107 -36 -12 0
-65 100 -111 0
38 101 47 0
-71 16 -50 0
-5 23 15 0
-102 82 -32 0
119 -11 62 0
-83 66 112 0
-111 -104 -17 0
107 13 47 0
109 4 -38 0
34 -3 110 0
-30 -34 15 0
78 61 -86 0
93 -89 25 0
73 102 -82 0
48 3 -91 0
-113 -83 56 0
-36 -57 -38 0
44 -120 -94 0
-94 68 -52 0
76 2 -46 0
-7 -13 108 0
68 104 102 0
19 22 -12 0
-26 -93 77 0
-8 -107 93 0
-75 82 110 0
-111 110 98 0
-117 24 -118 0
23 36 -27 0
-93 -31 94 0
-28 -118 91 0
107 95 -51 0
97 51 -44 0
-2 23 46 0
13 -67 88 0
-38 80 79 0
-6 2 -32 0
-36 90 -112 0
14 -63 -108 0
-26 6 76 0
-90 -117 5 0
-114 39 93 0
-113 43 -84 0
83 102 -75 0
50 -70 32 0
84 -71 -102 0
117 15 51 0
100 79 -113 0
69 95 -57 0
2 -21 16 0
-88 -37 -51 0
-104 -118 -27 0
46 55 53 0
7 -56 -48 0
-50 108 -32 0
-87 60 -54 0
-99 45 38 0
73 4 30 0
-80 -47 76 0
-94 110 -116 0
-105 16 -70 0
97 41 -17 0
84 41 79 0
-15 -82 36 0
27 -33 -83 0
-21 86 36 0
63 -26 -92 0
-31 -8 -10 0
-4 -23 -67 0
74 -83 -22 0
-102 -60 -38 0
115 -42 -47 0
99 56 -58 0
47 96 101 0
119 -102 7 0
-47 83 -118 0
-64 -91 107 0
109 70 -71 0
108 52 -50 0
-118 -69 113 0
-94 56 16 0
40 21 55 0
11 92 -86 0
-79 22 -20 0
25 111 100 0
40 13 113 0
-12 90 -35 0
-38 58 109 0
34 79 -60 0
110 -99 -40 0
-66 -15 -46 0
89 39 -88 0
65 -102 -118 0
-16 -20 71 0
57 -26 24 0
97 8 31 0
-117 102 -49 0
-92 59 107 0
-26 -71 80 0
115 -65 -35 0
-69 40 -1 0
-1 61 24 0
36 -85 -52 0
13 -57 -114 0
-96 24 -120 0
-119 -68 8 0
-108 -48 -94 0
-28 51 86 0
-55 59 46 0
119 33 -45 0
-71 84 -73 0
69 82 -92 0
-59 -56 96 0
-91 -96 5 0
65 25 16 0
1 -104 -87 0
-38 92 22 0
-46 47 -61 0
-107 35 -44 0
94 -33 -77 0
-67 5 -16 0
81 117 35 0
108 83 -54 0
39 -38 1 0
96 -52 -83 0
-40 68 -62 0
7 119 67 0
-5 -106 79 0
102 70 45 0
-83 -27 -12 0
14 10 86 0
28 -77 -79 0
51 68 -42 0
-58 118 33 0
60 54 -120 0
67 107 -78 0
10 36 2 0
-101 69 64 0
-66 -12 -120 0
-98 -22 9 0
80 26 -14 0
10 -79 -102 0
-23 -108 10 0
-80 -45 3 0
-110 -87 2 0
-32 34 19 0
-23 -71 57 0
-44 -5 -50 0
67 -66 84 0
-26 -39 76 0
-72 113 27 0
24 30 -21 0
9 46 -72 0
12 -96 8 0
-16 117 -1 0
-85 -51 49 0
87 -118 38 0
-75 -66 -43 0
86 -34 -2 0
97 50 62 0
-36 114 -95 0
-27 -105 -42 0
-33 -44 115 0
-107 -20 5 0
45 22 -65 0
16 101 58 0
-34 -9 -99 0
-16 -37 102 0
24 -94 92 0
40 63 94 0
-15 100 -101 0
63 -105 8 0
104 86 -73 0
42 -19 3 0
-97 -6 -94 0
-39 -80 -95 0
38 58 -91 0
105 -79 -93 0
9 -119 13 0
8 18 -12 0
105 -90 -59 0
108 85 -110 0
-94 -9 36 0
-75 -99 54 0
49 84 -66 0
56 -17 -90 0
74 35 -106 0
85 -110 -4 0
59 -44 15 0
4 30 9 0
45 -9 65 0
-120 -46 -48 0
-42 -95 -89 0
-40 47 -53 0
-43 -81 116 0
-37 40 -108 0
81 46 -36 0
20 -43 120 0
-82 51 50 0
97 -98 84 0
80 -8 73 0
7 103 11 0
113 -58 -64 0
39 67 62 0
-64 -79 70 0
-118 -26 28 0
-111 3 71 0
111 26 -90 0
97 35 30 0
24 101 1 0
54 -32 -41 0
48 3 -17 0
11 -16 -41 0
-10 65 114 0
-67 17 73 0
53 -30 -55 0
-77 -9 114 0
70 -88 37 0
53 33 91 0
-74 43 -67 0
82 -113 67 0
45 21 86 0
-61 1 111 0
29 75 23 0
87 65 50 0
-107 -115 106 0
18 -76 -66 0
43 67 35 0
63 92 -107 0
-46 82 65 0
-106 -7 -30 0
-32 118 76 0
11 -61 24 0
6 21 96 0
-82 72 -115 0
39 -68 71 0
12 16 65 0
64 -65 -24 0
-99 46 117 0
118 26 -98 0
-78 -120 44 0
-113 28 -56 0
75 48 2 0
106 -92 -75 0
-36 -22 13 0
73 -6 -106 0
5 88 90 0
117 -13 -62 0
-98 -90 55 0
-21 -107 -23 0
-33 73 -38 0
79 -21 -58 0
-60 -26 -81 0
69 118 -111 0
-73 14 -37 0
-35 114 98 0
29 -56 101 0
-23 -31 -103 0
-118 -26 -81 0
-31 -11 -77 0
63 107 -89 0
-70 -12 -30 0
-95 -24 83 0
-100 49 52 0
-13 -27 110 0
61 -85 92 0
114 42 30 0
-101 -107 -1 0
-113 -14 -89 0
35 18 107 0
35 43 69 0
-43 -46 59 0
-20 63 -34 0
67 -27 -59 0
24 71 -25 0
32 95 -41 0
87 -96 40 0
-72 56 -81 0
3 87 -29 0
90 -15 10 0
34 37 -93 0
66 -38 -87 0
-13 111 65 0
-79 42 12 0
-101 55 95 0
65 117 108 0
43 9 -107 0
15 104 -9 0
-69 98 -115 0
51 74 -89 0
-42 40 -117 0
110 64 -111 0
-85 40 -2 0
91 -119 -51 0
-40 -88 87 0
25 -73 -37 0
-83 -100 -16 0
-67 -79 -23 0
-18 22 52 0
-2 53 68 0
1 -18 -27 0
-15 64 -6 0
68 -34 -50 0
-97 40 -75 0
70 -45 -21 0
-13 75 -94 0
-68 -82 86 0
-73 31 -42 0
-33 -19 -8 0
34 33 -70 0
70 -65 -96 0
117 10 37 0
38 119 -86 0
-20 -50 -69 0
2 -117 -59 0
-70 -12 16 0
45 -5 -82 0
21 11 106 0
78 84 43 0
-108 -120 -74 0
83 -60 81 0
-13 -34 46 0
-79 -94 102 0
3 45 -87 0
33 -80 -48 0
112 68 65 0
-85 -11 65 0
93 50 -82 0
48 37 -49 0
-86 97 -110 0
-46 -120 54 0
-90 -84 41 0
-49 8 -58 0
-90 -78 103 0
