p cnf 40 160
34 -24 -8 0
-35 -19 -29 0
16 -6 -1 0
30 26 -6 0
-14 23 -17 0
-26 -3 -32 0
-3 -11 21 0
13 -5 -21 0
20 1 14 0
33 29 1 0
25 -7 27 0
-21 23 1 0
-22 31 -23 0
-22 -14 -31 0
20 38 21 0
-5 15 16 0
-32 -14 10 0
2 11 -8 0
35 19 -1 0
6 40 -35 0
11 -3 31 0
-37 -2 19 0
-4 -18 1 0
22 -21 16 0
23 27 -19 0
10 36 25 0
-40 35 23 0
-40 -7 -13 0
12 -28 -38 0
4 8 -34 0
-2 -6 -8 0
-15 3 -32 0
7 3 40 0
11 32 26 0
17 1 -10 0
1 -30 -33 0
20 27 -40 0
-38 -33 -10 0
-38 27 35 0
-10 33 -27 0
-36 5 25 0
13 -36 -17 0
1 -25 38 0
-9 38 16 0
-38 35 -18 0
32 -7 -22 0
25 18 -10 0
-38 -32 -27 0
40 15 21 0
-21 -30 8 0
-35 5 18 0
-16 -36 5 0
11 7 -16 0
22 19 -4 0
10 -16 38 0
30 -5 -16 0
4 24 16 0
4 -15 -19 0
-34 -37 -27 0
-10 -15 27 0
-32 -19 -2 0
-18 17 -3 0
-14 -9 -39 0
9 -18 3 0
-28 -32 -21 0
-29 -25 39 0
-33 22 34 0
32 14 -18 0
10 -36 15 0
30 -34 20 0
-30 -9 7 0
-32 40 -31 0
30 -23 5 0
-39 -17 32 0
25 17 -26 0
-16 35 -21 0
23 22 -5 0
-39 -28 14 0
24 28 -10 0
-2 18 32 0
18 -32 -19 0
-16 39 -32 0
27 -13 14 0
-25 5 -14 0
-22 12 10 0
36 1 20 0
2 -33 -9 0
-27 5 33 0
-24 -7 -21 0
-26 -19 25 0
-32 -38 -30 0
-2 29 -15 0
9 23 16 0
-38 20 -5 0
-35 10 15 0
14 -10 15 0
6 39 3 0
31 10 17 0
9 1 -24 0
11 -35 -40 0
32 -26 -10 0
-12 -29 30 0
37 10 -7 0
-14 24 -27 0
3 16 9 0
-30 -13 33 0
-39 21 11 0
35 10 29 0
-38 -3 -14 0
-38 -17 -18 0
-15 -36 -2 0
-20 -22 -28 0
-30 6 -7 0
11 -14 31 0
14 -28 6 0
-28 2 8 0
20 -24 25 0
-39 13 -37 0
32 12 -23 0
-10 18 -16 0
5 21 -36 0
-40 17 -8 0
-31 -24 27 0
34 -5 19 0
14 36 2 0
-31 -39 -1 0
24 -14 35 0
-28 -38 -31 0
34 -12 6 0
33 30 34 0
11 29 -7 0
3 -32 -2 0
13 -25 9 0
17 26 -7 0
13 15 -19 0
-16 14 -40 0
23 12 -28 0
-1 -25 2 0
23 27 38 0
31 -24 -27 0
-5 -23 6 0
-15 -16 -25 0
39 27 1 0
-8 -30 -24 0
-19 -21 -11 0
-35 -9 18 0
-23 -17 -2 0
8 -19 -11 0
-29 -28 9 0
25 -19 -17 0
-12 -27 1 0
-3 -1 -40 0
-16 19 -21 0
24 6 7 0
-9 20 8 0
-5 -11 32 0
6 -18 -17 0
7 8 -18 0
-38 20 -35 0
1 9 -22 0
