p cnf 300 1200
142 184 -83 0
-55 21 211 0
-28 -189 -56 0
-22 33 -214 0
144 173 31 0
-26 -206 296 0
-289 70 293 0
118 154 80 0
43 -42 -106 0
-26 55 -141 0
266 83 -298 0
287 -286 46 0
-161 -50 300 0
41 -67 -256 0
-130 112 -222 0
289 195 -246 0
214 36 -19 0
98 -213 274 0
-115 -32 -224 0
187 180 82 0
277 -268 275 0
-243 176 -183 0
131 266 -51 0
181 -12 -178 0
-172 -66 -185 0
-40 128 294 0
137 149 -184 0
181 -15 -154 0
-110 20 292 0
6 212 -114 0
63 181 289 0
-189 298 286 0
8 217 -170 0
-92 -281 35 0
41 33 203 0
-69 255 6 0
-234 -252 206 0
106 180 -14 0
-137 56 94 0
-11 133 -70 0
107 -223 -248 0
-276 93 -290 0
37 -108 -8 0
-191 214 -119 0
-202 -113 234 0
156 249 -279 0
128 -234 157 0
84 200 -167 0
-141 -78 12 0
160 -258 -152 0
-115 139 130 0
-160 247 -113 0
-98 -225 -110 0
-84 -240 -188 0
-83 209 130 0
86 -151 -234 0
-278 -129 139 0
186 -35 252 0
16 138 264 0
272 258 167 0
235 112 69 0
-155 115 -285 0
295 112 -2 0
-226 73 -68 0
-37 -114 66 0
-202 -27 159 0
127 -235 279 0
-71 -80 -192 0
218 -244 11 0
-264 136 195 0
267 -293 -32 0
274 31 -295 0
272 -162 -41 0
299 -214 163 0
-144 -46 68 0
-127 287 -102 0
-82 -160 -192 0
113 228 -47 0
-100 -215 121 0
159 -136 -173 0
-250 41 -215 0
195 -168 254 0
-250 86 -47 0
12 -155 231 0
36 130 121 0
-231 34 237 0
-72 15 144 0
242 139 -210 0
269 -281 213 0
-299 300 -208 0
57 118 -153 0
-43 -34 153 0
-164 243 -95 0
-75 -51 277 0
-54 210 -295 0
103 147 -12 0
285 -136 -117 0
-136 -163 152 0
-239 -77 -85 0
-122 45 25 0
-95 116 238 0
-81 26 266 0
-227 -80 -215 0
214 208 -231 0
-64 84 69 0
288 -5 261 0
-19 -234 -250 0
-52 -203 43 0
-232 33 274 0
131 -266 -167 0
-176 272 129 0
-137 -287 214 0
209 -199 -8 0
147 -65 150 0
37 -5 -41 0
-131 165 177 0
26 221 -193 0
-181 -34 -251 0
41 245 113 0
194 -24 -107 0
51 8 10 0
-265 -87 107 0
-6 226 -251 0
221 -84 -299 0
199 -32 114 0
276 -7 95 0
-80 -117 -102 0
160 -287 24 0
186 -293 70 0
251 -216 112 0
-15 -44 -239 0
-147 -222 -92 0
-232 -255 -254 0
-171 141 -122 0
258 -153 300 0
-91 -193 41 0
-204 -157 -41 0
-178 16 37 0
-22 286 57 0
145 -67 142 0
-10 -298 -111 0
150 58 -147 0
-124 -134 260 0
-84 -102 158 0
229 156 189 0
-125 140 129 0
207 -148 -75 0
214 89 207 0
-120 33 154 0
-122 -63 272 0
-73 294 -174 0
-20 -47 40 0
-22 -153 -160 0
263 143 -213 0
-169 196 -142 0
-149 256 82 0
-300 80 -129 0
-156 -115 -108 0
60 151 -139 0
282 -210 206 0
-211 -100 121 0
-55 269 187 0
-94 91 -142 0
178 -35 284 0
-38 76 83 0
31 245 -288 0
-183 228 -209 0
246 122 255 0
-7 -71 -191 0
243 58 -192 0
52 -2 -234 0
-126 -54 -276 0
113 83 -111 0
-227 -291 278 0
271 -299 64 0
123 -129 -205 0
233 279 -39 0
-196 -256 226 0
190 36 -128 0
198 224 -144 0
-291 195 227 0
-84 3 -276 0
164 23 -292 0
-176 2 25 0
-42 -179 289 0
241 -155 -27 0
-56 -62 24 0
205 114 22 0
-6 102 13 0
143 -200 -35 0
174 -104 26 0
-137 86 -31 0
89 -268 -142 0
-210 134 -37 0
-93 153 -217 0
245 -158 -227 0
-2 -274 8 0
61 43 -156 0
110 -277 -14 0
-74 -198 254 0
-101 33 -294 0
134 -234 -253 0
156 -190 238 0
101 -97 134 0
175 163 14 0
-142 166 173 0
45 236 -177 0
-189 -257 241 0
31 219 -63 0
-274 79 -196 0
257 192 -34 0
31 -262 -36 0
-180 123 68 0
-214 -174 -63 0
275 10 195 0
-98 187 -2 0
-288 184 -280 0
-113 210 -91 0
202 -21 116 0
-65 279 179 0
251 245 -219 0
-126 119 -241 0
45 -51 -9 0
14 -23 95 0
-275 78 -74 0
247 68 202 0
-283 107 -217 0
177 215 -272 0
-82 108 -153 0
-41 -118 277 0
173 170 -292 0
211 -131 137 0
-23 45 -83 0
-211 -79 116 0
49 299 -184 0
-213 125 -281 0
283 86 -48 0
-286 -227 -154 0
213 -205 -147 0
-40 -282 -162 0
27 4 21 0
81 -72 -247 0
-114 266 -44 0
288 -77 -3 0
-65 -106 -220 0
-201 27 -159 0
143 -61 -41 0
113 73 -155 0
-78 11 209 0
14 -164 -156 0
296 -119 -239 0
240 174 -121 0
-219 184 -189 0
-84 -265 191 0
-284 145 -50 0
-295 -38 288 0
-214 272 43 0
-288 -24 -275 0
300 -238 -207 0
44 -298 17 0
-127 -18 -1 0
-174 187 -286 0
250 -161 141 0
-170 54 -98 0
219 -300 -62 0
268 299 65 0
-299 295 173 0
300 115 243 0
18 186 204 0
47 1 3 0
1 3 -130 0
76 -202 234 0
-236 -238 197 0
20 263 152 0
34 156 243 0
109 219 206 0
-201 101 150 0
-164 30 -204 0
-176 -253 7 0
243 208 52 0
281 199 56 0
-141 188 85 0
29 12 -31 0
111 -236 -174 0
193 36 -12 0
-195 179 -153 0
-220 -107 214 0
31 -101 -7 0
258 -91 223 0
-137 133 172 0
-256 -67 2 0
243 -103 -61 0
150 247 26 0
183 103 138 0
79 42 292 0
-183 -238 246 0
-86 250 -220 0
177 47 289 0
-149 60 -230 0
284 20 76 0
183 -4 -135 0
131 -191 202 0
-207 -250 -292 0
92 -8 67 0
25 71 69 0
-256 185 -289 0
-5 200 78 0
34 111 153 0
73 128 -75 0
-5 136 89 0
-44 294 253 0
15 37 -103 0
132 207 190 0
255 -114 -287 0
244 279 -284 0
-232 -56 81 0
272 -127 -107 0
158 39 -193 0
123 23 43 0
-244 -263 -160 0
-271 -226 -187 0
-192 106 -262 0
-274 -224 217 0
254 -245 284 0
267 -3 271 0
-78 -133 -57 0
32 276 -179 0
-282 -8 -288 0
-134 12 -230 0
-9 58 177 0
-145 -205 -98 0
149 143 -13 0
-116 -2 -199 0
286 122 86 0
168 -267 176 0
-149 179 177 0
234 144 169 0
208 170 -51 0
173 170 231 0
142 -188 294 0
76 145 169 0
-26 281 -86 0
-63 -261 157 0
-237 -213 -21 0
-23 -229 126 0
205 193 -287 0
-295 53 226 0
190 48 -187 0
-199 -167 -115 0
-253 214 239 0
-289 217 78 0
-212 -112 -75 0
-241 51 50 0
-90 138 -6 0
95 109 -28 0
46 208 -44 0
-238 80 -186 0
-156 -103 -207 0
-170 64 -62 0
289 259 71 0
188 -236 63 0
156 153 -7 0
260 130 127 0
153 -67 -161 0
-60 -125 -284 0
-60 -168 -109 0
-287 172 77 0
249 -66 -104 0
-258 53 162 0
71 54 15 0
198 299 268 0
154 241 -150 0
-71 160 -161 0
262 287 229 0
269 136 153 0
289 291 20 0
-185 246 53 0
-102 220 54 0
-243 183 -123 0
-202 23 101 0
27 -300 158 0
-101 93 155 0
252 -171 -78 0
-282 -268 131 0
6 100 -40 0
-268 227 60 0
262 300 155 0
24 -61 -148 0
225 227 218 0
-174 -101 187 0
121 246 -239 0
159 -224 240 0
-211 -18 40 0
-53 -226 -239 0
243 -168 279 0
-174 19 -81 0
83 -172 66 0
199 -86 43 0
-114 -98 210 0
291 -223 -208 0
168 237 -248 0
-183 -234 -47 0
-97 30 25 0
-3 -13 144 0
-129 298 -91 0
-236 -190 33 0
173 81 -252 0
44 101 -42 0
197 232 -57 0
5 248 130 0
80 71 281 0
-118 -171 124 0
-41 290 260 0
-13 -162 -196 0
-192 -106 227 0
115 -76 207 0
237 -137 117 0
186 -184 -133 0
-17 18 80 0
22 62 -20 0
-203 -17 -207 0
-260 -211 251 0
-155 -230 -153 0
132 79 111 0
-106 181 241 0
-45 267 -209 0
151 -179 127 0
243 -72 -76 0
235 130 -263 0
-144 116 245 0
39 82 -124 0
299 -287 -230 0
258 108 163 0
-57 -252 -268 0
-248 -138 -121 0
294 267 -61 0
-89 -78 53 0
-130 73 -41 0
-124 45 190 0
-98 -111 36 0
80 211 -35 0
50 -182 -141 0
-198 -48 16 0
-157 -2 260 0
-294 -214 -15 0
-165 230 -262 0
-280 268 18 0
188 242 275 0
252 -185 -25 0
-128 182 24 0
134 5 -268 0
49 -101 179 0
66 -191 -131 0
-27 -206 271 0
-14 -257 141 0
183 101 -274 0
142 201 -54 0
261 -36 65 0
-45 288 299 0
-161 -153 139 0
