p cnf 120 480
-55 42 116 0
87 59 -25 0
65 -18 -81 0
110 59 -9 0
55 -37 52 0
80 -9 56 0
31 -23 29 0
-97 -63 -31 0
63 -55 81 0
-31 -23 10 0
89 52 -81 0
-78 105 -71 0
-11 99 -24 0
72 -13 78 0
54 100 -55 0
22 -69 -97 0
45 -11 25 0
34 -111 -93 0
13 -84 34 0
-109 22 43 0
-61 -75 -9 0
30 96 66 0
113 20 -103 0
-102 19 3 0
98 11 63 0
51 -101 5 0
48 -26 74 0
15 61 -42 0
9 29 -79 0
72 14 -39 0
-119 63 94 0
71 101 -35 0
-50 -104 67 0
33 -31 -95 0
-84 -46 119 0
-37 53 79 0
-46 -30 -117 0
-55 97 29 0
-47 111 -2 0
67 -114 -54 0
-59 -93 61 0
112 -72 115 0
77 99 71 0
72 -67 -75 0
10 18 116 0
107 -25 21 0
1 -62 33 0
-5 88 17 0
101 36 22 0
-99 -114 -34 0
51 -26 90 0
-31 50 -35 0
-11 54 -13 0
-16 38 31 0
-24 -91 109 0
-109 16 97 0
44 67 82 0
46 -11 70 0
49 119 -120 0
-25 23 24 0
103 -34 -2 0
-86 -113 10 0
-5 -46 -34 0
22 -63 40 0
-42 -61 -35 0
-66 79 118 0
85 118 115 0
22 -62 119 0
-45 -41 -24 0
-25 120 112 0
-40 -42 12 0
71 -1 -44 0
-66 -99 -4 0
79 100 20 0
-63 -44 -1 0
-95 -77 -22 0
-46 -56 -23 0
33 36 80 0
-91 -72 28 0
58 -118 23 0
-8 14 -4 0
44 119 87 0
61 93 106 0
-112 -81 18 0
17 70 -56 0
108 81 19 0
27 -5 16 0
30 -66 -36 0
46 6 -73 0
-114 90 -79 0
28 -72 -66 0
-64 -15 101 0
-23 -97 -3 0
10 -23 -54 0
-23 48 -94 0
-9 63 -101 0
-41 -84 104 0
-76 65 -78 0
48 -107 87 0
-30 70 100 0
-75 -28 59 0
-17 52 -27 0
92 99 -87 0
63 -15 12 0
-26 -108 83 0
49 42 113 0
-73 -93 -92 0
78 -8 -79 0
-77 11 10 0
-1 5 -9 0
114 21 14 0
-58 48 -60 0
51 38 73 0
47 -13 79 0
-1 30 -2 0
-93 -9 -35 0
-75 102 74 0
25 -36 -86 0
-56 -49 -13 0
93 120 -105 0
101 34 68 0
2 41 9 0
-16 93 78 0
22 62 80 0
-77 -71 -37 0
60 115 -110 0
34 69 -78 0
43 93 15 0
-73 -54 98 0
72 48 -114 0
-68 -76 19 0
117 -40 5 0
81 45 18 0
-114 4 -75 0
10 -81 69 0
-48 -74 -81 0
-109 -118 108 0
-7 -98 -18 0
49 57 -86 0
110 4 -82 0
-82 80 59 0
-97 31 -16 0
-88 -69 73 0
-44 88 -36 0
-103 -4 -79 0
42 -86 67 0
-32 62 -120 0
71 91 24 0
96 36 38 0
100 -72 -110 0
60 54 15 0
-32 -26 -91 0
-34 104 -43 0
39 -65 -64 0
8 -106 -11 0
94 -101 87 0
19 -24 -75 0
-53 26 104 0
-27 -77 -87 0
50 56 46 0
-114 7 -37 0
81 75 -29 0
-7 107 113 0
54 -3 101 0
58 78 -112 0
77 -22 38 0
-115 60 -31 0
51 89 -56 0
84 95 -109 0
109 -13 -1 0
-73 -117 -104 0
-71 -110 59 0
-91 -49 27 0
-12 -76 -67 0
-44 93 -105 0
51 34 14 0
72 -106 -86 0
73 -26 99 0
-88 -25 79 0
98 -10 -57 0
-35 34 -25 0
69 -2 -29 0
-82 -7 78 0
30 -78 -80 0
-9 -29 -111 0
3 55 -77 0
82 39 70 0
34 -32 10 0
-1 -19 77 0
-98 19 102 0
-75 -26 -11 0
-72 -6 -39 0
-49 -91 -96 0
-53 11 39 0
-33 -44 14 0
-60 113 -82 0
-59 87 15 0
4 61 -118 0
-73 116 -105 0
-43 42 -68 0
95 7 -76 0
-83 113 71 0
30 -45 -39 0
-109 84 58 0
2 -77 50 0
-82 -7 -95 0
-48 88 -90 0
-38 95 -80 0
115 -116 28 0
11 -25 48 0
-87 89 64 0
-16 -6 73 0
84 2 22 0
-31 -1 101 0
-103 -70 -42 0
20 -95 -18 0
-29 14 -79 0
-61 -29 -70 0
-59 3 -65 0
-97 -89 -93 0
-52 -18 61 0
-3 -53 36 0
-81 -46 -11 0
-64 90 32 0
91 26 -35 0
51 -70 112 0
108 -80 -6 0
49 -56 91 0
54 25 21 0
-72 -118 119 0
-115 -49 110 0
-67 18 -8 0
12 -101 -14 0
110 81 -74 0
-70 93 113 0
91 12 43 0
43 97 -118 0
-74 -24 -61 0
101 -88 63 0
42 -65 -71 0
97 35 -43 0
-101 58 24 0
-45 -57 -15 0
88 38 48 0
-87 96 38 0
55 -114 -112 0
14 120 92 0
119 95 -68 0
17 -120 -93 0
-30 -59 4 0
-11 -37 -83 0
-66 96 -43 0
-104 112 90 0
33 -105 41 0
116 106 -3 0
29 38 9 0
84 -81 -3 0
111 35 -49 0
-33 93 105 0
-69 -76 25 0
-35 74 101 0
-65 20 108 0
-19 -104 71 0
-32 97 -103 0
9 -53 -98 0
25 -114 76 0
-52 -22 36 0
85 -98 -82 0
92 15 -117 0
-20 33 -73 0
-13 5 -67 0
83 84 69 0
-105 29 85 0
3 -103 115 0
118 -80 -70 0
-15 -120 -71 0
84 57 9 0
30 -51 -114 0
62 15 -27 0
-60 -57 85 0
-88 -71 100 0
54 65 -5 0
-114 -83 -49 0
-76 -108 -44 0
-59 21 47 0
-66 -15 96 0
17 103 -105 0
15 -81 5 0
44 -103 33 0
-20 -112 -78 0
-17 -28 -16 0
10 -16 -97 0
-74 89 -79 0
35 -36 16 0
-18 31 67 0
22 116 98 0
44 34 74 0
50 -105 -53 0
-86 57 87 0
68 -91 96 0
71 -96 -38 0
60 36 3 0
87 -8 -45 0
15 -19 10 0
-119 -73 -40 0
110 -30 39 0
30 -12 62 0
-45 50 100 0
-105 -104 48 0
84 54 8 0
69 66 -74 0
-28 73 31 0
37 43 -103 0
-51 119 -74 0
-11 76 -65 0
13 64 -102 0
54 -95 -32 0
12 -55 -25 0
-59 -116 93 0
87 106 -23 0
-117 55 -104 0
-60 29 -27 0
22 -120 -84 0
105 -92 71 0
-49 31 -78 0
76 -87 -117 0
-21 -83 -73 0
94 -18 34 0
109 -107 -118 0
8 85 -64 0
-82 100 -12 0
-93 8 74 0
-35 38 11 0
9 -80 55 0
-43 -108 83 0
41 -62 -67 0
91 -89 -86 0
-50 72 29 0
21 58 -32 0
-41 -38 -73 0
-79 20 -116 0
-68 -117 56 0
62 67 -55 0
72 3 46 0
-112 92 114 0
-13 -28 -67 0
109 92 -43 0
52 -11 -101 0
76 -11 -52 0
104 -15 56 0
-118 -56 83 0
-23 -8 -33 0
-21 -18 65 0
-88 -42 -89 0
18 -8 -26 0
-32 115 23 0
-80 13 -39 0
9 120 -73 0
-24 -75 2 0
29 115 51 0
-84 -19 -32 0
27 70 100 0
79 -74 -102 0
119 -83 15 0
-68 112 -67 0
51 -5 -43 0
-27 -107 87 0
-12 107 13 0
-78 93 -50 0
37 4 -92 0
-15 -82 21 0
-56 13 -96 0
-111 8 55 0
-65 -15 44 0
-16 -60 100 0
80 -44 4 0
-29 -95 85 0
-4 -40 -52 0
-15 -90 17 0
92 -84 34 0
53 40 -18 0
-16 -95 -70 0
51 -14 -69 0
-55 45 -112 0
28 76 -98 0
38 -86 -110 0
113 20 106 0
17 -26 109 0
-80 49 -51 0
-49 -106 -53 0
97 62 -78 0
-32 -47 -51 0
14 -33 -58 0
-107 -46 14 0
23 -47 -16 0
106 -89 9 0
-82 -119 -29 0
7 110 62 0
28 11 -15 0
-14 99 -46 0
53 -76 78 0
59 -116 31 0
90 43 67 0
-118 16 -40 0
-15 58 -97 0
-92 15 41 0
-115 107 28 0
-119 38 59 0
8 -71 -47 0
-45 -18 39 0
-86 -14 -32 0
47 17 -9 0
-35 24 -39 0
48 -10 -61 0
91 -102 80 0
-94 5 -8 0
-26 -62 -71 0
-78 68 57 0
-63 -16 94 0
-1 -53 -44 0
-105 -48 117 0
24 -93 -55 0
19 -20 113 0
-64 51 111 0
-27 72 76 0
75 -4 -40 0
-41 -13 60 0
23 58 55 0
45 -48 84 0
13 6 -22 0
38 -116 105 0
-63 -112 44 0
98 2 39 0
-24 21 70 0
5 -43 29 0
-115 -1 -81 0
-97 17 74 0
11 111 -69 0
44 -104 -42 0
32 110 -41 0
114 68 -24 0
-91 43 -65 0
-24 38 -79 0
-34 -70 49 0
45 21 26 0
45 87 -5 0
12 87 -58 0
33 105 -86 0
39 -48 -120 0
83 49 71 0
-36 77 -98 0
96 39 -18 0
84 -49 103 0
107 -118 113 0
115 25 50 0
108 73 -70 0
8 -23 83 0
7 82 99 0
53 62 -103 0
-23 1 3 0
-6 118 -46 0
120 -88 92 0
55 -89 -16 0
56 15 102 0
-51 -78 43 0
92 -63 117 0
-19 25 11 0
-29 77 64 0
55 -33 108 0
-58 -18 -80 0
-96 91 -3 0
17 -67 -112 0
29 -5 -16 0
70 -52 -10 0
115 -69 -83 0
-47 -63 79 0
96 70 -8 0
111 80 6 0
47 28 -56 0
-17 -105 54 0
