p cnf 30 120
-15 -14 29 0
-4 -16 8 0
14 -16 -7 0
-1 -2 -10 0
-28 8 -7 0
27 -28 16 0
-10 -30 18 0
15 26 -20 0
-11 -17 -21 0
-23 4 -30 0
-7 -11 -4 0
22 8 21 0
11 17 -19 0
-21 2 25 0
-17 10 -1 0
-22 27 -2 0
20 5 27 0
-5 14 26 0
-11 -15 -29 0
25 17 26 0
6 7 -11 0
16 -23 19 0
-22 18 6 0
-29 -13 19 0
13 17 9 0
30 -29 -22 0
6 1 11 0
18 -25 29 0
-2 29 23 0
17 22 -8 0
-20 -14 7 0
9 17 -26 0
3 11 16 0
15 -21 -1 0
15 -4 -3 0
17 -2 6 0
6 -29 4 0
29 9 -23 0
-30 8 7 0
-3 -4 21 0
-26 -17 -14 0
25 -23 20 0
11 5 -21 0
3 25 -9 0
-4 25 -1 0
26 -23 2 0
-29 -27 20 0
-3 -7 25 0
10 -29 -21 0
25 9 -24 0
26 7 -21 0
-15 -25 10 0
-10 5 -11 0
26 -10 -15 0
15 -25 21 0
-24 -13 -3 0
29 14 3 0
-20 -24 -30 0
-29 -16 18 0
-29 2 17 0
14 -7 18 0
-3 -15 20 0
-6 -19 27 0
27 22 -9 0
19 28 -20 0
-6 30 9 0
-24 20 16 0
-16 30 19 0
-3 -15 -14 0
-16 13 24 0
-24 -1 -9 0
-3 6 5 0
4 -6 18 0
-27 -29 9 0
26 -17 -4 0
-2 -19 -17 0
-3 -14 -4 0
-5 29 -23 0
25 28 -22 0
28 22 -9 0
-7 -15 3 0
6 -4 27 0
28 27 10 0
-5 30 -20 0
22 30 -14 0
-23 -1 28 0
21 -30 6 0
23 -19 -22 0
9 -25 -11 0
-21 14 -30 0
11 -30 20 0
27 -22 26 0
-7 23 30 0
-15 -23 7 0
6 27 30 0
-21 -17 -26 0
-17 8 -11 0
27 13 3 0
-16 -11 -18 0
-3 -20 26 0
-17 5 6 0
23 -15 -14 0
16 -25 5 0
2 -14 12 0
-6 -17 26 0
-6 -12 29 0
-11 23 4 0
-3 22 9 0
-23 29 10 0
-4 8 -3 0
26 -15 -4 0
-8 -16 -11 0
-26 -19 -30 0
-6 -4 -22 0
-3 12 -7 0
-5 -20 29 0
12 -23 21 0
16 -24 -21 0
-9 -5 -23 0
-24 13 -7 0
