p cnf 120 480
-91 65 -90 0
15 107 -98 0
-99 22 86 0
-98 14 64 0
-15 -91 78 0
39 -83 43 0
97 -110 111 0
-45 -96 76 0
61 69 -119 0
-16 11 -56 0
112 -33 -34 0
8 80 70 0
-30 82 15 0
-3 25 115 0
42 99 -24 0
91 -71 24 0
50 -55 -45 0
-92 -2 -31 0
-86 67 -118 0
79 -48 -113 0
63 -119 -105 0
-76 32 40 0
78 12 82 0
98 -76 -44 0
-39 100 -78 0
-81 -86 -12 0
117 -37 -5 0
-115 91 2 0
-115 113 -86 0
-71 -2 88 0
116 -79 -112 0
-70 71 -16 0
117 -91 69 0
71 -118 -29 0
71 92 -66 0
33 71 59 0
43 -4 32 0
-102 111 -80 0
-109 -30 -45 0
90 -21 -43 0
97 -108 88 0
-15 60 -46 0
-73 -39 -85 0
15 63 83 0
41 16 -59 0
21 -35 6 0
99 87 -71 0
72 -88 102 0
-67 -94 75 0
33 -110 97 0
84 -50 -12 0
60 -42 66 0
71 74 44 0
-74 36 103 0
-105 -7 12 0
-94 -99 111 0
96 -78 11 0
45 29 72 0
-107 52 114 0
-95 105 -58 0
-25 -112 -38 0
-5 23 -24 0
-92 -116 87 0
11 -18 -117 0
74 59 97 0
15 -57 -75 0
-115 -108 -33 0
86 97 -55 0
-117 -79 -83 0
109 -37 -94 0
112 115 -62 0
-52 -108 -64 0
96 78 -5 0
77 37 -15 0
118 -35 14 0
93 -53 13 0
95 -16 -56 0
77 -75 53 0
-22 57 74 0
-51 -107 32 0
-105 99 -1 0
-30 68 92 0
-31 74 -47 0
70 -39 -87 0
-92 -80 -34 0
71 17 86 0
-106 -63 4 0
-110 -58 -21 0
42 73 -68 0
20 -69 106 0
-50 66 -42 0
-10 4 21 0
-116 32 48 0
-1 96 104 0
51 56 9 0
45 -81 60 0
-87 -64 50 0
52 -22 32 0
-91 -19 79 0
11 -78 -13 0
13 -51 -110 0
-90 -8 41 0
-25 91 -8 0
10 -88 -87 0
11 -110 -6 0
-107 -82 93 0
4 111 -97 0
-62 109 -73 0
106 -50 49 0
74 -85 -99 0
8 -12 -113 0
-50 55 104 0
-42 68 -6 0
-71 34 -79 0
-11 -83 66 0
33 -86 -7 0
-27 115 -69 0
88 12 118 0
109 32 -40 0
-118 -90 -54 0
78 77 -39 0
-58 -45 3 0
6 46 -52 0
-67 -23 93 0
96 82 3 0
-96 111 85 0
105 -13 8 0
8 -50 -74 0
87 115 54 0
102 85 2 0
-72 -80 -90 0
-4 18 -90 0
-11 80 -103 0
-36 4 5 0
-96 11 -51 0
-119 -24 88 0
101 112 116 0
51 -108 65 0
5 87 -117 0
67 65 -14 0
24 11 6 0
-96 27 37 0
-17 -54 28 0
-102 7 -11 0
-6 91 115 0
9 11 -91 0
102 100 91 0
-40 -74 -56 0
-23 -110 -58 0
-49 60 -93 0
36 56 -65 0
-10 -83 120 0
41 -21 -82 0
10 33 -79 0
-73 -17 35 0
105 7 17 0
103 3 -99 0
65 68 96 0
-42 114 4 0
13 -16 -120 0
90 79 95 0
-44 28 -99 0
117 18 -76 0
-74 19 105 0
8 61 -85 0
92 -114 62 0
-18 -91 85 0
-51 105 -116 0
32 -53 11 0
-53 -80 83 0
-24 94 -120 0
88 17 74 0
90 -8 -58 0
57 -24 85 0
91 -97 -35 0
-81 51 12 0
-38 -20 -117 0
-83 71 -9 0
-9 83 97 0
-51 -100 -67 0
-117 13 48 0
28 -87 -72 0
103 -96 -35 0
39 -8 84 0
-70 6 -60 0
-69 -117 91 0
-111 68 -66 0
-86 -3 -107 0
-118 36 79 0
53 99 46 0
87 69 -65 0
-91 45 -10 0
-19 113 24 0
75 -95 -48 0
-91 -68 108 0
15 -83 95 0
-111 -26 -11 0
-65 -86 46 0
112 74 -50 0
-56 89 -65 0
-22 100 61 0
2 -43 -74 0
-35 52 33 0
-82 -18 -54 0
-23 -44 35 0
-56 26 -34 0
-70 103 15 0
-102 38 39 0
89 -36 -22 0
14 -75 -105 0
-93 48 86 0
-41 99 -37 0
-78 -77 79 0
-71 51 -81 0
-94 -44 51 0
-99 -43 108 0
35 32 -9 0
-54 -86 -79 0
17 20 22 0
2 59 -87 0
-1 79 95 0
106 -115 85 0
-116 46 50 0
-30 116 -63 0
-81 -32 -18 0
-75 64 -36 0
-87 -86 -92 0
-56 -36 79 0
-54 -26 -29 0
-97 47 -91 0
107 -68 36 0
-108 -85 -58 0
-74 43 73 0
-2 -63 98 0
-57 -85 -110 0
95 9 -73 0
1 111 88 0
-68 -1 -73 0
-12 81 -69 0
21 -93 -27 0
-40 114 -99 0
-118 30 -37 0
114 78 -65 0
119 -69 114 0
23 119 26 0
82 -40 -43 0
-62 68 33 0
-37 120 -111 0
-118 17 94 0
-106 -67 11 0
95 56 -80 0
-116 -117 -83 0
-61 66 97 0
-10 9 72 0
-2 27 -99 0
-39 -108 -93 0
116 74 -114 0
-5 -102 29 0
42 -87 -92 0
-73 -55 -29 0
-112 -111 96 0
89 21 79 0
17 -35 -65 0
9 98 16 0
22 48 117 0
-34 107 -87 0
115 45 -78 0
-76 -7 51 0
-61 -28 -49 0
-21 70 -90 0
-22 67 -117 0
-40 -2 -97 0
118 -94 -115 0
71 52 24 0
-90 -94 85 0
6 101 -74 0
-36 95 8 0
98 -88 93 0
-106 -2 17 0
56 -120 -119 0
-112 18 71 0
5 -118 -44 0
-77 -107 -80 0
-25 -106 -88 0
-19 80 -3 0
87 -97 53 0
-74 110 7 0
-75 -77 -97 0
112 -28 -15 0
-120 87 118 0
118 -26 -120 0
80 37 -26 0
-5 20 23 0
50 2 31 0
-2 105 104 0
43 86 82 0
-28 119 17 0
-59 -56 -9 0
2 -69 67 0
-56 -11 3 0
-85 -65 -32 0
72 -100 45 0
13 50 -109 0
-60 -44 -117 0
68 71 -98 0
104 -40 -72 0
-63 104 101 0
51 16 -44 0
-98 -57 79 0
-16 -93 101 0
-17 -46 24 0
-59 -97 -81 0
105 119 -41 0
118 75 44 0
73 84 111 0
18 -55 82 0
63 -9 39 0
-27 -55 54 0
67 63 -97 0
-86 17 -81 0
92 -5 -56 0
-2 -94 18 0
-47 2 3 0
-41 62 106 0
-82 -67 36 0
-89 76 99 0
-57 -63 -20 0
43 33 112 0
-106 82 -26 0
101 -48 106 0
-18 -4 21 0
63 41 -76 0
-27 -101 13 0
-72 104 -19 0
-45 -82 91 0
-110 73 -88 0
-92 15 -76 0
-63 50 76 0
-70 -69 -78 0
103 5 96 0
-82 115 -78 0
-21 -115 73 0
42 3 21 0
-77 111 56 0
3 -78 -10 0
29 -43 38 0
-45 94 86 0
-91 -14 -111 0
-88 -34 17 0
-41 12 -42 0
45 -19 57 0
15 -6 66 0
50 103 -84 0
-23 -16 -91 0
-80 -14 -16 0
30 23 20 0
-91 -100 -85 0
-90 -26 18 0
-12 -4 -112 0
96 -41 118 0
34 -64 -4 0
91 80 -81 0
6 -92 71 0
81 29 88 0
-56 -77 -107 0
-1 -83 53 0
38 104 117 0
29 13 4 0
104 -35 40 0
20 -58 -61 0
22 118 -94 0
-18 -52 77 0
-66 -15 87 0
-55 113 -33 0
