p cnf 100 400
-31 -39 -26 0
-14 -67 -84 0
-40 47 -35 0
-16 -88 11 0
-29 46 -88 0
-23 -20 82 0
92 32 -27 0
65 -88 50 0
-18 45 19 0
-96 98 -30 0
-27 -55 -69 0
-94 -83 -22 0
92 -30 49 0
4 -95 71 0
56 -12 63 0
42 -49 39 0
84 28 -10 0
78 87 -84 0
38 100 87 0
-49 -92 -99 0
-57 -95 36 0
-73 -70 -89 0
53 83 78 0
-25 53 -51 0
50 -85 15 0
94 22 27 0
-74 81 51 0
73 91 93 0
-21 35 96 0
67 40 85 0
85 77 19 0
-68 -2 -38 0
-20 -58 16 0
-30 -70 -64 0
-53 62 -33 0
98 -77 76 0
30 90 94 0
87 88 -75 0
98 43 72 0
-84 -88 -68 0
44 38 -43 0
66 -7 100 0
45 -20 -91 0
-37 16 -70 0
-39 -61 -65 0
31 70 -76 0
-19 92 57 0
57 59 -93 0
54 99 84 0
-94 13 62 0
87 10 94 0
94 87 -89 0
-80 -48 -25 0
-90 -21 -99 0
-56 -78 -98 0
-97 84 -45 0
42 -93 -27 0
-75 79 48 0
14 -33 -25 0
90 -74 100 0
-10 -8 53 0
-22 -41 -25 0
-47 -78 26 0
80 62 -25 0
94 -18 84 0
38 -64 86 0
-48 13 25 0
-60 41 96 0
-13 8 38 0
-13 97 -49 0
99 26 -35 0
82 22 -75 0
-87 -68 74 0
96 -41 -12 0
-87 -60 -54 0
68 -99 17 0
55 -19 -96 0
73 -30 61 0
55 -41 -11 0
-25 -76 37 0
97 -84 48 0
-79 -2 -30 0
94 -30 -42 0
-1 -18 -12 0
-72 97 -49 0
4 -64 -51 0
81 16 -86 0
-75 46 -85 0
80 40 32 0
-70 64 -63 0
46 -68 20 0
24 -75 33 0
-7 50 -57 0
-42 -18 -84 0
85 -56 -23 0
-64 87 -77 0
-2 -57 -95 0
87 48 -8 0
-70 91 34 0
-40 -31 70 0
-64 74 -16 0
-8 54 -44 0
-5 -4 -70 0
59 63 29 0
26 -66 14 0
62 20 79 0
36 -4 1 0
92 33 60 0
-9 -40 -18 0
-20 -88 4 0
72 78 51 0
-29 -93 -79 0
35 -2 69 0
68 83 100 0
-78 47 56 0
-18 66 73 0
-54 6 -37 0
-90 9 89 0
8 -6 -66 0
41 76 -12 0
41 61 27 0
26 -85 77 0
70 -95 13 0
55 -90 -9 0
69 2 -92 0
78 93 -43 0
74 -50 -55 0
-83 -47 2 0
12 78 20 0
-60 -91 35 0
-25 -66 53 0
-87 -32 -36 0
-65 -9 94 0
70 19 10 0
-89 30 81 0
-12 80 -21 0
-41 10 -94 0
57 -14 -68 0
28 16 -40 0
87 -93 -58 0
84 29 2 0
46 7 66 0
