p cnf 30 120
-21 22 2 0
-28 -12 -3 0
-19 29 -9 0
-5 10 -15 0
-30 -3 -26 0
11 17 27 0
30 -20 -6 0
23 -9 5 0
19 25 -10 0
10 7 8 0
-10 -22 -12 0
-3 -14 -25 0
-21 -6 14 0
-21 9 -3 0
-7 -30 10 0
18 23 -14 0
-25 15 -6 0
27 -18 -29 0
-16 13 -3 0
21 -1 -8 0
3 -20 -10 0
-8 -14 -25 0
-9 -26 27 0
18 -30 20 0
-3 2 12 0
-19 -23 -13 0
26 -4 14 0
9 -30 -6 0
-25 -19 -30 0
-17 12 -19 0
-30 19 -24 0
12 20 19 0
-12 -5 10 0
21 23 -11 0
14 4 23 0
22 15 -14 0
9 19 -13 0
-19 -10 6 0
3 -30 -23 0
-18 -14 29 0
-10 -18 -17 0
15 -9 25 0
-30 23 11 0
27 -16 -1 0
27 -6 -30 0
-29 16 -9 0
-23 11 9 0
14 -17 16 0
-19 -25 -22 0
26 -4 -20 0
19 -18 -26 0
-2 -30 -18 0
8 13 -10 0
-16 18 26 0
-29 -7 -17 0
-10 -19 -5 0
-25 -15 -30 0
-12 18 4 0
10 23 -21 0
1 16 -10 0
-23 -19 17 0
-8 13 -18 0
-15 -10 -16 0
4 23 -14 0
-28 2 6 0
-28 -15 30 0
16 25 -20 0
-2 -3 11 0
-16 -5 -1 0
-21 16 25 0
18 10 -15 0
16 -7 -19 0
-5 -13 -1 0
17 -6 15 0
23 -27 -12 0
21 27 -14 0
1 2 22 0
25 -2 24 0
-12 27 -16 0
30 21 -16 0
-20 -14 19 0
11 10 -22 0
-4 16 -1 0
7 -20 -1 0
-22 27 20 0
-2 27 -5 0
15 24 -28 0
4 20 6 0
13 24 29 0
18 25 -14 0
-1 -27 -12 0
18 -7 3 0
29 -1 27 0
-15 18 -5 0
-28 -2 13 0
22 10 25 0
26 -9 18 0
19 -28 12 0
5 -12 10 0
-6 -27 -7 0
4 9 -19 0
14 25 24 0
16 12 7 0
-1 20 15 0
22 -6 -1 0
-11 -20 16 0
-7 27 29 0
-6 2 25 0
-24 3 17 0
17 20 -18 0
-18 -16 1 0
29 21 30 0
28 17 13 0
-28 -20 -25 0
30 7 17 0
-1 -6 -24 0
-30 -4 -8 0
30 29 25 0
12 23 6 0
21 -19 16 0
