p cnf 30 120
7 -18 5 0
-29 11 -12 0
-7 1 30 0
-5 -17 15 0
11 -30 -2 0
10 4 1 0
3 15 13 0
18 23 -19 0
-6 -29 3 0
28 6 5 0
27 8 7 0
16 -28 10 0
-15 12 -4 0
-30 -1 -19 0
-9 27 16 0
19 27 -18 0
-13 1 -17 0
-4 20 -18 0
7 29 -15 0
-5 12 17 0
-17 1 -15 0
11 -25 -19 0
-18 24 -5 0
-10 -20 -28 0
11 15 12 0
21 15 -28 0
-13 15 28 0
-25 -14 -9 0
-5 1 -21 0
2 20 -25 0
24 26 17 0
-15 9 -28 0
23 -12 -5 0
-26 -11 7 0
-28 9 8 0
-19 28 2 0
-9 -20 17 0
-30 9 6 0
21 4 -16 0
-13 30 -2 0
18 9 23 0
-25 6 8 0
-17 -25 30 0
4 -30 -26 0
-8 -22 -9 0
-18 -26 12 0
16 -11 12 0
-21 19 -16 0
-29 26 -30 0
25 1 -28 0
11 -26 17 0
10 4 6 0
3 -28 12 0
16 22 -27 0
-25 27 -26 0
-5 -11 19 0
28 1 -22 0
30 -15 12 0
-8 7 -14 0
-22 -7 -10 0
22 15 12 0
5 -8 19 0
-11 -25 -16 0
22 -25 28 0
-3 -26 28 0
13 2 -10 0
-6 -2 14 0
-8 -9 -1 0
18 -20 -19 0
23 4 -5 0
11 -8 5 0
18 30 -14 0
-17 -3 21 0
8 -13 -6 0
7 -3 -16 0
4 2 -11 0
-3 -12 2 0
-11 8 3 0
-7 -18 15 0
30 -17 23 0
14 21 8 0
11 28 -20 0
-13 -6 14 0
-10 22 7 0
21 29 28 0
15 23 14 0
-22 15 26 0
30 15 -17 0
19 -30 -10 0
-30 1 2 0
30 -26 -21 0
29 10 27 0
23 -21 28 0
-19 10 -7 0
25 24 18 0
9 4 -27 0
23 28 -22 0
27 -30 -5 0
20 5 13 0
3 27 -24 0
-17 -8 -11 0
12 3 14 0
30 -8 5 0
3 4 8 0
13 -23 14 0
10 -8 3 0
24 10 -16 0
14 26 13 0
-9 -10 23 0
14 -29 3 0
27 23 16 0
23 17 -10 0
17 -26 -10 0
-15 -6 -23 0
26 6 28 0
-7 -28 10 0
26 -24 -13 0
-2 6 16 0
-29 -5 12 0
-28 3 -15 0
