p cnf 200 800
-169 160 21 0
110 14 142 0
32 -60 -160 0
-173 124 -193 0
-157 -125 146 0
150 -72 84 0
37 -192 -141 0
102 -175 32 0
136 50 184 0
62 91 79 0
194 131 -117 0
-84 70 166 0
53 -106 -76 0
-132 -199 -5 0
173 -199 -55 0
-188 -199 122 0
-57 152 -195 0
63 -35 151 0
-13 132 -180 0
-132 -200 22 0
134 -190 12 0
31 -183 -158 0
116 -77 55 0
82 10 -195 0
175 56 -55 0
182 -138 -194 0
-197 -180 183 0
-146 71 -68 0
-94 173 46 0
34 41 197 0
2 -83 -137 0
-141 1 -34 0
-133 59 -126 0
-33 111 158 0
-20 -165 91 0
-56 59 44 0
-16 99 189 0
-164 153 177 0
-16 46 -176 0
172 -22 -165 0
83 59 -130 0
-38 98 35 0
-43 -166 111 0
-115 -126 119 0
50 -188 184 0
-174 193 -112 0
-162 -126 -168 0
175 -75 -12 0
69 -54 76 0
-32 -198 3 0
76 129 -127 0
-2 -131 -154 0
171 -170 -33 0
95 138 -57 0
-114 -110 34 0
-38 103 -148 0
12 -36 29 0
161 184 -74 0
-67 -133 -47 0
-83 40 148 0
-120 25 130 0
131 129 -120 0
-170 -28 132 0
121 105 -190 0
114 166 -147 0
-184 158 77 0
-55 -128 149 0
158 197 18 0
139 -132 -62 0
-50 193 -109 0
-186 111 42 0
77 -197 -187 0
-114 108 -161 0
199 181 -182 0
-177 38 106 0
-110 -161 -13 0
-134 -59 3 0
196 131 159 0
-73 -155 -99 0
118 90 -2 0
172 -147 -120 0
119 -162 3 0
138 44 -78 0
-200 13 -170 0
-18 160 3 0
-178 184 196 0
-101 -160 -4 0
-12 68 195 0
-99 -119 -142 0
98 1 142 0
10 -132 165 0
-109 -32 121 0
82 -144 -117 0
-113 -187 -194 0
-67 -170 9 0
-122 174 -195 0
-86 17 74 0
-83 82 -143 0
-59 158 -37 0
-18 -189 12 0
-83 -84 -133 0
137 -192 -36 0
-151 -164 161 0
84 -182 -29 0
178 -75 190 0
95 58 4 0
-168 -82 2 0
-21 -51 -12 0
-95 138 -158 0
147 74 120 0
-177 -188 79 0
123 61 -13 0
-1 191 139 0
-154 184 128 0
-32 -142 -186 0
-19 -181 -187 0
-195 62 152 0
53 -61 -5 0
-20 -14 -21 0
5 173 24 0
138 175 4 0
49 148 -142 0
-79 -61 139 0
193 8 -100 0
-31 -152 -130 0
66 -77 -118 0
66 144 -105 0
164 -195 -72 0
135 -83 -24 0
-178 138 -89 0
174 -91 -49 0
-187 107 188 0
-143 199 182 0
161 60 84 0
-131 -103 -22 0
197 -92 -24 0
-190 137 168 0
-110 -150 -28 0
-124 -20 -194 0
135 -33 -97 0
-150 117 123 0
-93 31 94 0
31 97 -127 0
152 183 68 0
86 -195 93 0
35 147 2 0
-57 63 100 0
137 143 -36 0
10 -153 -4 0
147 -63 48 0
77 112 1 0
200 56 -20 0
-121 -143 -112 0
45 84 -72 0
71 38 52 0
-198 138 87 0
89 -65 20 0
-53 149 -144 0
-170 -178 -169 0
184 -26 49 0
-82 179 15 0
176 144 -152 0
121 -63 17 0
119 -107 -90 0
-20 146 57 0
192 -65 34 0
-26 -35 13 0
-198 129 110 0
-34 -76 155 0
147 -186 -37 0
-162 -182 11 0
99 -174 21 0
-115 -130 178 0
170 101 89 0
-46 79 62 0
83 176 -54 0
116 -185 34 0
48 -54 -138 0
-117 -144 -47 0
-200 -30 115 0
1 127 -125 0
-167 34 197 0
-40 -108 -140 0
200 -114 -57 0
-192 118 19 0
-181 -107 155 0
135 176 -113 0
-87 -76 4 0
59 128 -79 0
-110 -22 95 0
38 150 167 0
55 -26 57 0
24 -141 94 0
-54 43 190 0
174 191 -155 0
-7 -111 104 0
-132 -85 -11 0
-96 -131 -58 0
148 -150 46 0
-76 -141 18 0
-180 33 -48 0
-84 -16 81 0
172 -160 -21 0
45 96 -148 0
156 -74 -191 0
109 -33 -56 0
68 -198 -65 0
70 161 99 0
-37 108 24 0
32 -29 200 0
39 187 -53 0
-17 129 14 0
-167 165 185 0
-54 -69 4 0
-151 -23 153 0
118 36 -163 0
108 106 124 0
82 111 127 0
136 18 44 0
88 54 143 0
-180 5 -21 0
-66 -113 -74 0
197 -2 -19 0
170 -56 133 0
200 -107 45 0
36 63 87 0
29 152 -34 0
-133 -73 126 0
134 178 92 0
-34 116 195 0
1 -164 117 0
-82 65 -187 0
-63 -56 -196 0
-20 180 -194 0
199 -15 -196 0
-184 -189 -77 0
-70 90 -76 0
92 180 -167 0
187 -118 -132 0
-52 -165 -110 0
-141 -143 -88 0
176 54 76 0
170 -95 -193 0
-57 -5 148 0
112 -66 -9 0
7 -88 -36 0
-88 -81 -84 0
156 -148 -185 0
200 134 -1 0
40 -135 177 0
77 103 148 0
131 -58 149 0
134 200 18 0
184 -55 102 0
36 -150 42 0
110 107 28 0
53 197 -55 0
-143 -30 -95 0
58 -141 -186 0
14 -174 -52 0
110 109 -152 0
200 131 28 0
-70 13 -161 0
160 133 -158 0
107 -103 132 0
-166 -48 -200 0
114 -67 -95 0
170 44 -65 0
169 -39 163 0
-186 -33 -111 0
168 -37 -109 0
-95 135 -109 0
-156 9 67 0
-183 -76 30 0
-76 -141 -104 0
-143 -196 -54 0
-47 121 186 0
2 21 94 0
82 167 8 0
150 79 -117 0
137 64 182 0
-132 -131 184 0
-112 135 -125 0
93 140 196 0
-170 72 -79 0
-121 -98 88 0
143 64 6 0
-179 43 -19 0
-114 -119 -178 0
192 27 -43 0
46 16 54 0
38 -62 -23 0
-124 -97 -69 0
20 22 -5 0
-70 92 -55 0
-138 -149 -37 0
-119 -65 39 0
-85 -164 89 0
-41 -100 48 0
-8 -33 -7 0
-133 -106 -22 0
-57 88 -102 0
-122 -136 -124 0
101 51 -146 0
-200 -11 116 0
-184 176 57 0
-134 191 -89 0
196 14 43 0
-182 101 24 0
19 -178 102 0
75 -80 33 0
161 56 24 0
-44 198 83 0
-131 85 -120 0
-34 -21 -43 0
-143 -42 180 0
-104 147 -96 0
180 21 -19 0
62 -70 170 0
-101 51 153 0
-26 -80 -66 0
-168 -64 -79 0
-65 95 200 0
-4 -108 -188 0
-182 -200 -49 0
-173 -129 63 0
36 185 -102 0
41 123 -47 0
189 146 -15 0
200 92 -145 0
75 -143 155 0
166 -114 -29 0
-38 -87 10 0
49 88 98 0
173 -130 -46 0
-94 -7 187 0
-200 72 -4 0
184 -116 -93 0
-85 -144 165 0
-31 123 -24 0
11 24 93 0
-170 -165 -140 0
-38 -139 131 0
-99 -103 -59 0
-34 155 -160 0
-133 -91 -122 0
50 -89 2 0
97 70 -104 0
-118 -85 108 0
-37 159 -146 0
91 4 42 0
142 -18 -150 0
69 21 33 0
-130 131 64 0
9 -20 105 0
116 -172 56 0
190 -1 -17 0
-163 -164 -155 0
-100 178 -151 0
-116 190 9 0
6 165 87 0
-31 -94 182 0
132 -35 72 0
-96 142 -160 0
-116 -37 -163 0
-126 67 146 0
-35 -199 -10 0
191 -8 -121 0
-175 -9 -176 0
82 197 100 0
-138 -48 43 0
-82 -87 -98 0
-67 -47 197 0
178 -124 -20 0
-38 10 11 0
-99 -29 -186 0
-11 -71 108 0
-62 152 36 0
198 121 -97 0
