p cnf 200 800
-6 -14 -47 0
3 77 162 0
12 -85 137 0
17 93 -161 0
-168 -41 -118 0
197 175 6 0
-12 105 -155 0
22 161 34 0
167 182 31 0
-48 -70 -81 0
140 -36 -2 0
-190 -97 -114 0
-99 -100 -15 0
192 -196 184 0
194 101 169 0
-14 -147 127 0
-32 -143 -9 0
28 118 111 0
33 100 157 0
-107 -156 19 0
-139 132 198 0
146 -98 190 0
-159 -61 -72 0
-104 -65 64 0
105 143 -133 0
-25 15 -10 0
-46 -170 123 0
47 -156 -106 0
179 64 -53 0
-191 -166 -127 0
-30 11 166 0
-42 -174 -196 0
150 -140 -126 0
-37 127 -132 0
24 33 -113 0
-167 -137 -195 0
-168 -54 97 0
142 191 -89 0
107 -46 -194 0
-145 -72 142 0
113 -72 -137 0
130 54 79 0
38 -81 31 0
-158 -76 -66 0
113 -173 175 0
179 141 -99 0
114 174 -130 0
-136 164 -158 0
21 81 -133 0
28 66 62 0
145 179 -86 0
-121 -35 167 0
127 -97 192 0
-68 -2 -104 0
-88 181 -178 0
-192 -121 -140 0
168 -150 118 0
-39 -137 66 0
-143 119 -159 0
170 -66 -144 0
-177 88 144 0
56 -117 -137 0
-121 68 -43 0
150 -41 -51 0
-154 -42 61 0
109 -143 -39 0
-148 -4 103 0
-67 -102 121 0
101 48 27 0
-77 -82 80 0
53 7 151 0
154 49 185 0
-150 41 -134 0
38 -186 179 0
104 -33 66 0
-69 -182 -66 0
41 144 134 0
-110 -192 -73 0
-36 -97 158 0
107 -188 -101 0
154 4 184 0
88 44 -118 0
-64 -194 72 0
-32 -80 -50 0
-159 96 117 0
102 -20 -111 0
-129 -36 -30 0
25 4 -36 0
-93 -170 -161 0
-152 -137 119 0
130 162 51 0
39 -193 60 0
-87 -118 -9 0
98 6 183 0
-36 -135 30 0
115 -75 -189 0
-27 41 97 0
-44 110 183 0
-119 5 -118 0
-14 60 -4 0
-74 -187 -160 0
-192 -110 187 0
194 117 123 0
112 133 -127 0
-90 173 189 0
144 60 -53 0
-38 185 189 0
147 -8 78 0
-80 -172 160 0
94 48 -128 0
-173 164 9 0
65 -33 -186 0
-167 -49 81 0
120 125 140 0
-114 -181 76 0
31 80 126 0
-141 96 134 0
1 -59 95 0
-40 51 18 0
126 -81 -69 0
-120 159 143 0
52 -95 -84 0
-18 -171 64 0
180 -58 103 0
142 183 -177 0
-125 65 190 0
-157 -13 114 0
-45 30 -156 0
-98 9 -55 0
-2 77 -181 0
-139 193 -26 0
127 -109 65 0
-167 7 -148 0
11 84 55 0
94 -190 -159 0
172 -83 120 0
65 45 32 0
-95 25 -197 0
145 29 -93 0
25 -132 102 0
197 -19 118 0
93 117 124 0
-15 11 -65 0
40 -138 98 0
58 123 192 0
-63 183 3 0
152 -13 -34 0
-74 -153 149 0
34 170 138 0
117 -96 -132 0
59 17 -50 0
-19 -171 81 0
170 3 -200 0
67 48 -88 0
-71 98 38 0
7 9 -124 0
-103 139 177 0
190 154 -3 0
-60 116 131 0
192 -123 100 0
77 5 100 0
-195 -97 194 0
153 59 176 0
110 186 155 0
171 104 156 0
119 141 103 0
98 97 127 0
174 29 6 0
198 -57 -160 0
-103 -117 -175 0
76 -110 -31 0
-78 -195 -25 0
-32 -199 -144 0
-152 160 68 0
-94 199 28 0
-83 92 153 0
36 -13 -29 0
124 -6 112 0
188 -43 30 0
199 -200 177 0
-180 38 -73 0
86 -9 69 0
85 -60 140 0
27 -96 -171 0
-159 105 164 0
24 -26 -118 0
-119 67 -152 0
-71 -179 134 0
-43 86 198 0
-34 -140 9 0
-59 -145 49 0
136 -139 5 0
29 -176 104 0
-31 27 127 0
-153 98 -39 0
11 6 -83 0
88 200 -40 0
-74 75 -133 0
-116 -94 135 0
-176 26 -110 0
-113 180 69 0
155 -112 71 0
34 104 84 0
15 -167 -119 0
-73 104 105 0
-4 -101 -192 0
180 -28 162 0
-81 71 -87 0
20 -81 -57 0
81 -6 -30 0
-159 23 101 0
16 3 18 0
71 106 175 0
-124 -98 45 0
-128 144 -5 0
-59 23 -196 0
58 25 -183 0
-148 179 -196 0
164 -113 -19 0
84 -131 116 0
194 -124 107 0
188 113 39 0
56 -22 164 0
-119 -60 41 0
-189 -56 138 0
-23 -43 197 0
-23 -92 36 0
-21 -126 139 0
-57 -127 59 0
152 110 50 0
32 176 96 0
167 -138 41 0
98 -49 -20 0
-85 -73 102 0
-109 -20 95 0
-19 -169 54 0
-113 -68 -115 0
-71 199 140 0
-25 -34 24 0
-150 -193 113 0
153 75 -44 0
42 -104 44 0
174 132 -67 0
-176 197 108 0
13 -164 -109 0
-8 99 -160 0
98 -139 -138 0
-88 28 52 0
-74 -81 127 0
31 175 194 0
-130 -132 -48 0
48 13 83 0
-5 165 -148 0
-130 -28 -26 0
-46 154 -94 0
168 92 -49 0
-138 -12 92 0
-11 -37 126 0
-54 -196 -170 0
-164 175 38 0
33 14 -147 0
59 -109 -152 0
-9 24 -197 0
109 -152 -144 0
63 -194 191 0
-41 190 171 0
196 100 117 0
-163 106 -17 0
123 -89 45 0
-94 34 -89 0
29 164 -3 0
-105 -81 41 0
43 18 -185 0
-69 172 -99 0
5 122 180 0
161 23 -149 0
183 9 104 0
-26 164 143 0
158 -4 -165 0
-91 -52 -121 0
38 92 -100 0
-1 96 -117 0
163 -174 148 0
55 23 -160 0
-149 -61 -185 0
-34 -124 62 0
-185 -65 -173 0
-42 -55 155 0
143 31 -33 0
158 -12 -67 0
166 -167 11 0
-145 -64 9 0
37 -126 115 0
158 -11 -172 0
-121 -195 -120 0
-17 -30 148 0
176 -59 -64 0
147 -60 -110 0
-153 4 60 0
-173 10 -68 0
87 -194 46 0
-30 194 -45 0
-10 44 67 0
185 -132 190 0
153 141 -77 0
-194 -64 -167 0
11 148 -77 0
-133 17 -199 0
185 -129 146 0
-125 -39 -91 0
-134 122 136 0
111 125 156 0
-96 138 84 0
105 117 -38 0
1 28 198 0
-60 3 76 0
153 2 -106 0
-142 110 -37 0
-58 177 68 0
158 62 -3 0
-41 -135 107 0
-149 152 -113 0
143 -125 -121 0
137 -82 34 0
-194 -26 186 0
167 -78 13 0
185 -67 -177 0
-114 9 -183 0
200 152 28 0
-86 -87 -132 0
-134 190 -67 0
-21 -117 83 0
-119 -129 2 0
-46 -95 173 0
129 135 27 0
134 -79 80 0
120 -154 -118 0
95 -146 2 0
-104 127 -75 0
-98 36 -99 0
-119 39 -93 0
159 5 171 0
-54 -88 76 0
165 177 -70 0
-179 80 -67 0
107 -191 -152 0
134 -70 186 0
24 44 -196 0
191 -197 -122 0
163 121 -33 0
199 -72 -85 0
30 64 190 0
12 -94 -104 0
-76 -109 -27 0
-119 -45 117 0
-182 181 -89 0
-98 -115 28 0
100 -131 122 0
103 -164 -90 0
96 5 -132 0
104 -186 150 0
35 190 33 0
-8 -142 -30 0
-137 -151 -44 0
83 49 -43 0
106 -19 -157 0
