p cnf 110 440
-78 72 44 0
61 76 -18 0
6 97 -51 0
75 18 -68 0
37 17 104 0
103 29 70 0
19 -22 -92 0
28 -47 -35 0
68 -53 92 0
-65 -47 45 0
70 2 50 0
-68 -2 65 0
-7 11 24 0
29 -25 16 0
-105 -35 -50 0
-46 -50 -1 0
66 63 40 0
-57 -11 71 0
18 -83 2 0
49 -64 -79 0
25 -54 64 0
86 -72 55 0
65 84 75 0
6 -49 -102 0
52 -36 -24 0
-40 -79 50 0
-36 87 -54 0
58 100 103 0
-90 27 79 0
-105 100 -98 0
-106 -44 52 0
18 94 -67 0
61 73 -107 0
-87 -103 -33 0
15 -22 -102 0
4 -38 29 0
71 -65 81 0
3 -87 -100 0
36 -11 -73 0
-83 62 -9 0
-91 37 59 0
109 108 104 0
39 11 53 0
-103 40 108 0
31 -53 51 0
-43 -57 -15 0
-110 58 24 0
36 -54 -94 0
-11 -27 -43 0
-30 72 29 0
-10 -43 -49 0
63 25 75 0
-95 -66 93 0
-81 7 109 0
44 46 71 0
-2 25 -8 0
-66 -45 40 0
102 -84 -63 0
55 81 93 0
47 81 83 0
19 -52 -56 0
-64 96 -40 0
-19 -40 -55 0
-59 83 -29 0
-85 -31 66 0
-101 60 -27 0
-44 29 12 0
96 94 -66 0
28 27 -71 0
-109 -46 -1 0
-48 -91 -39 0
44 101 88 0
-101 -54 96 0
92 -48 -66 0
38 -24 23 0
-65 22 46 0
1 35 72 0
-14 -4 5 0
-22 -48 79 0
-50 34 14 0
1 45 -62 0
-39 -62 -54 0
27 -44 -94 0
-48 -53 -59 0
-42 -77 -26 0
-47 74 3 0
65 102 14 0
79 34 60 0
-4 -26 -55 0
79 -101 -75 0
-26 -76 50 0
38 20 -11 0
30 -91 -108 0
46 68 22 0
88 -66 109 0
-51 -95 -104 0
34 30 10 0
93 -91 33 0
99 -88 25 0
22 -96 -49 0
83 -44 -26 0
44 -21 88 0
-66 -23 69 0
98 106 18 0
78 -60 -37 0
2 -50 54 0
-37 -94 57 0
25 -21 -82 0
-1 -13 -86 0
50 43 -76 0
-37 58 5 0
6 -57 -41 0
-45 85 -62 0
-2 43 -107 0
-104 32 -22 0
3 -76 10 0
27 -99 -29 0
47 87 19 0
83 80 -26 0
43 17 -9 0
-64 -60 -1 0
-14 -51 -62 0
65 88 -10 0
-77 54 -12 0
-24 -43 -66 0
-81 -16 -51 0
-89 -88 -50 0
-5 110 33 0
74 -33 -99 0
-50 95 58 0
-25 -97 79 0
-46 48 108 0
74 -9 -58 0
-5 -3 -21 0
64 -11 103 0
-76 5 11 0
110 63 59 0
31 -105 90 0
107 -65 14 0
1 -41 -100 0
-56 -71 -36 0
-47 -52 7 0
86 -42 -92 0
78 97 81 0
-98 85 -106 0
-105 50 -17 0
33 95 63 0
45 48 17 0
-20 -92 -21 0
-110 -47 62 0
103 -20 -109 0
64 -44 43 0
-72 -99 -42 0
-24 -78 -30 0
90 23 61 0
5 102 14 0
58 9 77 0
88 -43 65 0
68 65 110 0
57 94 -43 0
-81 41 -1 0
-42 -12 72 0
-36 103 61 0
-21 -67 -1 0
10 78 -17 0
-26 -91 -4 0
78 -61 -46 0
-80 83 -86 0
70 47 7 0
14 96 108 0
-83 64 -23 0
20 -69 59 0
-54 83 -6 0
-41 -42 -47 0
-30 -108 105 0
65 -9 58 0
11 -85 27 0
58 88 -35 0
-73 58 -51 0
61 74 110 0
14 -19 -53 0
-28 86 -33 0
-20 63 59 0
93 47 109 0
86 -28 83 0
7 -35 -68 0
-48 -91 32 0
