p cnf 30 120
24 -13 18 0
11 18 28 0
-23 24 18 0
17 6 -7 0
12 -4 18 0
22 -29 9 0
19 -22 -24 0
4 15 11 0
-27 -8 12 0
9 4 19 0
17 -20 -22 0
-13 -10 -23 0
15 -20 -7 0
-14 -3 26 0
13 -1 17 0
-2 -20 3 0
14 25 -6 0
21 8 -20 0
6 -27 -9 0
11 15 24 0
5 -29 22 0
8 -14 29 0
24 19 8 0
8 30 -17 0
2 13 7 0
-25 23 1 0
-10 -27 16 0
-16 -24 8 0
-18 -27 -20 0
-30 -18 21 0
21 -28 18 0
-18 -16 21 0
11 26 -29 0
24 6 -5 0
21 2 -24 0
13 18 2 0
1 -13 12 0
-12 -3 30 0
-8 2 -12 0
-29 26 27 0
-6 -27 15 0
-27 -29 -23 0
-18 24 12 0
-8 14 17 0
-21 18 4 0
18 -19 6 0
28 -29 -6 0
7 -23 27 0
-22 -15 -4 0
-5 -10 -27 0
16 -19 24 0
14 -18 6 0
-16 -1 -21 0
20 -15 -23 0
11 13 -17 0
-13 25 19 0
4 20 -13 0
-4 22 -25 0
-28 11 10 0
22 -26 13 0
-4 -14 5 0
17 -3 -9 0
8 -6 28 0
4 -20 -28 0
12 17 29 0
-13 3 7 0
-7 -5 13 0
-5 28 -20 0
-17 25 23 0
16 -14 17 0
-24 -16 28 0
-15 -9 6 0
-4 14 -11 0
-14 -1 -8 0
-8 -23 30 0
-6 -22 -20 0
-16 -22 -13 0
12 28 30 0
-8 -4 -14 0
-22 -19 8 0
3 26 10 0
-30 20 -3 0
-3 28 26 0
-23 14 28 0
30 10 -28 0
-26 2 28 0
-14 -11 25 0
-12 -13 30 0
-30 26 18 0
5 4 -16 0
-13 17 15 0
-2 17 20 0
-3 20 -24 0
30 -29 -17 0
13 -11 15 0
-3 21 23 0
-20 15 -6 0
-9 18 -11 0
-15 21 13 0
-21 28 -5 0
-23 28 29 0
-14 19 -3 0
-2 3 -11 0
-3 -5 25 0
29 -20 -5 0
16 12 -24 0
-20 -23 16 0
25 -6 -29 0
-29 28 -18 0
-9 1 -13 0
7 -1 -10 0
-13 19 14 0
-22 7 25 0
28 29 -5 0
-17 25 11 0
-10 30 4 0
26 19 -11 0
-25 3 20 0
21 -8 17 0
-21 8 -13 0
