p cnf 30 120
-6 -23 27 0
-18 -7 -17 0
-10 28 -17 0
6 -16 -7 0
-11 -29 10 0
4 -26 10 0
14 17 -13 0
18 30 5 0
-18 -28 -24 0
9 28 12 0
4 -26 -12 0
11 3 14 0
-22 28 27 0
-16 14 -29 0
-8 -24 28 0
26 -5 30 0
2 -1 10 0
-1 28 -8 0
-24 -19 -30 0
13 -22 -17 0
25 -9 14 0
25 4 9 0
-1 20 -9 0
21 4 12 0
-4 -15 25 0
-24 -7 4 0
6 18 -13 0
28 18 -12 0
13 -3 24 0
-29 -25 24 0
-5 26 -12 0
-15 -27 -22 0
5 6 -3 0
7 15 -21 0
16 -15 -29 0
-13 -27 21 0
16 30 23 0
16 -3 21 0
19 -25 11 0
28 -8 -4 0
-24 -7 28 0
-27 3 26 0
19 26 -9 0
-24 -19 13 0
10 23 -22 0
-22 26 12 0
14 30 1 0
3 21 22 0
-27 -8 17 0
-19 9 -11 0
13 22 -25 0
-12 -16 -7 0
28 -17 10 0
-20 25 -26 0
-16 11 -24 0
5 -9 12 0
18 11 6 0
-7 18 -4 0
13 12 -10 0
-28 -12 7 0
-2 -13 14 0
-9 27 19 0
12 -11 15 0
-24 -26 10 0
8 3 18 0
8 10 1 0
21 -30 20 0
-26 -25 21 0
-20 12 19 0
-13 7 -10 0
24 -6 -15 0
1 18 -10 0
14 -19 -3 0
-20 25 9 0
7 12 -6 0
-16 23 -25 0
25 15 7 0
12 14 13 0
-18 3 -1 0
10 13 -21 0
-22 6 -8 0
25 -27 11 0
-13 2 5 0
18 7 14 0
17 26 14 0
-25 1 24 0
11 7 20 0
-2 12 23 0
18 -1 28 0
-3 8 15 0
21 10 -22 0
5 -25 3 0
-7 -13 22 0
3 -5 -8 0
26 -25 -5 0
5 7 -24 0
4 -27 -29 0
7 -6 -21 0
-13 -24 -30 0
29 -10 -24 0
8 -27 -19 0
5 -20 -29 0
-11 26 -16 0
5 18 14 0
-11 -8 29 0
22 -18 4 0
6 29 8 0
30 -12 -1 0
29 2 26 0
-12 7 -18 0
-30 6 -20 0
21 -27 18 0
6 24 11 0
28 -26 -14 0
-2 -17 -14 0
18 8 -25 0
20 13 -12 0
-15 5 -29 0
-4 -19 25 0
3 -6 5 0
