p cnf 70 280
-6 65 45 0
-42 58 -1 0
44 34 -70 0
24 -43 60 0
-26 -3 -23 0
67 -50 41 0
-30 -34 -29 0
-38 -28 57 0
35 -43 66 0
-61 -37 47 0
48 -40 46 0
-4 -33 -47 0
25 -28 38 0
-9 -48 33 0
24 18 -39 0
60 -50 -66 0
51 -54 -61 0
-40 55 -67 0
-23 -48 -10 0
-55 -56 -35 0
-8 64 59 0
-70 -31 60 0
7 57 -1 0
38 -22 -40 0
34 28 61 0
67 56 58 0
30 -44 36 0
-63 -38 57 0
-35 10 -16 0
40 5 37 0
60 46 40 0
31 20 13 0
-62 39 20 0
-20 -4 52 0
43 9 30 0
54 32 17 0
3 -35 6 0
-20 6 -49 0
37 -21 -51 0
-58 34 -12 0
7 35 -47 0
-62 41 -13 0
-15 -66 56 0
-57 -65 4 0
32 22 -11 0
12 51 8 0
40 29 -36 0
-9 27 -25 0
-1 46 42 0
64 63 22 0
59 -43 22 0
-19 60 12 0
-42 -30 59 0
-34 6 7 0
11 -4 -14 0
18 -70 64 0
52 -23 -1 0
-21 -7 -52 0
57 -65 -48 0
-63 13 -4 0
32 52 -35 0
-64 69 12 0
62 -65 35 0
-63 15 -36 0
13 -63 47 0
-5 40 52 0
44 45 -61 0
-65 53 63 0
46 61 66 0
-65 -8 45 0
-64 16 59 0
61 -42 28 0
-56 -38 -22 0
-66 27 -69 0
-24 42 61 0
-50 -18 -53 0
62 45 -19 0
29 -68 3 0
-62 -66 -68 0
25 58 63 0
58 45 53 0
45 54 10 0
61 66 35 0
16 -10 39 0
39 33 1 0
-53 38 20 0
39 -27 -66 0
60 -48 -10 0
-5 9 40 0
-8 -2 -45 0
40 6 39 0
51 -23 19 0
-1 -5 10 0
-48 -14 53 0
26 -27 47 0
8 -69 36 0
50 56 -47 0
-31 -36 38 0
60 70 13 0
-10 -65 -7 0
60 -11 -38 0
-48 16 -30 0
61 -52 -36 0
24 45 -52 0
-29 37 -38 0
18 10 -50 0
-28 6 14 0
-1 25 -54 0
24 -39 43 0
-68 10 -36 0
19 -27 -35 0
-29 -45 59 0
-70 4 -53 0
-38 -19 16 0
38 3 -59 0
36 46 58 0
-22 26 -51 0
-8 -26 39 0
-22 38 -25 0
42 -8 51 0
-37 14 -33 0
45 -29 -4 0
37 12 33 0
12 69 36 0
56 -26 64 0
70 -47 65 0
25 16 -63 0
16 41 -33 0
-20 70 -47 0
52 -54 24 0
37 30 47 0
-33 -5 9 0
9 -37 -63 0
-65 -56 -29 0
-40 -6 -41 0
12 6 -44 0
-19 -7 8 0
43 51 -20 0
21 -55 -19 0
61 -47 -23 0
49 47 -30 0
-59 -38 -13 0
22 15 -6 0
-57 -59 55 0
7 -65 53 0
35 5 -38 0
-43 24 -34 0
-9 44 11 0
-69 17 49 0
-6 47 -4 0
40 -26 61 0
20 -43 67 0
-32 15 -40 0
67 -21 48 0
26 7 -64 0
-55 -60 -32 0
-14 25 48 0
-16 38 -19 0
-34 -16 58 0
-26 -45 -46 0
-24 55 52 0
70 -13 -21 0
-14 -43 32 0
67 -54 29 0
-22 -66 55 0
26 58 -68 0
-12 -58 16 0
-34 47 20 0
-57 -61 -24 0
61 41 -48 0
59 54 -27 0
33 -46 -58 0
-65 -2 52 0
3 -60 19 0
48 -24 -19 0
66 27 64 0
54 -32 70 0
-32 -65 -59 0
-8 37 -19 0
46 -18 25 0
11 55 -69 0
32 -40 -23 0
37 -45 41 0
42 35 -12 0
4 61 -56 0
12 -35 -45 0
-68 39 -24 0
18 -11 -44 0
36 53 -34 0
-7 51 70 0
-23 55 -19 0
-45 -48 7 0
28 2 -16 0
30 -13 5 0
-18 24 -19 0
-57 -58 -41 0
-13 46 -39 0
-14 -6 45 0
-25 27 41 0
12 -54 10 0
-70 -43 -61 0
5 39 -28 0
-44 27 9 0
-24 30 -69 0
-23 -11 -69 0
-7 -40 -67 0
-4 -57 5 0
-4 -67 -63 0
43 -38 -20 0
-37 -12 -59 0
-21 19 -68 0
-44 -41 -68 0
55 47 42 0
68 66 52 0
24 68 8 0
-44 -5 30 0
-20 39 -44 0
-58 -48 -9 0
-26 -58 -52 0
60 69 -52 0
-67 46 41 0
39 -7 15 0
-55 19 -60 0
5 -56 -61 0
43 -66 61 0
47 -25 -12 0
-38 -9 -69 0
-35 38 27 0
-43 -19 -56 0
-18 -63 38 0
47 5 -49 0
-47 -45 -38 0
-8 -47 -70 0
35 -11 -17 0
-63 43 47 0
47 59 32 0
17 -7 51 0
-70 -6 -1 0
14 -58 -43 0
-32 62 -31 0
-38 2 11 0
5 64 29 0
-9 -43 -27 0
-42 33 6 0
44 51 -65 0
15 -41 70 0
61 20 39 0
-40 18 2 0
-10 26 -13 0
-70 10 -34 0
-14 -48 -6 0
58 63 5 0
-67 -20 -68 0
-11 6 2 0
10 17 62 0
-47 51 -12 0
12 -7 6 0
60 -66 27 0
-42 -24 -16 0
-66 38 -67 0
-3 58 8 0
-63 -69 48 0
-33 30 45 0
-46 47 6 0
-48 28 -24 0
69 -21 -32 0
67 60 47 0
35 -15 -50 0
3 29 -35 0
-53 58 40 0
59 -2 35 0
-61 -12 -50 0
-40 -9 -19 0
-67 -24 1 0
13 1 -17 0
-35 31 -38 0
11 -38 -20 0
-22 43 -67 0
-30 25 41 0
41 31 7 0
