p cnf 300 1200
141 44 17 0
183 297 -48 0
-127 -86 -274 0
53 -174 65 0
-225 61 14 0
291 62 102 0
275 -88 -93 0
-104 280 -163 0
41 19 50 0
31 -164 -277 0
-156 96 49 0
248 -120 132 0
283 238 242 0
91 -173 -178 0
-256 -113 -136 0
250 -115 156 0
-125 196 -135 0
208 -211 161 0
48 143 243 0
-96 103 -166 0
270 250 -131 0
-206 -251 -66 0
155 298 -172 0
174 -35 -215 0
201 -233 30 0
25 182 78 0
293 104 -75 0
-240 47 194 0
-278 290 -46 0
-180 202 -264 0
189 -89 205 0
283 183 271 0
-63 206 8 0
-262 -22 109 0
-68 115 -200 0
69 88 193 0
152 137 -251 0
-117 284 124 0
160 -251 -64 0
-178 -51 -134 0
270 -214 257 0
-49 99 -68 0
8 -139 35 0
289 -179 150 0
110 -196 -72 0
-121 75 -165 0
163 31 132 0
-68 -243 160 0
-162 -149 94 0
131 220 76 0
147 -136 -184 0
125 -210 226 0
165 -119 198 0
88 79 279 0
-88 -5 -153 0
238 291 55 0
-103 -201 127 0
176 100 -67 0
-49 8 183 0
214 -34 297 0
281 163 -218 0
-7 -294 -187 0
-167 298 273 0
-166 194 -242 0
-20 -32 -274 0
-9 113 229 0
-81 277 14 0
222 -299 236 0
90 79 278 0
-284 -61 -152 0
47 171 152 0
-267 21 -229 0
114 -97 -214 0
-228 -36 -1 0
-277 163 -75 0
50 167 -294 0
115 42 108 0
184 167 -178 0
-42 -110 227 0
257 24 269 0
286 -172 -256 0
-9 120 -294 0
-117 -255 194 0
8 183 -133 0
257 187 67 0
38 51 -168 0
-38 50 -12 0
-184 52 -221 0
-46 -38 235 0
47 190 217 0
267 74 241 0
163 128 -38 0
-257 -94 -104 0
162 -115 170 0
-276 -122 248 0
260 300 50 0
-274 12 20 0
101 -147 -222 0
118 -200 -53 0
220 131 -40 0
-251 246 -273 0
146 -39 115 0
-176 31 -203 0
37 42 -149 0
185 -97 -164 0
35 -20 -55 0
-199 259 -125 0
249 -70 -134 0
-50 220 188 0
146 -218 96 0
146 -51 -196 0
255 -298 -210 0
-252 158 -221 0
-223 -211 -262 0
-151 -56 -53 0
9 107 67 0
243 285 -101 0
-235 175 -219 0
8 251 -293 0
171 111 -276 0
191 -106 202 0
261 -227 -265 0
-18 -234 149 0
180 281 -183 0
92 -267 -190 0
201 298 165 0
167 -109 -36 0
169 -300 95 0
-161 -76 -122 0
98 251 -16 0
-19 -101 -102 0
-117 -78 -288 0
26 107 -283 0
8 26 24 0
3 286 235 0
111 222 -119 0
-188 98 104 0
-183 39 50 0
-101 113 287 0
-214 -238 133 0
-95 146 -135 0
239 -18 244 0
-5 46 214 0
-65 -141 -51 0
-7 -197 -246 0
-284 261 -260 0
260 -82 7 0
-121 -164 2 0
224 233 215 0
-253 65 12 0
136 62 -205 0
-263 220 117 0
187 126 -163 0
-61 -226 -192 0
233 143 21 0
73 83 -34 0
-108 69 11 0
-192 -114 -150 0
-289 272 28 0
271 128 68 0
-204 -144 -269 0
-252 180 -64 0
-110 240 -77 0
207 -5 -74 0
194 63 -53 0
174 119 -26 0
238 141 176 0
48 -283 -250 0
243 269 63 0
-284 158 74 0
225 35 -32 0
246 66 60 0
260 257 -249 0
-273 -191 222 0
-120 -169 143 0
-149 -254 95 0
147 15 197 0
-96 -111 -14 0
172 78 -139 0
57 -209 -22 0
-201 -96 208 0
32 -286 226 0
-270 190 -173 0
-30 257 38 0
-157 73 279 0
-187 -265 298 0
-63 253 23 0
153 70 88 0
295 -248 -142 0
128 -145 257 0
177 43 -68 0
-132 186 -242 0
239 82 -146 0
172 209 -139 0
208 -156 35 0
-294 293 -129 0
248 -220 64 0
48 -81 -263 0
-222 26 -116 0
-138 117 -24 0
269 -33 -286 0
-188 -19 255 0
165 -229 94 0
83 107 236 0
-258 169 -44 0
129 -104 216 0
81 -39 104 0
-62 141 -46 0
-192 -47 -119 0
174 168 271 0
271 -165 -104 0
-225 -105 138 0
-4 82 39 0
-185 107 264 0
-46 -222 -11 0
206 -205 87 0
-266 -292 224 0
-268 142 -92 0
135 228 -71 0
-131 114 5 0
219 -133 89 0
-23 -215 -171 0
123 -49 52 0
242 -149 10 0
244 -97 18 0
-299 121 -255 0
-32 63 -262 0
101 259 -167 0
254 88 116 0
86 128 -103 0
-292 85 -239 0
53 -181 -76 0
210 -250 -217 0
-79 -149 35 0
-123 -295 -279 0
286 -125 157 0
220 27 -208 0
174 64 -204 0
272 266 -128 0
-235 -35 263 0
-128 100 -295 0
215 280 -188 0
-29 59 -148 0
16 -126 -8 0
22 -31 -32 0
-165 -104 -29 0
255 76 155 0
6 16 -74 0
83 -205 253 0
135 -12 -289 0
134 -178 -206 0
-152 265 -107 0
152 -95 192 0
261 34 -33 0
-277 231 213 0
-273 -92 52 0
143 92 -183 0
-244 276 101 0
-8 -220 162 0
-56 7 -34 0
28 -6 145 0
230 79 26 0
-68 -12 -11 0
-25 170 71 0
-253 235 -181 0
133 -100 -252 0
140 206 -133 0
292 171 -190 0
-105 -129 -16 0
-104 119 -59 0
26 -244 -276 0
-223 144 -134 0
-26 -217 92 0
-46 37 248 0
11 35 -99 0
151 -131 281 0
-241 296 -300 0
-239 -248 -177 0
-129 192 -86 0
-194 -72 -5 0
-39 256 279 0
-190 -222 -275 0
4 39 -250 0
247 -62 -191 0
201 183 288 0
22 -64 273 0
-45 -110 260 0
-221 -266 251 0
-12 -120 141 0
135 50 -253 0
179 -193 252 0
-98 205 68 0
-260 38 263 0
-240 -77 119 0
59 147 -83 0
142 -139 -123 0
114 -28 -25 0
83 -46 -102 0
260 91 107 0
-273 -19 -163 0
33 49 -82 0
192 5 -66 0
-288 199 -42 0
297 47 247 0
284 158 139 0
-253 231 -72 0
-199 -180 135 0
228 -290 73 0
-288 69 -117 0
-95 -224 43 0
-247 91 178 0
-216 -189 79 0
125 219 188 0
-61 -180 -18 0
-257 238 -151 0
228 -34 -59 0
150 191 -58 0
-210 -231 29 0
151 -45 163 0
96 -188 -68 0
41 63 -15 0
-231 -66 -47 0
71 -127 -24 0
-114 -41 -112 0
-130 52 -293 0
-24 -151 -64 0
192 134 92 0
211 248 -139 0
-294 66 185 0
-215 144 -103 0
-92 51 -242 0
-70 60 -80 0
-126 -23 285 0
240 -281 -147 0
276 -284 -176 0
-142 -147 -68 0
231 -69 222 0
78 229 -245 0
142 82 -247 0
-5 212 234 0
-25 213 109 0
-15 276 -284 0
-278 -18 1 0
297 -220 255 0
291 -203 -149 0
70 146 173 0
68 157 38 0
143 -130 -258 0
276 -28 -212 0
131 -28 124 0
115 185 52 0
99 -300 -194 0
-258 31 18 0
255 -30 -125 0
165 232 -86 0
46 -217 223 0
-121 -144 248 0
177 255 65 0
-8 -154 -191 0
240 297 163 0
-239 -177 292 0
-16 281 209 0
40 261 151 0
-104 -163 31 0
273 -241 -84 0
275 13 -22 0
142 192 120 0
-283 -231 -69 0
292 -62 247 0
-160 54 -235 0
-196 11 13 0
89 177 197 0
-295 -171 -111 0
-186 219 -252 0
136 101 171 0
-191 -95 6 0
-157 -279 267 0
281 222 70 0
-235 106 249 0
-234 135 193 0
57 215 -90 0
148 87 98 0
244 280 113 0
-97 144 -225 0
-34 244 -204 0
-293 225 -69 0
-62 189 112 0
29 -255 -86 0
-60 46 108 0
72 -141 -30 0
