p cnf 90 360
89 -46 79 0
86 59 16 0
-62 46 -49 0
77 -9 35 0
-53 39 24 0
-90 53 5 0
25 -36 74 0
54 67 24 0
-71 73 69 0
-29 -8 26 0
17 15 31 0
34 32 9 0
-81 -60 -32 0
-7 56 15 0
-58 27 20 0
20 -39 -28 0
-67 86 -1 0
75 -28 63 0
-14 86 19 0
-64 15 13 0
-53 -83 80 0
-32 -5 -77 0
8 -10 82 0
-18 12 73 0
75 -31 8 0
84 -89 -23 0
-19 -57 43 0
-64 -51 19 0
78 58 5 0
-89 4 20 0
4 -59 26 0
-59 26 -8 0
-47 6 41 0
-15 47 43 0
46 77 -51 0
20 -10 -4 0
47 -75 -29 0
-11 77 -58 0
54 -69 -16 0
74 -75 73 0
29 -50 -3 0
34 39 -44 0
76 -66 -84 0
50 66 18 0
-63 67 -23 0
44 64 -12 0
-18 76 -77 0
47 -44 -85 0
16 -83 86 0
-86 25 -30 0
72 60 38 0
20 -40 73 0
-85 49 12 0
37 10 -32 0
-53 78 51 0
86 -51 39 0
49 -16 -25 0
-75 41 71 0
-89 -3 61 0
-28 74 62 0
-83 80 35 0
-55 47 -43 0
82 14 -22 0
-83 -63 42 0
42 70 -45 0
21 10 -55 0
58 46 -51 0
-81 -1 -23 0
66 -71 46 0
-26 -7 31 0
34 81 32 0
4 -15 89 0
-88 29 24 0
59 54 73 0
66 47 -73 0
42 -15 -73 0
38 -8 48 0
-4 60 -57 0
82 43 26 0
-30 48 -35 0
-24 -8 -70 0
-8 79 45 0
-86 -56 79 0
9 -52 34 0
30 86 31 0
52 -84 9 0
73 -75 84 0
-7 -90 30 0
-84 -82 24 0
-45 74 -43 0
-78 -43 -68 0
-16 -53 61 0
-86 87 51 0
16 -64 -50 0
85 -63 -57 0
43 32 26 0
60 21 -55 0
30 19 -45 0
66 75 82 0
-87 -52 15 0
-87 24 -27 0
89 66 32 0
-61 42 49 0
19 -33 63 0
-13 61 -80 0
5 -17 66 0
1 -66 -33 0
-52 61 -51 0
72 13 9 0
-11 20 -70 0
-40 -34 -83 0
31 -39 -9 0
25 -88 -23 0
-28 -46 54 0
-90 -45 -61 0
-89 3 2 0
71 -50 52 0
-14 -79 85 0
20 29 -77 0
-43 -18 19 0
-35 -12 14 0
-44 43 -20 0
89 -51 66 0
-81 -14 -88 0
60 -22 16 0
-15 21 58 0
-44 17 49 0
-21 17 18 0
18 -4 39 0
-36 -89 40 0
-28 -61 67 0
-58 -53 -30 0
72 -19 -83 0
-80 -57 -41 0
47 -65 4 0
-72 -30 -42 0
-46 77 -45 0
70 -28 -23 0
-48 30 -20 0
-71 -69 34 0
-72 65 33 0
-68 -77 85 0
33 -18 -75 0
