p cnf 80 320
-22 69 -7 0
-13 22 1 0
-17 30 34 0
-66 54 44 0
50 68 -47 0
33 -61 -67 0
46 -48 -13 0
-18 42 60 0
55 -75 -28 0
-64 -23 38 0
-2 -61 37 0
32 -51 75 0
14 -9 21 0
-21 -60 -65 0
-54 -30 -69 0
69 49 75 0
-54 -56 -36 0
-17 31 -12 0
41 -56 -54 0
-75 24 46 0
-13 -2 -57 0
-67 -5 -66 0
-15 -38 9 0
-15 65 -21 0
-14 48 71 0
32 -79 -17 0
29 68 -28 0
25 -39 79 0
-53 -32 20 0
-72 -69 -9 0
-43 -32 -12 0
-57 -74 62 0
-18 -32 -2 0
61 31 20 0
-78 -72 46 0
51 8 52 0
7 54 -73 0
49 -70 18 0
31 -24 4 0
64 32 -41 0
32 69 -73 0
-36 40 30 0
-59 26 -31 0
71 72 -74 0
8 11 -64 0
20 -45 7 0
-32 -68 -67 0
-7 16 -45 0
-58 1 -3 0
7 -37 -27 0
50 -4 -32 0
41 -60 -76 0
23 -44 -36 0
16 -3 -21 0
43 -48 9 0
22 -52 19 0
-49 -13 -27 0
-9 31 -7 0
77 -8 37 0
35 8 62 0
-61 26 -59 0
-67 7 38 0
-38 -34 40 0
30 14 -18 0
-46 -33 -13 0
60 58 -25 0
78 12 73 0
18 -30 -55 0
-44 -50 -15 0
3 51 -12 0
20 -30 35 0
-1 -9 -44 0
8 -6 -19 0
27 16 -72 0
79 -75 13 0
-31 -29 -60 0
66 47 -24 0
-10 -23 21 0
-27 24 58 0
57 -40 56 0
8 36 18 0
-51 28 60 0
11 34 36 0
-74 -4 56 0
-15 -69 66 0
11 -3 -62 0
-45 -7 -33 0
-27 7 -74 0
-53 21 66 0
-14 74 -51 0
-25 1 -24 0
-21 -5 -47 0
6 26 28 0
-53 -18 5 0
24 -32 -33 0
-46 -45 63 0
3 22 -2 0
-55 -45 39 0
-57 -12 -39 0
-76 -78 55 0
-66 -47 -25 0
78 16 76 0
71 -28 6 0
-61 -39 -9 0
-23 -59 -62 0
-34 69 -60 0
13 -71 -60 0
-76 -19 69 0
-72 22 -56 0
-59 -66 -50 0
7 78 66 0
40 -66 -57 0
-48 -79 -58 0
74 19 15 0
-28 24 14 0
76 -27 79 0
-1 -74 19 0
-16 -6 -36 0
65 48 59 0
-61 -6 -51 0
-28 -23 -70 0
49 -10 -72 0
44 78 5 0
47 77 -55 0
27 13 38 0
36 12 -22 0
31 6 -64 0
-4 68 -59 0
-18 -76 71 0
53 -37 2 0
31 43 -78 0
58 -39 -52 0
-13 1 -8 0
8 -68 56 0
5 -28 -45 0
68 49 -53 0
-46 -58 -13 0
58 35 -41 0
20 -52 -2 0
66 6 48 0
-25 61 64 0
22 -62 65 0
59 -35 -51 0
40 74 30 0
-69 2 -11 0
28 3 -11 0
-40 -79 15 0
-31 9 -38 0
-12 2 -71 0
1 29 -37 0
2 -57 -55 0
53 -34 -18 0
-19 41 18 0
-38 11 34 0
5 -44 67 0
-55 -79 23 0
33 -18 31 0
34 19 -59 0
-8 65 -71 0
-50 -36 60 0
-76 42 -49 0
-46 -75 68 0
2 57 -47 0
-8 -68 -23 0
-41 -5 -37 0
50 -51 58 0
10 20 70 0
13 60 -74 0
