p cnf 40 160
-15 -1 35 0
-39 26 9 0
5 -9 -17 0
3 26 -20 0
22 -15 -3 0
40 5 16 0
23 -8 11 0
-3 2 -32 0
-37 -35 40 0
-17 15 -30 0
12 -25 -39 0
-34 -37 -26 0
3 -7 28 0
-30 -8 12 0
-28 -40 -7 0
19 24 -11 0
-25 17 -28 0
19 -10 -31 0
3 26 19 0
-7 13 -40 0
-33 12 -11 0
14 26 32 0
20 35 8 0
9 -29 17 0
-16 30 -33 0
-34 19 -33 0
16 26 13 0
-4 2 -14 0
33 9 -11 0
-4 -18 -32 0
23 -5 -39 0
-2 -39 -37 0
22 -14 18 0
24 -9 25 0
-21 -26 -15 0
28 15 -26 0
-12 -30 -19 0
19 12 5 0
29 1 3 0
39 9 17 0
3 -28 2 0
19 -25 -38 0
-21 -26 -9 0
19 -2 -27 0
-23 15 -17 0
-15 -19 3 0
26 -6 38 0
17 -27 -16 0
-8 11 40 0
34 -39 40 0
39 36 22 0
-13 -8 -7 0
32 -25 -26 0
2 23 -9 0
3 22 -17 0
-24 20 -13 0
23 -1 -15 0
31 -13 35 0
-7 29 -28 0
25 -11 -19 0
26 31 32 0
-28 32 1 0
-40 -27 35 0
-33 30 17 0
-20 -26 10 0
23 32 21 0
7 13 29 0
22 -18 10 0
-37 10 -33 0
-7 20 9 0
21 3 -12 0
36 -28 22 0
-29 33 40 0
20 -35 8 0
-39 10 -9 0
-9 5 -22 0
35 -7 -19 0
20 -17 -23 0
33 40 37 0
34 -14 32 0
-27 25 -35 0
-35 -24 33 0
-3 9 -35 0
-24 -1 -23 0
4 34 -36 0
-20 -32 -1 0
-1 11 10 0
25 13 -1 0
25 -29 13 0
-31 -23 -7 0
6 -12 -5 0
-10 34 8 0
22 -33 35 0
10 16 20 0
-10 -12 23 0
3 4 -13 0
1 -8 10 0
-1 -18 -21 0
-7 -39 31 0
9 11 27 0
-1 24 -39 0
-25 20 -21 0
-8 -37 16 0
8 12 -1 0
11 18 -33 0
-35 -15 -19 0
-38 8 30 0
27 15 -21 0
20 35 -11 0
21 24 -39 0
28 38 4 0
36 24 25 0
-35 -22 -26 0
-36 28 38 0
27 -15 -33 0
-11 -6 7 0
-12 -4 39 0
29 -16 13 0
-18 -5 -16 0
4 -26 -39 0
-27 -6 32 0
-7 13 38 0
-35 -37 -12 0
4 28 -15 0
-10 -38 -24 0
22 -25 31 0
29 2 16 0
-31 13 -3 0
39 -36 -16 0
-21 -7 -11 0
27 -24 13 0
15 -21 26 0
-31 -1 -22 0
-13 29 9 0
-26 -29 -39 0
-36 32 -35 0
40 27 2 0
23 3 -25 0
-34 28 -38 0
-37 32 -8 0
-10 26 -34 0
5 37 38 0
-10 -27 -39 0
-12 -19 -26 0
2 32 8 0
-16 -33 -10 0
23 -32 -13 0
-31 -15 22 0
35 -29 32 0
2 -23 -35 0
-25 -39 -38 0
10 5 34 0
-21 -24 -7 0
-26 -29 -15 0
-6 -9 -30 0
10 15 -7 0
-20 -37 -29 0
-38 -31 -9 0
-30 23 -17 0
-39 13 35 0
