p cnf 300 1200
16 -231 59 0
48 -246 74 0
296 266 186 0
246 -272 -192 0
206 -170 62 0
66 -43 -15 0
201 -149 -276 0
193 95 248 0
-229 -65 61 0
191 131 299 0
27 -282 57 0
-110 -192 91 0
-212 57 -132 0
278 -152 271 0
274 108 -73 0
-131 -221 39 0
-293 53 155 0
-120 -297 -81 0
-208 49 -165 0
290 -64 86 0
-41 -209 -137 0
-197 -49 -202 0
-227 168 48 0
-87 171 81 0
-294 254 38 0
-84 151 -26 0
-44 -97 -258 0
177 17 -227 0
282 81 203 0
113 -233 274 0
6 58 -4 0
-150 -63 -109 0
223 -234 174 0
153 -106 279 0
-268 172 -174 0
201 -8 146 0
-212 144 -247 0
-64 -237 187 0
112 -131 -242 0
19 184 218 0
85 -43 161 0
17 -22 -99 0
-135 -155 148 0
-104 223 -143 0
45 -39 91 0
231 170 19 0
-142 203 -207 0
-225 -231 -43 0
31 -62 -263 0
288 164 259 0
134 51 -191 0
75 -152 -297 0
-247 -46 110 0
95 -65 -148 0
-105 289 -228 0
-13 -10 137 0
-179 -119 81 0
-147 71 130 0
67 70 239 0
-104 -241 50 0
-253 -128 187 0
274 207 138 0
-109 168 286 0
-4 83 -102 0
272 221 -142 0
-59 -135 48 0
-263 27 -188 0
-140 -232 -4 0
95 205 -183 0
2 210 181 0
-149 7 -280 0
16 62 -43 0
-102 -195 -144 0
-122 -71 -263 0
-231 -216 165 0
18 153 285 0
-65 -218 235 0
-129 -70 182 0
-162 244 -113 0
-141 -63 -77 0
256 113 213 0
-186 19 -132 0
193 67 -162 0
-32 -183 180 0
-230 -15 -34 0
-187 -107 -7 0
-124 208 281 0
259 116 -181 0
112 241 100 0
226 230 136 0
21 161 93 0
-102 -217 -168 0
122 -271 199 0
-279 -259 224 0
-32 -222 -94 0
4 242 -168 0
-85 -235 -87 0
-109 -131 189 0
-144 214 -123 0
160 -111 181 0
191 104 -215 0
251 -117 101 0
284 170 262 0
267 135 -81 0
158 15 227 0
223 -209 -220 0
298 34 -65 0
-276 -283 -256 0
159 282 184 0
156 300 229 0
-255 -176 292 0
-254 -91 120 0
-18 -88 -89 0
-282 69 -46 0
257 -206 -150 0
272 -288 195 0
-179 -238 -24 0
-59 30 -64 0
288 26 184 0
150 -39 13 0
-137 176 -12 0
-150 12 -37 0
-113 -236 -110 0
259 -134 194 0
225 238 253 0
28 -259 -182 0
-91 281 -202 0
227 282 -182 0
224 294 205 0
162 -174 -29 0
-152 -92 -264 0
121 -293 260 0
115 -9 -245 0
214 224 82 0
142 238 109 0
35 81 209 0
6 -65 -7 0
-73 133 164 0
17 -73 -181 0
-184 105 -221 0
-185 -183 -158 0
-154 82 11 0
-146 -204 267 0
-90 189 142 0
60 27 136 0
66 131 -281 0
-40 52 -262 0
-20 117 -288 0
288 95 298 0
