p cnf 40 160
8 -31 -28 0
31 -16 -3 0
40 -17 -10 0
-28 -17 21 0
-38 -39 -32 0
6 30 -17 0
-6 29 24 0
5 26 15 0
38 -3 28 0
18 -13 -29 0
-6 -27 -5 0
29 -33 22 0
-7 -30 -36 0
-4 12 -9 0
27 -39 -14 0
-32 12 35 0
-39 -22 25 0
5 -11 -8 0
-29 -35 13 0
27 -28 17 0
2 -15 -9 0
32 -17 -20 0
34 39 21 0
10 -31 -28 0
20 4 -28 0
-29 2 -21 0
-13 -5 2 0
-17 36 -8 0
-12 31 -10 0
18 29 16 0
-40 -27 14 0
2 -6 -35 0
14 -8 29 0
-24 6 30 0
-34 -5 -17 0
-37 -30 17 0
-38 -30 39 0
-7 37 17 0
30 5 17 0
-11 3 40 0
18 23 -25 0
27 33 -1 0
24 -27 -14 0
-37 36 21 0
-27 6 21 0
-32 34 -38 0
-4 -24 -25 0
39 -37 -29 0
-14 27 31 0
2 -5 -25 0
-12 -9 20 0
17 32 -19 0
-30 -39 22 0
-13 -1 23 0
35 -10 5 0
35 4 9 0
31 18 8 0
-24 30 -36 0
28 -39 -10 0
2 -36 34 0
-37 -40 7 0
7 25 -19 0
4 21 8 0
-27 7 14 0
-29 3 -18 0
40 -16 38 0
-31 11 -12 0
32 23 -39 0
20 -9 -34 0
34 29 -38 0
-24 12 -20 0
5 -37 17 0
36 -15 -12 0
-32 23 8 0
-15 38 21 0
-1 -16 -27 0
4 -37 38 0
1 13 3 0
-20 -38 -26 0
18 -22 35 0
-34 29 -38 0
-36 39 -33 0
-29 13 8 0
8 32 21 0
-33 -1 -36 0
7 -13 -23 0
-11 -35 34 0
28 -12 -14 0
38 29 -17 0
31 30 23 0
-10 7 -16 0
16 -38 -10 0
20 -4 21 0
33 37 -40 0
22 -14 -12 0
-29 8 35 0
-7 -33 -3 0
27 -32 -37 0
-7 30 2 0
40 -10 19 0
-40 2 17 0
-22 29 18 0
17 -29 -26 0
11 -5 18 0
13 14 21 0
-36 -22 27 0
-17 -20 14 0
20 -33 -21 0
-24 -1 -16 0
-26 -27 2 0
22 19 26 0
40 -36 38 0
-40 23 -8 0
-1 35 11 0
-2 -29 -27 0
19 -37 36 0
2 28 27 0
4 12 35 0
19 1 2 0
-7 -24 12 0
-40 38 -18 0
-36 9 -33 0
-35 1 5 0
31 -7 24 0
-36 -21 22 0
12 -7 16 0
-2 -31 6 0
-27 12 13 0
-21 -16 2 0
33 35 5 0
15 -17 16 0
37 -6 2 0
-38 20 19 0
-18 -2 28 0
39 -25 23 0
36 30 -3 0
-36 15 -17 0
-5 -36 -14 0
7 30 -15 0
2 29 38 0
7 31 36 0
34 -24 -25 0
-15 38 4 0
9 -34 -2 0
-6 13 -21 0
-36 -34 -8 0
11 12 -24 0
-17 -16 -32 0
17 -13 -21 0
-1 8 12 0
14 -32 17 0
28 23 4 0
-27 2 -19 0
2 -17 23 0
-36 21 -12 0
14 24 -12 0
-31 -28 -34 0
8 -12 31 0
-13 23 19 0
34 -5 6 0
