p cnf 50 200
33 -12 30 0
-18 17 9 0
-5 -49 41 0
2 16 46 0
26 18 7 0
34 19 46 0
42 -8 -17 0
-37 31 11 0
-50 37 7 0
48 -5 -23 0
-32 11 17 0
-2 -37 -16 0
14 -35 -47 0
15 -9 40 0
24 37 46 0
43 -37 -21 0
-48 39 44 0
-30 -5 18 0
9 49 -34 0
39 -45 -3 0
18 -22 31 0
-6 3 13 0
-45 -2 37 0
17 25 -1 0
-50 -29 -16 0
-48 -20 1 0
-4 30 -9 0
-23 44 -2 0
-1 17 24 0
41 33 -21 0
-31 -41 38 0
-32 -24 -20 0
6 -10 26 0
25 -43 -10 0
-30 26 -31 0
6 -17 14 0
34 39 -9 0
9 -49 -12 0
-45 -29 21 0
18 23 13 0
3 -43 -22 0
1 -28 33 0
-17 -45 -8 0
6 3 -19 0
45 12 4 0
32 -7 -21 0
-20 -46 -39 0
-24 -13 -43 0
36 -26 -47 0
29 6 -35 0
-33 -4 26 0
-42 -9 -46 0
22 -33 46 0
-32 -22 11 0
13 -42 -8 0
-7 -17 49 0
-26 12 37 0
-48 -18 -35 0
-4 -47 -48 0
42 15 20 0
-7 25 9 0
-39 25 -31 0
49 36 -43 0
-34 32 -43 0
-44 43 -45 0
-49 17 7 0
30 25 -43 0
-28 22 -45 0
39 -11 31 0
6 30 1 0
4 -7 8 0
-36 48 45 0
-12 -10 -40 0
-20 3 8 0
-3 26 -22 0
-29 -43 5 0
-44 36 19 0
21 24 13 0
50 -31 -24 0
-5 26 -33 0
2 -5 33 0
12 -28 14 0
-30 40 -5 0
-5 -29 -19 0
-1 -14 -45 0
27 -19 21 0
-48 41 -22 0
40 -9 17 0
36 -28 -26 0
-19 50 38 0
-38 45 7 0
6 38 -49 0
13 43 -12 0
6 -40 26 0
-38 -20 -27 0
-3 40 -4 0
-10 40 -32 0
-49 28 34 0
-13 -29 48 0
-34 4 32 0
32 30 23 0
-11 2 49 0
-50 -2 25 0
-44 -11 40 0
7 -24 -39 0
-19 -32 -50 0
47 17 -43 0
50 -12 -43 0
29 35 39 0
9 -25 -11 0
-16 49 -2 0
-6 -38 -1 0
39 26 -15 0
-46 -44 45 0
47 -3 -41 0
-43 8 40 0
-9 -29 49 0
39 50 -24 0
22 26 -11 0
13 12 -27 0
47 17 37 0
-37 9 34 0
37 9 46 0
-44 46 -50 0
47 -4 11 0
-43 49 26 0
20 -26 22 0
-32 -44 29 0
44 -18 -42 0
-27 -8 -48 0
-25 -47 -1 0
-3 13 -12 0
36 20 -28 0
-19 -50 -18 0
49 -25 11 0
10 -34 -1 0
-37 14 45 0
-2 29 27 0
-13 50 -4 0
-38 -2 -8 0
-45 -42 -10 0
16 28 -32 0
-18 -14 29 0
17 -14 4 0
-5 -40 20 0
28 45 -21 0
-49 11 -6 0
6 29 36 0
-25 -45 -13 0
23 -49 17 0
20 26 43 0
-21 8 30 0
-13 -18 8 0
-30 -47 -25 0
22 18 -32 0
42 -27 31 0
-44 35 5 0
-43 -4 -23 0
-10 1 47 0
45 41 34 0
21 -48 -35 0
-47 -46 -50 0
13 -22 31 0
-38 13 -19 0
36 -23 -1 0
-3 38 -12 0
-3 -1 47 0
-9 17 41 0
46 -28 11 0
-20 36 -32 0
43 19 -14 0
-24 35 23 0
22 15 2 0
-17 16 48 0
8 -2 36 0
-34 37 24 0
-13 -20 42 0
32 10 -27 0
-12 -14 -50 0
48 -11 -18 0
22 -2 -34 0
-49 22 16 0
-12 -42 8 0
10 43 -7 0
50 -45 47 0
-36 11 16 0
38 -49 -8 0
-15 -1 7 0
49 -37 -38 0
-39 12 -1 0
7 29 12 0
-9 18 11 0
45 -31 20 0
-45 22 -40 0
39 46 9 0
-48 5 -15 0
-29 -16 4 0
-11 -2 25 0
33 -50 -1 0
27 -9 -36 0
