p cnf 40 160
24 37 -23 0
-11 31 -22 0
26 -29 1 0
24 -12 23 0
-10 -6 -12 0
-23 2 18 0
-22 -29 -23 0
-10 -30 -8 0
15 30 17 0
16 28 -27 0
37 1 -11 0
-26 -25 -17 0
17 39 -12 0
38 -33 3 0
14 -2 8 0
-36 -22 4 0
-31 -25 20 0
-18 21 30 0
7 38 -3 0
-17 34 -33 0
26 37 -39 0
32 -6 35 0
-14 27 -5 0
3 20 28 0
-32 -4 -15 0
-4 -33 -26 0
24 30 -1 0
-11 14 40 0
24 34 19 0
12 -2 22 0
1 40 -8 0
35 5 -25 0
8 -33 -34 0
5 35 -21 0
22 21 8 0
9 -13 -26 0
19 -6 -37 0
-21 36 -5 0
-16 24 -11 0
18 -16 -4 0
18 28 -39 0
12 11 -23 0
-26 -8 31 0
-36 -31 -40 0
17 -1 -20 0
-8 -34 16 0
1 21 20 0
-36 18 -24 0
-1 -39 -38 0
28 29 24 0
-23 10 -30 0
36 17 -20 0
10 29 -8 0
17 -33 -13 0
12 -28 40 0
-27 -30 22 0
23 27 -26 0
12 19 -20 0
29 6 -36 0
18 -10 23 0
-11 -19 31 0
11 -9 -12 0
-27 13 4 0
-23 -39 -10 0
28 -2 -30 0
1 -18 12 0
17 -7 14 0
-5 36 -33 0
-13 30 32 0
30 14 24 0
27 -14 11 0
32 -26 -24 0
22 -32 9 0
-21 -2 16 0
-1 -33 3 0
15 17 -19 0
-29 -11 4 0
-7 10 -3 0
28 33 -19 0
39 -2 7 0
16 34 4 0
-11 -21 -38 0
-3 -35 11 0
3 -4 17 0
38 20 40 0
24 38 7 0
40 16 20 0
-8 19 -17 0
22 21 -30 0
23 -12 -14 0
-19 -39 -21 0
33 -27 24 0
33 -39 30 0
-25 -10 16 0
19 -28 -29 0
-4 -33 -23 0
-4 10 -9 0
-15 29 -23 0
-11 -9 -15 0
20 -17 7 0
6 15 17 0
29 -21 -5 0
-8 -3 -26 0
-8 33 -30 0
-1 -35 -21 0
-3 -40 -37 0
34 -25 -2 0
-27 4 -24 0
-9 12 31 0
16 14 17 0
22 13 7 0
6 9 -1 0
17 28 -7 0
12 13 14 0
23 -13 25 0
-29 -40 -13 0
-32 -33 -22 0
10 -37 -6 0
-17 38 -39 0
-5 17 -27 0
23 17 14 0
-20 -19 5 0
-38 -19 -2 0
-16 3 -8 0
39 -13 16 0
-31 12 10 0
-15 20 24 0
-34 1 14 0
8 -32 7 0
28 -12 9 0
-32 -13 15 0
-4 -40 -17 0
-40 -10 5 0
39 5 -12 0
-26 7 35 0
-37 15 -31 0
34 -2 30 0
-22 -33 27 0
3 -12 -22 0
3 16 -39 0
16 -4 -2 0
26 -18 -20 0
-40 -29 -10 0
26 7 -18 0
-8 -35 -10 0
-2 22 3 0
-10 -24 5 0
4 -3 -24 0
-18 8 -28 0
-12 19 -6 0
-4 7 12 0
27 9 -22 0
-9 19 -7 0
-26 -30 19 0
40 -37 28 0
-30 14 4 0
23 10 25 0
-38 -34 32 0
1 -4 35 0
20 32 -27 0
