p cnf 20 80
-20 14 19 0
-17 19 4 0
-17 -9 -20 0
-2 -10 -16 0
-12 9 3 0
18 15 6 0
-10 -9 -11 0
5 -4 16 0
-20 -12 -8 0
18 7 -19 0
-18 7 -20 0
-3 7 -18 0
-19 9 1 0
-16 -9 -15 0
-9 3 -12 0
13 4 -8 0
-9 15 -6 0
16 -14 -8 0
-4 -5 18 0
-12 -1 -18 0
17 -6 -19 0
-9 -2 12 0
19 -4 8 0
1 -19 3 0
12 -2 14 0
20 -6 19 0
15 3 17 0
5 13 -20 0
11 -10 1 0
-8 -2 -19 0
-17 -19 11 0
20 -13 -6 0
-12 -8 10 0
-7 18 -17 0
13 2 15 0
4 3 -15 0
-3 -20 -7 0
1 11 -13 0
11 10 1 0
-7 -8 -12 0
8 -7 -16 0
12 8 -6 0
-12 -6 -5 0
19 14 -17 0
-2 18 6 0
14 -10 -11 0
13 2 11 0
18 -1 -5 0
8 -13 12 0
9 13 -4 0
-2 16 -12 0
13 -17 14 0
-9 13 1 0
-5 -16 -17 0
7 20 14 0
-3 -1 -7 0
8 -6 3 0
18 -20 14 0
-20 10 -9 0
-1 18 17 0
-19 -5 -9 0
11 10 20 0
20 -17 -1 0
-8 -7 -2 0
-19 -3 10 0
-3 -15 -8 0
-3 12 -13 0
-10 -16 1 0
-14 20 12 0
-18 2 -6 0
-19 12 1 0
16 6 14 0
-20 -7 19 0
10 -13 -6 0
14 13 4 0
17 4 -19 0
-13 -4 -14 0
-1 -2 -18 0
-2 -6 17 0
-6 15 8 0
