p cnf 110 440
83 82 35 0
50 47 99 0
17 46 92 0
-49 -79 -103 0
11 -44 -89 0
-38 23 42 0
56 51 -27 0
40 -31 -10 0
35 -46 47 0
-65 90 -86 0
-40 103 -106 0
-92 98 -16 0
-45 -99 5 0
-19 29 83 0
-76 106 77 0
-97 -68 41 0
12 -45 95 0
54 90 78 0
-14 -64 66 0
-92 -46 18 0
-32 -101 -92 0
52 94 7 0
63 81 -77 0
-109 -8 -106 0
71 36 -38 0
-102 99 -58 0
55 -89 -2 0
-90 -88 11 0
-82 75 44 0
26 -47 51 0
-46 -85 24 0
-21 -5 89 0
-26 43 103 0
98 -35 27 0
-65 -81 44 0
-17 -105 30 0
-106 -69 90 0
-90 -65 -82 0
12 84 -45 0
70 -64 -4 0
60 11 -54 0
88 29 -56 0
-109 97 17 0
-44 -87 75 0
109 -23 -77 0
-78 92 8 0
49 1 46 0
-17 91 39 0
3 -66 72 0
-83 37 64 0
62 -71 94 0
9 -37 82 0
107 -59 33 0
15 43 -97 0
-83 6 106 0
-53 75 -100 0
-24 -63 -91 0
-74 64 -63 0
-93 104 88 0
-2 -90 -110 0
51 -74 107 0
4 -34 -12 0
-31 32 -81 0
-11 102 -61 0
25 -2 43 0
21 27 -39 0
20 -85 -39 0
-41 -86 95 0
-98 -92 -83 0
-32 -78 -44 0
-8 -35 -22 0
99 47 68 0
74 18 3 0
37 -14 -53 0
-34 25 92 0
-52 106 -65 0
91 31 99 0
17 -71 42 0
53 -36 -28 0
93 105 -35 0
-49 -6 -36 0
-34 -96 16 0
-27 -77 40 0
33 -18 -47 0
20 -11 -45 0
101 11 30 0
-42 108 -34 0
106 22 -79 0
-98 -89 -39 0
-91 -76 52 0
41 -47 92 0
-105 -94 -35 0
46 97 96 0
28 -57 45 0
4 94 103 0
63 -50 58 0
-6 -29 85 0
21 93 -61 0
4 94 -27 0
-86 -26 82 0
77 26 75 0
22 25 -85 0
2 -103 45 0
-37 -74 -40 0
-21 61 -16 0
-106 -108 82 0
36 17 -42 0
32 -96 70 0
-10 -52 99 0
4 37 -96 0
-27 -8 44 0
29 14 2 0
77 -30 32 0
24 68 97 0
-97 -64 -27 0
-91 73 -51 0
-9 59 -97 0
-8 -25 -58 0
-110 28 -88 0
-13 -87 71 0
100 -30 -81 0
-41 65 84 0
91 -46 61 0
103 -6 -59 0
8 -30 -12 0
29 84 -36 0
-43 -7 65 0
-90 3 91 0
102 55 77 0
21 -6 -109 0
14 59 58 0
-15 102 29 0
-42 -74 7 0
-39 -69 104 0
28 -50 79 0
-50 7 -53 0
-66 96 61 0
44 106 11 0
-102 109 -6 0
-68 21 65 0
-97 -14 18 0
-30 65 -71 0
4 -91 94 0
1 14 51 0
75 -51 99 0
16 93 51 0
-27 -82 69 0
-79 -19 -71 0
-92 18 43 0
-13 8 76 0
-42 54 -52 0
-23 -5 -32 0
-9 -77 59 0
70 13 77 0
-19 -36 -16 0
63 24 -12 0
41 -16 43 0
92 46 51 0
69 -9 -71 0
69 38 -46 0
-37 -42 -87 0
-108 61 35 0
-59 86 -49 0
72 36 -62 0
-97 -16 -56 0
51 -100 15 0
-78 -24 -101 0
82 107 29 0
79 100 -71 0
-8 -85 -77 0
-14 -67 -46 0
5 98 12 0
-95 68 32 0
-87 -37 63 0
36 60 -8 0
87 100 -101 0
-8 24 1 0
-15 -60 -92 0
84 106 -77 0
48 -61 53 0
-65 -20 5 0
-22 -89 48 0
12 -48 -8 0
-68 30 -32 0
-12 39 -49 0
3 -52 -32 0
-74 109 -71 0
4 82 -60 0
55 43 -80 0
-11 58 68 0
71 -84 24 0
110 73 12 0
19 89 -40 0
-11 -55 109 0
-59 89 -57 0
-44 -48 72 0
37 99 1 0
-32 56 -51 0
-90 11 -45 0
-31 18 41 0
29 -66 -7 0
36 29 -42 0
-23 22 -56 0
-37 64 -110 0
99 33 -13 0
54 21 48 0
77 69 -106 0
-109 -46 -2 0
-24 -26 85 0
-17 72 -11 0
-54 -57 -47 0
-32 9 92 0
-32 -106 -84 0
1 76 -57 0
67 -55 -107 0
-40 32 -81 0
77 75 7 0
73 -48 -43 0
-14 51 2 0
38 88 103 0
-40 -50 9 0
-28 -87 -16 0
44 -94 33 0
66 -81 17 0
-39 -20 -92 0
-74 -86 24 0
-7 1 85 0
49 -10 -41 0
32 -20 2 0
-58 105 -30 0
21 40 -90 0
64 -46 -52 0
-96 -11 -63 0
80 89 71 0
-41 -104 27 0
-53 -100 -59 0
45 -106 -50 0
41 78 72 0
34 99 -46 0
75 -76 52 0
66 14 86 0
-66 -16 41 0
82 31 106 0
53 7 56 0
-31 -69 62 0
31 47 -72 0
-47 84 -19 0
-16 -1 13 0
-13 40 38 0
3 -46 106 0
-55 -14 43 0
97 -43 -41 0
-57 25 77 0
26 34 39 0
91 70 86 0
-24 -65 105 0
-96 87 -92 0
105 -89 -69 0
98 -75 91 0
-65 86 29 0
22 -107 -63 0
15 -13 49 0
-92 -5 -105 0
57 -99 19 0
66 13 -39 0
-76 -25 -10 0
62 -108 -99 0
41 -22 -81 0
-50 13 -48 0
90 46 86 0
-76 -8 -13 0
9 14 -12 0
-94 13 30 0
-104 10 49 0
79 -34 -62 0
30 102 59 0
27 95 -46 0
-84 -22 -8 0
11 -62 92 0
-51 -1 -48 0
25 21 -87 0
104 9 -16 0
58 79 65 0
-27 -13 21 0
-72 96 102 0
-1 -59 -11 0
-20 -4 48 0
66 71 -101 0
-40 76 93 0
22 89 -70 0
-109 68 86 0
14 30 72 0
51 3 -40 0
75 65 71 0
-33 -58 90 0
-11 -86 -8 0
-88 98 12 0
57 -59 5 0
-94 -41 -52 0
69 -25 46 0
-79 93 -4 0
-66 -6 -9 0
-103 97 7 0
-8 -98 -69 0
30 97 -17 0
-53 28 -4 0
53 70 -47 0
28 13 -105 0
3 79 74 0
63 95 81 0
12 27 74 0
43 73 -48 0
12 63 -62 0
-17 34 97 0
63 31 -29 0
90 -40 52 0
53 -61 69 0
40 47 -78 0
91 -105 -78 0
94 71 52 0
99 70 -11 0
31 78 52 0
-63 90 -14 0
-40 83 -92 0
56 -55 -90 0
-46 -68 38 0
31 -5 -64 0
-7 78 58 0
-18 32 -109 0
-49 -110 -95 0
41 37 74 0
49 93 -68 0
26 -90 -31 0
71 88 52 0
48 -92 -27 0
16 45 -17 0
-72 54 16 0
67 -27 -95 0
49 -48 -31 0
-95 68 -21 0
-90 -52 78 0
77 86 22 0
-61 12 -90 0
86 90 -14 0
-19 -4 -67 0
25 -50 27 0
-37 57 55 0
91 96 28 0
-36 -7 59 0
-47 -89 -60 0
-48 27 -36 0
45 -97 54 0
56 57 -20 0
-41 -23 -62 0
81 -74 63 0
-10 -74 50 0
77 -109 100 0
-66 86 -92 0
-69 93 74 0
-103 -84 8 0
-64 -10 96 0
110 -16 -98 0
91 24 38 0
104 27 -61 0
-19 -7 -52 0
2 32 47 0
1 -10 -85 0
62 -24 22 0
22 31 -32 0
-12 -77 -58 0
-74 38 43 0
-53 104 -32 0
-33 75 -42 0
-90 84 47 0
-95 84 86 0
8 -44 50 0
29 -52 55 0
-29 26 -10 0
-37 -69 88 0
-96 -34 48 0
7 -58 -74 0
41 -62 -98 0
-85 -16 31 0
-28 -71 -88 0
-33 -94 -6 0
48 60 36 0
75 -57 -32 0
-5 -102 90 0
-20 63 -35 0
2 88 65 0
15 -79 13 0
29 12 87 0
61 91 -85 0
-47 -9 -58 0
82 41 43 0
83 81 -105 0
98 -1 40 0
84 -42 -57 0
-65 -94 35 0
89 -31 -38 0
56 -61 -35 0
-92 -11 21 0
-43 -14 -99 0
-74 105 32 0
29 -50 71 0
63 71 58 0
42 -59 -64 0
76 -4 12 0
-22 60 73 0
61 33 91 0
61 93 29 0
100 80 -54 0
58 70 13 0
26 55 25 0
108 49 -59 0
64 -3 4 0
-19 102 -40 0
104 80 89 0
-34 -16 -63 0
-79 -99 21 0
88 -30 -104 0
-53 -68 -15 0
-63 -68 -3 0
13 -24 29 0
-42 9 -56 0
51 19 -54 0
-45 108 82 0
-84 -104 39 0
-61 -5 54 0
34 72 99 0
45 91 8 0
-7 72 -29 0
-31 -51 -16 0
-61 31 93 0
-30 -42 100 0
-49 68 29 0
-104 34 -54 0
-41 105 108 0
-70 86 -97 0
-47 -16 90 0
