p cnf 50 200
29 12 17 0
-34 -35 -38 0
23 -20 8 0
-47 -31 22 0
-40 49 15 0
23 18 -44 0
-24 35 -2 0
20 -32 28 0
38 -29 -35 0
-29 -32 -11 0
18 43 23 0
-20 -18 7 0
29 -44 -16 0
1 -29 35 0
-50 -13 22 0
48 6 31 0
4 -13 -34 0
40 27 -26 0
2 1 -37 0
3 23 20 0
-32 -41 -10 0
22 49 32 0
32 -26 -10 0
40 8 49 0
-47 40 17 0
13 -17 -6 0
-3 -2 -18 0
10 44 12 0
-13 -18 -48 0
-39 13 -27 0
5 24 21 0
24 27 -10 0
-12 48 -5 0
-13 15 -38 0
-45 -8 6 0
39 -27 34 0
45 -24 37 0
20 -6 -5 0
-33 31 48 0
-10 46 -3 0
6 -16 -49 0
2 -6 46 0
-48 -45 50 0
49 37 14 0
-9 -3 -13 0
33 -22 -11 0
48 -32 40 0
-43 -23 6 0
-47 40 3 0
-41 15 40 0
2 -32 40 0
-47 6 40 0
8 -34 -22 0
-5 46 3 0
-2 13 -42 0
-47 26 -17 0
22 -3 46 0
-23 27 36 0
48 -21 38 0
44 22 -9 0
10 7 32 0
1 40 31 0
49 -39 14 0
-27 16 3 0
24 -44 4 0
-9 6 49 0
41 44 5 0
-17 31 -30 0
-31 -4 -7 0
-49 -6 -26 0
45 -23 -50 0
40 -21 22 0
11 32 48 0
35 -20 -26 0
-50 -7 19 0
-17 39 -18 0
5 -33 -9 0
-23 -42 -2 0
-50 -20 47 0
2 -25 -37 0
34 -31 25 0
5 -23 -19 0
47 23 17 0
-18 -47 42 0
-7 1 14 0
23 46 49 0
45 8 1 0
-2 23 -39 0
1 6 -47 0
45 -41 36 0
-35 4 15 0
-5 -6 -30 0
-40 7 -10 0
2 5 12 0
-5 -7 6 0
-2 -6 24 0
10 -34 40 0
25 50 44 0
29 23 -3 0
-37 43 5 0
-36 -42 -14 0
14 43 41 0
-13 14 -49 0
23 -5 13 0
31 15 41 0
25 -28 -21 0
30 -17 -32 0
5 24 -8 0
-28 -3 -25 0
42 13 -31 0
28 33 20 0
47 -39 23 0
-20 -18 1 0
-20 7 14 0
37 -39 -15 0
-6 24 -49 0
-45 -47 8 0
6 50 -25 0
1 33 19 0
-44 3 -8 0
-3 -12 5 0
-26 5 -33 0
42 43 -14 0
-46 -16 -24 0
-25 40 -3 0
-47 13 -37 0
17 -18 -35 0
-38 40 -22 0
1 20 -48 0
-49 -14 1 0
-40 23 -8 0
22 23 50 0
43 35 -20 0
-37 24 -36 0
3 45 29 0
32 -46 -23 0
17 -31 37 0
-47 18 -14 0
-39 -10 47 0
12 29 -13 0
-12 -23 6 0
35 -8 40 0
22 -7 33 0
-43 5 44 0
42 36 -35 0
-47 -32 14 0
46 40 25 0
41 -50 33 0
-45 50 12 0
40 -12 -41 0
-49 -29 13 0
-15 -30 35 0
-37 -21 -18 0
-32 -18 49 0
-24 13 22 0
45 29 37 0
50 46 41 0
-50 16 -15 0
40 -21 30 0
30 -37 -40 0
48 -33 -10 0
18 19 -39 0
45 38 -14 0
-45 1 13 0
35 -36 -37 0
34 13 -12 0
-34 -33 -47 0
14 13 3 0
6 33 13 0
-43 37 -20 0
-6 12 -18 0
42 6 -2 0
-20 13 -49 0
32 25 -7 0
-34 9 25 0
-18 45 -19 0
47 6 30 0
24 -19 11 0
-20 -21 -5 0
-33 16 48 0
-33 -23 13 0
26 10 -20 0
-5 -33 21 0
33 30 20 0
9 -49 -8 0
9 40 21 0
-35 -44 -29 0
-10 13 -38 0
38 -27 -26 0
4 -50 -10 0
-48 -2 -3 0
-43 22 33 0
-4 -37 -39 0
-2 -47 24 0
50 -28 -21 0
3 -40 -44 0
-35 37 17 0
-26 -43 -1 0
-27 28 -25 0
-25 -36 -6 0
