p cnf 60 240
30 35 -38 0
-46 -36 -37 0
-58 23 -34 0
-53 -54 -52 0
-30 58 19 0
59 -40 -12 0
31 -2 45 0
-15 23 -17 0
-58 45 38 0
18 -26 20 0
-3 -54 -24 0
-24 4 50 0
-26 -16 -46 0
-18 33 12 0
18 -19 15 0
-56 55 9 0
50 52 8 0
16 -51 -25 0
2 39 -15 0
29 37 54 0
-8 18 45 0
4 25 42 0
12 -41 -5 0
26 55 30 0
-2 20 -46 0
2 54 -3 0
-5 -18 19 0
51 -48 -15 0
-49 54 46 0
59 -24 -41 0
42 46 17 0
56 11 -26 0
25 38 56 0
-49 22 -17 0
26 36 -14 0
-14 41 -13 0
-34 10 59 0
47 -32 44 0
-29 -34 3 0
-9 5 -56 0
-28 -47 -35 0
-54 58 -21 0
-45 35 -37 0
-40 49 -44 0
-60 -21 -45 0
6 41 7 0
-15 54 -2 0
-45 -46 -6 0
-32 -44 -51 0
-40 -56 -31 0
50 10 -5 0
51 42 -58 0
40 26 22 0
43 -18 38 0
-26 -54 -18 0
52 -31 42 0
10 -7 56 0
50 -43 9 0
3 -41 -10 0
-8 -27 -51 0
21 -58 45 0
57 34 15 0
30 -38 19 0
60 -31 -25 0
-57 55 -58 0
-60 47 -2 0
-2 26 3 0
-46 -16 -10 0
34 -48 -41 0
-13 -7 -30 0
-37 20 -53 0
-27 -44 4 0
17 -16 56 0
11 22 -46 0
-32 47 4 0
-9 -59 46 0
34 27 52 0
9 3 -11 0
11 10 -51 0
-52 -59 -51 0
2 -14 29 0
-50 -35 -57 0
43 -53 41 0
-50 -27 -20 0
-2 -40 -31 0
11 -25 18 0
24 -21 -30 0
8 -7 -10 0
49 41 33 0
48 29 55 0
-4 53 9 0
-43 -1 -57 0
14 8 21 0
-56 47 8 0
10 -39 -56 0
-36 20 60 0
-39 -42 11 0
29 -27 1 0
36 57 54 0
-20 8 29 0
9 -28 21 0
-22 -37 5 0
46 -13 -32 0
-25 48 -22 0
49 -50 -48 0
20 -13 28 0
23 -28 -34 0
18 -32 15 0
-55 -46 -39 0
-24 60 -53 0
-38 -8 -47 0
-32 -23 18 0
3 36 8 0
2 -39 -30 0
56 59 -38 0
-29 -56 28 0
-51 -13 -15 0
-56 -38 -29 0
59 44 11 0
45 -54 -32 0
40 9 29 0
7 -41 6 0
41 -26 58 0
-13 45 32 0
20 -11 -1 0
-42 16 9 0
56 -38 42 0
55 -20 -26 0
-13 -37 -36 0
-2 38 12 0
8 -13 -50 0
42 -40 -30 0
49 16 12 0
-6 -7 -8 0
14 31 -29 0
-50 -24 -45 0
15 33 -29 0
12 -29 -18 0
10 -1 51 0
45 59 -26 0
36 24 32 0
43 -22 40 0
17 19 37 0
-60 -2 27 0
-38 -12 39 0
-19 -29 -2 0
-7 40 -10 0
-44 -15 -33 0
-23 -33 -59 0
59 -20 16 0
41 30 55 0
-19 15 48 0
37 -34 -33 0
44 -49 -58 0
55 -29 -54 0
-53 35 -24 0
43 53 -36 0
24 -32 2 0
-55 30 43 0
-29 5 11 0
31 -49 -18 0
26 -46 58 0
52 21 -16 0
-56 45 -2 0
43 19 24 0
60 31 -59 0
7 11 51 0
57 -49 -6 0
-37 19 7 0
49 45 5 0
60 -7 59 0
13 58 56 0
-5 49 -32 0
1 -22 6 0
-7 -44 37 0
-13 -51 44 0
16 39 53 0
52 -45 17 0
-44 2 -19 0
24 -25 44 0
-3 45 59 0
44 56 48 0
7 48 -31 0
20 -32 27 0
-51 18 60 0
41 -12 46 0
-47 -22 -12 0
-4 -32 -36 0
-59 -9 48 0
-22 -2 -11 0
35 -43 -52 0
13 -2 11 0
47 -18 43 0
-27 -25 -44 0
7 43 -9 0
40 6 55 0
-44 -1 60 0
-27 -39 -32 0
50 -23 43 0
14 -46 37 0
-47 -44 18 0
2 31 56 0
-9 -2 29 0
45 -22 -24 0
24 -7 11 0
35 38 23 0
25 -3 -58 0
-25 -28 -26 0
-25 37 -33 0
3 49 -46 0
58 46 8 0
-55 -11 -35 0
-20 28 -40 0
51 -29 -24 0
25 -60 36 0
38 53 -27 0
54 -4 -42 0
25 -21 31 0
59 -60 41 0
-8 3 -30 0
-39 -56 -16 0
17 -30 -19 0
50 45 26 0
45 59 20 0
4 47 -14 0
52 -49 23 0
43 50 40 0
54 34 24 0
-35 41 -22 0
3 40 1 0
-6 25 11 0
-56 5 1 0
49 -22 -55 0
25 -52 -50 0
-20 -25 8 0
50 -15 60 0
-47 -18 -49 0
35 18 33 0
25 26 28 0
51 -12 5 0
