p cnf 50 200
-31 29 -49 0
-29 -47 -35 0
-36 -17 -3 0
15 42 28 0
-17 13 11 0
26 29 -32 0
8 -28 46 0
-4 19 23 0
-37 36 44 0
-12 9 33 0
15 -2 20 0
-24 -1 -16 0
41 -5 -14 0
-4 23 -20 0
-45 -14 48 0
33 -10 37 0
17 41 -42 0
-18 3 41 0
41 -27 -24 0
12 39 -30 0
-45 -5 -44 0
2 24 -9 0
46 16 -15 0
21 -47 41 0
-22 -30 23 0
-3 21 -42 0
7 11 19 0
6 1 -19 0
27 -41 5 0
-13 -28 42 0
50 -1 -38 0
-26 6 -47 0
2 -27 -1 0
-30 40 -18 0
-43 -8 11 0
19 49 45 0
-26 -36 -40 0
50 21 2 0
6 -33 -32 0
1 -31 -2 0
6 -5 -44 0
47 40 -22 0
14 28 11 0
-22 -35 34 0
-9 43 30 0
-16 -31 -30 0
-6 -35 23 0
-43 10 -34 0
1 26 30 0
-22 39 -25 0
-10 40 -18 0
34 -38 43 0
-39 -18 48 0
-49 34 8 0
-39 -7 -25 0
-37 -43 -23 0
-43 -41 12 0
18 24 45 0
13 -42 -33 0
-3 13 47 0
37 -48 4 0
-33 -10 -19 0
22 46 35 0
-40 -5 2 0
23 12 2 0
-8 43 -47 0
-2 36 19 0
15 -35 13 0
-34 -39 -6 0
-1 30 31 0
-14 -15 -43 0
-13 -27 38 0
7 19 20 0
25 12 -43 0
-40 18 -46 0
-50 20 -24 0
46 -5 -23 0
-4 8 -19 0
4 7 17 0
4 -33 28 0
-29 -5 -7 0
28 -27 -43 0
-15 -33 -20 0
15 -20 -23 0
-34 -30 15 0
-50 11 20 0
24 47 19 0
45 27 -10 0
-31 16 -5 0
2 31 26 0
47 -21 27 0
-13 33 8 0
2 27 20 0
12 -48 27 0
-6 33 7 0
34 -14 -7 0
-13 24 -50 0
42 6 -30 0
-5 -3 -18 0
7 39 33 0
-3 35 -4 0
10 15 38 0
-6 2 -29 0
28 38 40 0
-18 33 -41 0
-34 20 25 0
-44 -33 -35 0
-13 -47 18 0
-16 -3 -43 0
42 25 -37 0
15 6 -4 0
29 25 14 0
-48 -20 39 0
44 39 20 0
36 -24 38 0
-13 -26 29 0
-15 17 -41 0
7 14 29 0
-29 32 -27 0
-13 -30 -40 0
-41 -46 1 0
-14 -46 21 0
-42 -18 -49 0
38 48 41 0
46 49 13 0
41 9 -32 0
-35 -22 12 0
-39 -25 16 0
-39 9 -17 0
25 48 -35 0
23 -7 -10 0
-33 19 44 0
-36 -33 40 0
4 -48 22 0
-19 -24 -13 0
-31 25 -22 0
12 -37 32 0
10 -45 33 0
-44 3 -26 0
-7 18 17 0
-28 27 23 0
-47 46 43 0
11 -24 -48 0
41 7 -5 0
9 -50 -49 0
-44 4 -41 0
-12 -46 -11 0
-28 25 -8 0
49 -36 3 0
-37 39 38 0
-49 -32 -4 0
34 10 27 0
18 23 -22 0
10 13 7 0
20 29 -21 0
34 29 36 0
48 5 10 0
15 34 -31 0
-9 -15 -6 0
-14 47 4 0
47 36 34 0
32 -34 -50 0
-8 -44 43 0
-16 -37 -2 0
-40 -48 14 0
28 -11 -29 0
-18 -36 -20 0
-44 45 -30 0
35 -39 45 0
46 -37 2 0
35 26 -27 0
41 26 46 0
18 -24 17 0
-32 -44 -25 0
3 -2 20 0
-4 45 -37 0
-31 -35 -46 0
24 -1 -21 0
-19 -5 37 0
-16 6 -49 0
-33 18 1 0
42 3 -4 0
23 -7 3 0
-12 -45 -33 0
-38 3 10 0
-41 -20 -40 0
50 41 -25 0
-31 -50 48 0
-29 27 -50 0
-4 -27 -19 0
30 -22 -43 0
-35 1 -27 0
-48 -12 41 0
-18 32 35 0
-46 -24 26 0
-7 30 -11 0
-49 44 -41 0
-45 27 11 0
-4 -17 27 0
-9 -42 2 0
