p cnf 30 120
-20 1 -29 0
20 -7 1 0
10 -21 20 0
28 22 -11 0
27 19 -4 0
14 -22 -10 0
10 21 -15 0
6 -16 1 0
-27 14 13 0
-13 -11 -4 0
26 -20 5 0
-27 6 -26 0
20 -19 -18 0
-8 -4 -13 0
2 -25 -28 0
21 -10 20 0
14 11 -7 0
25 -14 9 0
20 29 27 0
17 27 -11 0
6 -29 -26 0
-5 8 -26 0
27 23 -8 0
10 2 -21 0
15 -1 7 0
6 10 -7 0
-14 5 24 0
-1 10 -23 0
-10 -15 -14 0
22 18 -10 0
-21 18 -22 0
15 -22 -28 0
17 5 9 0
-28 1 6 0
25 28 -14 0
9 -18 17 0
-17 24 -5 0
-23 30 27 0
25 8 -27 0
30 4 -7 0
-18 3 -16 0
-8 2 23 0
8 24 10 0
21 -29 -20 0
-11 -6 15 0
15 -21 9 0
7 -15 -4 0
21 -17 6 0
13 24 -19 0
1 19 16 0
4 -8 -2 0
30 12 29 0
-29 19 28 0
7 6 -9 0
25 -20 -4 0
4 18 -6 0
27 30 -16 0
-12 11 1 0
9 -10 -27 0
12 -10 -14 0
4 29 -23 0
-20 -3 13 0
30 -23 -24 0
-7 27 16 0
-18 9 -27 0
-1 -26 -15 0
16 29 -7 0
-17 27 9 0
15 12 25 0
-26 28 -21 0
-4 -8 -6 0
-4 -5 -8 0
15 16 9 0
28 -9 4 0
19 12 20 0
-16 30 -23 0
28 23 -14 0
-30 16 -14 0
-6 -8 15 0
-24 -4 25 0
21 11 17 0
-12 8 23 0
-1 -20 -23 0
-27 8 -11 0
12 5 -6 0
-12 -18 -19 0
-11 -4 9 0
12 24 2 0
-17 24 25 0
-26 4 9 0
3 24 -18 0
21 4 -2 0
15 10 -5 0
6 -15 -22 0
-15 -20 -4 0
17 -6 -7 0
-11 20 29 0
-23 25 -24 0
26 -13 -14 0
-30 -7 -28 0
30 2 -19 0
-23 9 -14 0
28 18 -12 0
-8 -21 6 0
-25 -2 1 0
26 12 2 0
7 19 -16 0
-8 23 21 0
19 8 14 0
30 19 -14 0
26 -1 22 0
23 30 27 0
-20 -6 -29 0
10 29 -11 0
26 -16 -19 0
-13 5 28 0
-29 -22 2 0
-27 -28 -18 0
14 3 18 0
7 -18 -29 0
