p cnf 250 1000
-214 -159 229 0
-55 -1 124 0
177 197 -92 0
171 223 -26 0
32 72 215 0
202 34 236 0
215 74 130 0
224 189 -124 0
45 165 149 0
-41 -111 -234 0
-186 181 -17 0
-175 -155 -223 0
55 5 -227 0
-227 143 -140 0
-215 220 -223 0
-213 57 112 0
89 148 -156 0
239 -160 -182 0
65 -229 -83 0
-216 -217 118 0
63 170 25 0
176 -108 -194 0
148 -197 175 0
204 -15 218 0
-237 -230 114 0
-30 -173 -127 0
29 38 230 0
-209 41 -48 0
-146 -69 -45 0
64 145 -239 0
82 -3 -132 0
-142 -194 -90 0
-131 -187 -248 0
209 -141 72 0
56 -67 90 0
69 -129 64 0
199 71 -216 0
161 61 -158 0
215 -161 184 0
8 127 156 0
112 131 -119 0
178 106 -181 0
95 -217 -94 0
-167 235 119 0
157 81 212 0
-30 9 -209 0
-227 -98 31 0
-120 119 -185 0
24 -226 -56 0
-208 -221 -18 0
-80 -19 81 0
-177 65 172 0
-155 231 38 0
146 216 -20 0
-56 -77 -31 0
-241 -37 125 0
13 -52 -138 0
52 189 -125 0
-60 115 -41 0
-17 91 23 0
23 226 -215 0
-16 -50 85 0
231 -134 -151 0
-158 149 -246 0
222 -87 89 0
-75 132 -179 0
-48 -110 -23 0
215 -137 250 0
-34 181 244 0
158 -154 -244 0
-110 14 74 0
-122 239 160 0
-172 63 -49 0
121 -193 -209 0
-201 -115 71 0
-151 182 23 0
-139 10 -181 0
-205 197 -185 0
-48 -82 133 0
-78 43 -19 0
-245 218 -97 0
-50 114 -52 0
183 11 -189 0
-190 203 27 0
190 75 -207 0
75 -2 86 0
224 132 153 0
-174 -97 234 0
222 210 -113 0
-94 72 48 0
67 -174 216 0
-39 -17 51 0
168 13 123 0
228 -238 -150 0
111 -152 -8 0
8 -120 82 0
60 112 147 0
-98 19 -101 0
-16 141 27 0
-233 176 88 0
-71 -194 -199 0
-221 70 -154 0
41 112 -237 0
-180 -185 190 0
-79 -246 -147 0
247 -213 142 0
-9 -245 -121 0
170 73 220 0
245 -101 93 0
-221 222 -110 0
-121 -103 -248 0
-163 20 -39 0
158 -176 161 0
-220 -94 -84 0
77 16 -227 0
-132 72 2 0
-93 -174 -140 0
133 203 -221 0
84 -188 -34 0
88 -171 4 0
-77 169 -198 0
-205 -184 -106 0
40 -137 23 0
-232 21 177 0
60 18 -185 0
126 48 -164 0
124 188 -183 0
141 87 18 0
-200 233 104 0
41 -141 61 0
82 144 -100 0
69 10 91 0
60 -156 2 0
139 56 -203 0
120 187 35 0
-32 -230 -250 0
98 103 -161 0
-165 57 163 0
-111 74 -85 0
-159 -144 -192 0
122 37 -34 0
-219 172 189 0
-47 -43 -174 0
77 155 -89 0
171 -119 -13 0
77 141 -124 0
-191 178 -70 0
44 -133 -187 0
-69 -72 197 0
-124 71 184 0
-71 -35 187 0
-38 -1 -79 0
-107 -170 -129 0
201 232 -35 0
171 233 195 0
-98 216 90 0
-249 -80 -20 0
53 92 231 0
-146 -48 -224 0
90 -124 174 0
72 158 -12 0
226 68 -118 0
212 -200 84 0
-210 187 -219 0
187 -105 191 0
-36 221 -15 0
-185 -21 140 0
88 234 210 0
-20 141 -96 0
-50 -211 98 0
211 232 190 0
31 42 118 0
148 -97 47 0
-240 55 -250 0
159 165 -56 0
-237 54 -227 0
-164 62 -206 0
-163 -79 -32 0
82 35 -74 0
211 -31 243 0
-139 -125 157 0
-28 -109 -88 0
-202 192 40 0
-63 -183 -162 0
-63 60 -86 0
1 -151 -171 0
-161 219 -93 0
-31 10 -83 0
-82 -26 22 0
-186 -94 105 0
131 66 -111 0
-19 -197 220 0
-201 89 248 0
-154 -155 176 0
-132 -50 184 0
80 -214 -46 0
241 32 -133 0
-49 -90 60 0
-139 -145 189 0
-9 107 250 0
-121 245 77 0
27 -152 -172 0
-148 221 17 0
-164 212 125 0
-176 -145 28 0
230 219 55 0
-91 196 -86 0
-194 -192 18 0
242 -216 12 0
-67 19 108 0
155 -221 -42 0
61 176 228 0
-147 -146 121 0
-78 217 -14 0
-223 249 213 0
178 81 75 0
179 233 -125 0
-215 177 -198 0
145 -204 -7 0
170 191 163 0
-248 -184 228 0
101 -74 34 0
-27 58 -234 0
-40 245 84 0
-201 59 151 0
241 64 -2 0
237 28 -1 0
-3 -152 -183 0
-242 101 -108 0
-104 8 -39 0
-244 -126 -209 0
198 2 -118 0
208 -189 -15 0
190 112 -24 0
-227 -1 -2 0
-136 113 -85 0
-99 -79 -190 0
-66 -119 109 0
137 -230 26 0
165 11 -143 0
86 73 72 0
197 -43 -39 0
-146 70 83 0
-146 12 39 0
20 -155 -7 0
38 2 6 0
242 111 67 0
-169 -180 7 0
-14 -182 -6 0
231 243 47 0
-58 -203 -132 0
-94 -132 -80 0
-39 104 218 0
-195 -28 -111 0
142 2 -111 0
-95 47 50 0
-173 -84 154 0
-82 -137 -148 0
-36 -178 -163 0
-236 -21 164 0
69 -173 -131 0
-242 89 169 0
-80 64 -85 0
105 -159 244 0
-85 -249 161 0
-130 -164 -29 0
102 243 207 0
66 -191 -225 0
-103 230 -29 0
-99 159 59 0
-201 -172 103 0
-64 28 -240 0
-2 -128 -225 0
126 124 -6 0
-110 -121 -185 0
-167 49 20 0
-241 4 72 0
139 -218 186 0
-202 228 -230 0
136 94 -23 0
63 112 165 0
69 -146 -62 0
-111 31 -53 0
250 26 -56 0
180 14 201 0
184 230 -62 0
190 216 58 0
219 40 -246 0
31 -81 -40 0
110 -245 -203 0
206 -194 -179 0
209 177 191 0
-244 212 162 0
158 -130 232 0
153 -54 -155 0
-135 -4 204 0
152 158 -214 0
233 250 -222 0
77 -89 -199 0
9 -61 125 0
-95 75 8 0
-194 250 -177 0
40 -222 -219 0
-192 -2 -93 0
21 -34 163 0
-98 -223 129 0
-221 -243 37 0
-32 -184 209 0
-225 -50 70 0
-242 66 228 0
213 -237 -153 0
165 -168 -144 0
-55 62 147 0
102 218 -235 0
-200 172 113 0
-71 -79 228 0
-192 246 137 0
-43 -37 56 0
156 -40 37 0
-76 74 56 0
-212 12 130 0
163 239 -30 0
64 -25 -90 0
11 156 161 0
211 150 175 0
195 82 -32 0
144 119 -170 0
50 29 -137 0
78 159 -206 0
202 -182 -204 0
215 158 -209 0
76 -48 -250 0
-39 129 47 0
-113 -228 -97 0
-147 13 63 0
109 172 -179 0
50 -233 39 0
-16 202 26 0
163 178 -129 0
-100 -175 59 0
-88 79 -105 0
143 -1 -241 0
37 45 -129 0
71 -133 80 0
3 151 17 0
-208 213 -155 0
150 -57 -19 0
-77 -83 244 0
-67 -2 -86 0
-11 193 -227 0
-246 -20 -164 0
-139 2 94 0
-31 176 -172 0
88 162 -124 0
173 -31 -68 0
-187 -242 205 0
-238 -174 163 0
-18 42 150 0
167 -154 249 0
