p cnf 100 400
81 28 19 0
74 -41 -38 0
-43 -34 87 0
68 73 -29 0
-77 29 -35 0
81 37 -46 0
-96 90 12 0
-1 2 -31 0
28 -49 -16 0
-97 79 67 0
48 -57 -75 0
-68 52 -16 0
-92 18 -19 0
-85 20 -15 0
-54 2 76 0
20 46 -78 0
-64 66 -68 0
47 -26 96 0
-7 -37 -43 0
47 37 52 0
-98 73 -88 0
94 -65 -48 0
-71 13 -82 0
64 72 -25 0
-75 48 -30 0
34 -27 -60 0
94 96 -95 0
-72 76 44 0
-79 -72 -82 0
73 62 33 0
-59 68 -37 0
-98 -34 32 0
90 39 48 0
86 22 93 0
-51 38 -84 0
-82 97 -3 0
-56 76 -34 0
42 66 91 0
-40 52 -16 0
-35 -90 73 0
8 -55 38 0
80 -53 44 0
-7 44 87 0
-79 1 -37 0
22 72 23 0
70 -6 -15 0
82 60 57 0
-31 57 7 0
70 -45 -83 0
99 19 53 0
-78 -77 25 0
5 48 43 0
-51 32 -29 0
89 61 43 0
-9 93 -49 0
-12 -39 97 0
-58 29 39 0
-51 34 76 0
10 67 -65 0
-98 -40 -86 0
43 -27 -95 0
30 -28 88 0
88 19 85 0
-14 -99 -20 0
-80 -1 29 0
-49 -98 -48 0
-100 52 64 0
-75 12 -100 0
-97 10 -72 0
-41 24 75 0
55 65 -71 0
-30 49 -37 0
-85 -53 -40 0
-41 39 -3 0
33 -91 86 0
67 -32 -54 0
-94 54 -90 0
40 90 94 0
80 62 29 0
25 7 45 0
41 -84 -94 0
-53 28 48 0
-22 -40 56 0
97 46 -49 0
84 -23 16 0
-43 -83 12 0
2 -44 54 0
-6 -80 67 0
45 -36 -51 0
-89 32 -4 0
84 9 -94 0
21 36 18 0
39 -7 4 0
-10 68 73 0
30 68 5 0
97 -26 60 0
11 87 -56 0
-42 -31 -25 0
-43 88 37 0
-36 24 -2 0
-11 64 -20 0
85 -17 -11 0
-87 89 66 0
14 73 -47 0
60 14 21 0
35 -25 51 0
85 96 -91 0
1 -93 69 0
31 -56 78 0
-38 -12 5 0
41 53 -22 0
-41 48 80 0
11 -21 -5 0
79 -90 40 0
-74 93 6 0
-2 22 -51 0
-1 -24 -73 0
70 -6 84 0
-33 73 -12 0
16 -79 58 0
-38 89 -42 0
40 78 24 0
82 96 46 0
58 37 -93 0
8 94 80 0
-44 55 6 0
-49 -34 -42 0
-7 -14 83 0
44 13 73 0
96 -5 -99 0
-15 79 52 0
-56 -53 -44 0
3 34 31 0
25 77 27 0
-1 -73 -49 0
-1 -82 21 0
78 -75 -86 0
60 84 -65 0
-23 -80 47 0
-58 -10 6 0
-75 -65 -67 0
-35 -92 40 0
65 -48 -27 0
85 45 41 0
15 -41 43 0
61 99 45 0
-51 -83 42 0
20 73 -45 0
76 88 99 0
-23 -17 -74 0
-66 76 51 0
35 83 -10 0
-14 20 -70 0
4 1 48 0
82 20 64 0
-80 100 -73 0
-72 -42 -4 0
-11 -14 -29 0
-73 -83 50 0
90 2 14 0
70 -48 -38 0
-31 21 -81 0
58 -11 -81 0
-70 -5 -65 0
32 -64 31 0
27 40 -33 0
-3 -69 28 0
-77 -13 50 0
-91 27 11 0
34 -29 47 0
33 -68 -34 0
-21 -10 71 0
-94 10 -41 0
25 83 37 0
-37 68 -8 0
69 38 -13 0
28 83 36 0
-23 -14 64 0
29 -55 36 0
-70 -44 79 0
-77 -86 -53 0
41 12 79 0
-38 -94 -90 0
32 -29 82 0
9 -99 19 0
-75 90 -50 0
-11 -63 -67 0
-44 -19 46 0
62 72 36 0
-97 -86 -50 0
78 -7 43 0
-61 26 91 0
-19 -82 -21 0
-1 -41 -33 0
-96 50 -21 0
76 92 5 0
17 64 -28 0
-31 -96 -68 0
-12 -15 67 0
77 33 -57 0
54 70 12 0
-92 62 -31 0
80 -38 31 0
7 -87 -80 0
-61 8 92 0
51 -22 -76 0
-57 81 -68 0
33 83 79 0
-34 12 85 0
23 77 -38 0
48 82 -61 0
-33 -94 -88 0
-17 81 32 0
-71 58 6 0
-86 39 60 0
61 65 74 0
60 -87 79 0
-98 99 -54 0
-90 -84 79 0
70 43 40 0
14 -42 55 0
-52 96 -33 0
-66 36 -38 0
-92 -38 -85 0
99 57 -6 0
-69 -90 -31 0
-85 -12 25 0
-77 22 -47 0
20 -64 3 0
-19 -66 -77 0
90 -29 7 0
94 10 -80 0
89 73 65 0
-78 38 31 0
33 50 68 0
-29 -6 -36 0
24 -5 -40 0
-84 34 73 0
94 -61 27 0
83 52 -13 0
-93 97 19 0
25 -57 -5 0
-34 -56 -55 0
-36 92 -46 0
38 -4 -57 0
4 -11 77 0
39 -41 -27 0
-27 -95 -60 0
-6 -58 65 0
-23 -77 41 0
62 71 82 0
87 -35 -90 0
-90 4 18 0
-75 -40 -11 0
54 82 -77 0
81 12 39 0
30 44 -85 0
37 -38 46 0
-79 -82 -53 0
-28 -5 4 0
9 47 85 0
48 47 65 0
-45 -6 5 0
15 87 76 0
65 -100 -62 0
76 42 47 0
15 -70 -60 0
-90 -62 86 0
-91 9 51 0
84 -6 -19 0
-1 -44 64 0
-63 11 -85 0
90 11 51 0
52 -41 74 0
-19 72 45 0
-18 17 62 0
-81 10 50 0
36 -86 -51 0
60 -46 85 0
78 -95 72 0
8 -40 12 0
-30 45 39 0
4 -42 -55 0
-4 -44 97 0
-50 68 -13 0
-36 98 34 0
9 43 -96 0
5 -23 -27 0
53 83 -10 0
10 55 80 0
-14 48 -68 0
79 -85 -34 0
14 -28 -34 0
-78 88 93 0
-10 -85 -34 0
8 98 52 0
60 28 -51 0
-22 -88 -76 0
-25 -18 -65 0
57 78 -6 0
-69 17 57 0
-30 15 -26 0
4 -54 14 0
-77 -20 38 0
-3 48 22 0
-55 -43 -41 0
49 -36 20 0
-64 -8 70 0
-90 88 -43 0
-88 -73 -95 0
14 7 -55 0
-96 -64 -39 0
74 -53 81 0
15 -30 -27 0
70 63 68 0
61 57 33 0
68 69 76 0
30 -91 -58 0
-83 14 47 0
-74 -22 12 0
34 28 -30 0
84 61 32 0
-60 46 -17 0
29 23 -85 0
83 85 53 0
9 -80 44 0
21 32 35 0
66 -53 17 0
-17 -68 -82 0
-10 90 29 0
-43 -50 54 0
-27 8 36 0
79 -48 -63 0
68 15 -14 0
54 65 77 0
80 35 -76 0
-18 -27 90 0
-8 -2 14 0
51 17 67 0
23 67 -10 0
32 -31 13 0
33 40 -61 0
67 19 88 0
-69 80 18 0
41 -63 -90 0
-80 27 -71 0
-46 -42 5 0
70 -13 63 0
-1 82 50 0
56 -48 96 0
55 49 -17 0
59 68 -41 0
75 13 -77 0
-99 6 -40 0
80 77 13 0
-17 8 49 0
34 -44 -10 0
-92 -13 33 0
-41 -98 -67 0
38 -20 34 0
-2 -33 -64 0
-41 -26 47 0
41 -90 -50 0
89 31 57 0
46 -67 34 0
-48 40 98 0
4 85 -57 0
40 37 11 0
8 -95 -61 0
-78 58 93 0
-78 -14 -16 0
-57 44 47 0
-16 38 95 0
95 -44 -11 0
9 -73 -84 0
-64 84 74 0
-96 -72 43 0
90 3 65 0
-47 6 -64 0
-35 -49 22 0
-6 -9 -96 0
-93 54 -94 0
74 10 13 0
65 8 79 0
-4 44 -87 0
47 -61 -48 0
87 70 -41 0
-87 16 82 0
-48 5 -22 0
-53 13 59 0
57 -58 97 0
21 -30 -22 0
-10 -36 -92 0
64 -49 10 0
39 73 7 0
7 -6 27 0
89 21 12 0
45 6 -77 0
3 -88 98 0
74 72 39 0
