p cnf 70 280
-18 65 43 0
43 65 7 0
-52 54 -61 0
-32 -27 -36 0
30 -54 -21 0
-5 68 -43 0
-61 -39 -32 0
-50 33 68 0
-11 52 -30 0
10 1 13 0
-27 -33 -37 0
-15 -31 -62 0
2 25 38 0
49 -9 -2 0
61 4 -1 0
-44 -70 43 0
-44 -42 1 0
-18 55 48 0
-25 -3 -6 0
41 29 -11 0
29 -9 65 0
-58 -70 -44 0
62 16 -49 0
-35 -49 -29 0
-35 50 -16 0
-34 18 -67 0
-55 -51 -27 0
-63 -56 -24 0
6 18 12 0
9 19 56 0
-55 45 -40 0
69 -56 -54 0
-55 47 -46 0
49 32 54 0
33 -66 -30 0
31 -27 -56 0
-21 -60 -47 0
-63 -27 23 0
-5 37 -4 0
47 -35 23 0
-17 64 -55 0
18 -69 25 0
-65 48 47 0
16 17 7 0
-69 42 68 0
24 8 -13 0
-22 9 -17 0
-30 -40 -69 0
9 -18 -29 0
-67 49 46 0
46 18 -3 0
-70 62 5 0
2 -29 -47 0
3 33 59 0
31 -10 3 0
-66 23 -38 0
69 -64 28 0
25 -6 51 0
37 -60 -64 0
34 -32 40 0
-66 -62 -13 0
-10 -46 12 0
-23 -41 -64 0
-35 -18 45 0
-62 44 -61 0
61 8 1 0
-16 -55 -30 0
-62 -67 64 0
-37 18 7 0
48 -18 24 0
33 62 20 0
-34 38 39 0
51 31 26 0
-53 41 -63 0
-27 11 52 0
-3 -35 -68 0
-57 -7 23 0
-60 46 -38 0
-52 32 1 0
-15 -10 57 0
-36 40 -56 0
52 -26 -40 0
19 46 47 0
-42 41 47 0
36 65 38 0
-26 -25 -11 0
-3 41 11 0
54 3 -39 0
48 -51 4 0
-32 52 -56 0
52 27 -44 0
-53 -9 23 0
10 3 -66 0
-46 27 -36 0
-66 -57 46 0
-11 56 -70 0
37 35 25 0
12 -21 51 0
57 31 2 0
35 34 -6 0
-16 70 -49 0
-29 8 -35 0
57 -70 46 0
12 -58 28 0
-44 5 -38 0
40 56 -33 0
-25 7 -18 0
-40 -36 37 0
-53 -55 40 0
-47 -21 -16 0
49 26 23 0
64 34 39 0
-31 -47 38 0
-48 33 26 0
-38 -61 35 0
-36 22 -24 0
-12 -14 67 0
-70 13 -42 0
36 59 -23 0
44 -32 -60 0
-5 -43 -50 0
68 -13 28 0
54 -48 -1 0
43 5 68 0
-24 -28 10 0
32 -61 -11 0
-33 16 -3 0
20 -22 -18 0
-26 -58 39 0
48 -4 47 0
-45 -61 -1 0
10 6 -14 0
-30 51 -20 0
37 -53 -27 0
-52 1 67 0
12 -18 23 0
-43 56 -33 0
-14 59 45 0
63 -17 15 0
-5 44 -30 0
-50 31 -27 0
-28 58 22 0
-56 -20 -7 0
-46 -3 7 0
-17 8 39 0
40 55 -50 0
6 -51 -61 0
-23 -44 -22 0
56 -37 -59 0
-60 44 33 0
36 -15 23 0
34 -70 28 0
23 -53 -6 0
34 -15 -11 0
-68 -17 39 0
-26 -8 51 0
20 61 57 0
-69 -63 23 0
-6 -63 -56 0
47 -40 -9 0
-28 -47 58 0
62 -38 -30 0
-49 -9 33 0
-9 -11 3 0
-44 12 62 0
40 20 13 0
32 20 27 0
-31 43 -26 0
41 26 34 0
-5 -34 29 0
64 33 62 0
37 16 5 0
47 -50 -39 0
-61 51 46 0
-22 70 12 0
29 -36 -51 0
55 7 -28 0
-15 -67 51 0
3 -64 44 0
-41 15 -63 0
7 19 28 0
36 29 -41 0
-49 -30 -39 0
-61 -48 35 0
61 44 -17 0
-53 -15 -6 0
51 46 -4 0
-3 -19 21 0
-22 37 18 0
-4 -28 -46 0
-21 17 -9 0
-49 -28 23 0
-4 -5 -64 0
-9 -63 -19 0
-7 -3 -32 0
-57 -63 -48 0
22 25 1 0
-21 47 50 0
54 -27 -10 0
-44 -24 -62 0
-6 -49 -61 0
38 31 66 0
-39 -38 48 0
-29 -14 -33 0
-2 59 -7 0
-66 -29 64 0
-69 7 -37 0
-42 -41 43 0
-69 -55 10 0
46 -21 7 0
-36 -14 52 0
14 -36 -4 0
-50 -18 -5 0
-18 -5 51 0
61 44 65 0
42 2 -28 0
-37 -44 55 0
-46 57 -54 0
65 70 -22 0
-5 -39 -4 0
34 65 -11 0
7 -27 30 0
42 26 -68 0
-52 -67 -47 0
28 -65 48 0
-15 63 34 0
51 18 -32 0
-66 -6 -27 0
9 19 -1 0
-8 -37 11 0
-4 3 52 0
45 50 -36 0
12 -5 20 0
-44 -67 -33 0
-49 68 24 0
42 30 -59 0
44 4 -38 0
-11 -61 -62 0
-11 27 -60 0
64 1 -2 0
43 36 -31 0
-29 -49 -4 0
22 38 -27 0
18 25 -56 0
-29 -56 -22 0
67 23 -60 0
-30 68 -24 0
-51 6 -48 0
-41 -39 -5 0
20 44 -51 0
65 -61 68 0
-10 -2 -31 0
-56 -49 50 0
3 -33 34 0
-21 29 -17 0
-12 21 -1 0
27 25 -28 0
-62 11 20 0
44 1 41 0
31 42 57 0
53 -63 -46 0
21 54 -49 0
-33 -27 -65 0
-1 -13 -8 0
56 -51 5 0
-22 -2 61 0
44 6 30 0
19 -13 -56 0
24 -41 -62 0
11 -58 -8 0
3 -51 64 0
17 -19 -69 0
59 45 57 0
-39 6 -68 0
-64 -26 31 0
2 69 30 0
39 28 -69 0
-55 33 29 0
40 53 -55 0
44 66 63 0
