p cnf 30 120
-10 22 -3 0
-29 -27 -9 0
1 12 -21 0
-25 -26 5 0
13 19 25 0
-10 -20 6 0
5 21 22 0
7 -28 -2 0
-23 -11 -28 0
26 -17 -13 0
28 -18 -21 0
-17 25 24 0
29 9 26 0
-27 3 5 0
-28 -25 -18 0
12 14 18 0
-3 -29 18 0
-7 9 13 0
-17 9 22 0
10 4 -24 0
17 -27 -26 0
18 -2 -24 0
-29 20 21 0
-17 16 9 0
29 -25 -6 0
15 -8 13 0
17 -23 7 0
-30 -22 18 0
4 -11 20 0
-18 -21 -12 0
-14 -1 28 0
-16 27 -25 0
-29 -23 26 0
-25 6 1 0
8 -13 30 0
-8 3 26 0
-6 28 -2 0
-5 -29 4 0
-29 -14 -9 0
28 -2 -23 0
6 -11 -23 0
11 22 -18 0
-9 4 5 0
-17 -3 -24 0
2 -3 21 0
4 -22 -15 0
-8 30 -29 0
27 10 -17 0
-19 -21 -7 0
22 -8 -3 0
-19 -8 -11 0
-30 9 2 0
30 -19 27 0
14 -22 -29 0
10 -20 6 0
-21 -11 -9 0
-11 -24 29 0
9 -22 28 0
-24 17 6 0
19 -9 -24 0
-28 25 9 0
-28 1 -15 0
9 -8 1 0
12 26 30 0
-29 20 5 0
26 7 14 0
-2 -14 6 0
-1 7 -15 0
25 -19 -12 0
-15 8 20 0
-30 -26 -29 0
27 -14 -3 0
20 19 3 0
-10 5 -13 0
-29 1 23 0
-18 -5 -4 0
-6 20 18 0
-29 -5 15 0
-8 4 -15 0
-18 4 -17 0
4 11 10 0
-6 21 24 0
-3 -19 20 0
6 -1 20 0
-4 7 -23 0
7 16 2 0
12 3 2 0
-23 21 12 0
26 20 -17 0
-30 8 -24 0
-3 -15 -28 0
-22 16 21 0
10 1 -25 0
7 -5 -8 0
-11 18 -3 0
-20 -24 21 0
5 9 4 0
22 -18 -25 0
-12 -18 13 0
10 19 4 0
-10 13 17 0
-27 -14 3 0
-30 -17 26 0
-24 -10 6 0
-24 26 -21 0
24 -26 -14 0
-25 -3 -18 0
8 -29 -22 0
-8 -9 30 0
2 7 10 0
18 10 23 0
-8 25 17 0
29 -22 1 0
5 -28 8 0
3 -25 20 0
19 21 11 0
14 22 -21 0
-12 23 30 0
8 -15 30 0
-16 15 -3 0
