p cnf 20 80
-16 7 13 0
8 11 13 0
9 -18 -15 0
18 20 -4 0
-1 17 -16 0
-12 -20 -1 0
11 10 -6 0
-16 -13 -20 0
-18 3 20 0
4 -7 15 0
-10 -14 8 0
-6 -2 -1 0
16 6 8 0
2 -16 -7 0
-12 -5 -19 0
-12 -4 -14 0
12 1 10 0
1 16 17 0
-12 -2 1 0
19 3 1 0
20 5 -12 0
-7 18 -9 0
15 -14 17 0
-14 8 -4 0
16 11 9 0
-15 17 -7 0
6 -9 2 0
-4 15 7 0
-20 11 -15 0
18 -6 -16 0
17 14 19 0
-19 -11 -10 0
-17 -14 7 0
3 -17 1 0
16 -4 -5 0
4 -20 -19 0
7 15 -5 0
-6 -17 -5 0
-15 2 1 0
13 -7 15 0
-2 -5 8 0
6 13 12 0
2 13 20 0
-3 7 1 0
-11 9 -20 0
1 -12 -19 0
15 -18 -13 0
19 -17 -12 0
-6 -13 12 0
-4 -19 -16 0
-3 14 -19 0
7 -14 -20 0
6 -14 -13 0
7 -14 -13 0
17 6 14 0
5 -4 2 0
3 14 7 0
-8 -9 17 0
-14 3 6 0
-4 12 16 0
-20 -19 5 0
-17 19 -14 0
-7 -14 13 0
-6 15 13 0
14 18 13 0
13 -16 -5 0
-15 -5 -19 0
7 9 8 0
-1 -6 -13 0
-18 16 2 0
-19 8 -13 0
-4 -13 17 0
3 10 -16 0
-14 -3 5 0
3 19 1 0
18 2 15 0
-13 6 -12 0
-12 13 -20 0
-5 -6 10 0
5 -3 -16 0
