p cnf 60 240
-55 -10 11 0
8 -1 -43 0
-43 -14 -13 0
-20 -5 -18 0
20 -18 -28 0
15 -6 -8 0
-43 -20 16 0
-57 35 -59 0
56 60 -36 0
10 23 53 0
-31 -56 -1 0
37 -16 -20 0
-46 -20 -50 0
-13 -59 -8 0
20 31 -32 0
29 15 9 0
-48 -19 -34 0
20 18 53 0
51 -16 -45 0
-13 -1 44 0
17 -32 14 0
34 18 -4 0
27 35 -1 0
-11 38 -52 0
-16 -50 -38 0
15 -27 -5 0
52 -57 -22 0
42 -59 -53 0
-57 -34 45 0
44 -26 -54 0
-40 54 28 0
32 -29 16 0
14 51 16 0
26 35 -48 0
39 25 5 0
58 -27 14 0
46 11 27 0
26 34 23 0
-48 34 53 0
47 -24 -17 0
-60 14 27 0
7 -2 14 0
32 -33 -27 0
-47 -53 33 0
-8 -27 46 0
39 1 -33 0
-23 60 29 0
47 12 -23 0
-20 -6 -17 0
8 -21 40 0
3 -33 -30 0
-32 -24 -44 0
-51 -21 -18 0
25 -10 44 0
45 1 -39 0
-10 36 -8 0
58 -19 -24 0
12 -60 -23 0
-41 -34 55 0
-31 10 -60 0
-14 -42 39 0
31 11 56 0
53 3 8 0
54 25 -60 0
-15 14 29 0
-23 -48 -20 0
-45 -6 -58 0
49 42 53 0
32 46 -56 0
22 -13 -30 0
55 38 -24 0
41 -23 -3 0
8 -37 43 0
53 40 46 0
-40 3 -45 0
-26 8 31 0
5 -22 -7 0
-53 6 35 0
23 40 4 0
-38 -60 24 0
58 -27 22 0
32 30 52 0
31 55 26 0
47 28 -26 0
38 43 33 0
-18 -35 -9 0
24 41 -30 0
-33 26 -56 0
11 -24 -2 0
-6 -48 58 0
-13 27 16 0
-48 21 -16 0
50 -36 16 0
-11 -12 1 0
54 38 -44 0
43 14 13 0
-32 28 -42 0
2 -7 17 0
-27 -30 35 0
7 -21 41 0
13 -50 15 0
-6 -7 -24 0
44 -6 -24 0
-10 43 38 0
-7 -38 48 0
-17 14 -39 0
-10 -59 5 0
-20 -40 24 0
59 -51 -28 0
48 41 -56 0
27 -14 -31 0
42 -1 -2 0
-19 40 -10 0
-11 55 -6 0
-58 37 4 0
60 12 13 0
-1 -37 -35 0
20 42 9 0
-28 41 1 0
60 45 59 0
-3 -26 -35 0
4 -27 -25 0
-48 37 9 0
-55 -37 -32 0
55 29 -20 0
28 -7 36 0
-26 -53 59 0
39 -54 2 0
-45 -46 -43 0
7 -11 12 0
3 -50 37 0
12 16 -33 0
-34 7 -41 0
15 -53 -13 0
11 9 56 0
9 -4 -1 0
-57 30 -43 0
17 4 59 0
3 30 26 0
48 42 -51 0
-15 4 -47 0
-11 25 -33 0
24 41 -53 0
50 -37 -27 0
60 39 8 0
-53 -35 3 0
-22 2 -1 0
40 31 49 0
-2 -36 31 0
32 -13 31 0
-55 -12 -18 0
48 -49 -47 0
-6 7 26 0
41 -16 39 0
12 -18 22 0
-20 -2 -51 0
-18 49 -35 0
-32 -33 39 0
-3 32 39 0
14 -4 -33 0
-55 -51 41 0
-14 -41 37 0
-18 54 -27 0
40 15 -42 0
-5 27 -33 0
-36 29 27 0
23 22 -5 0
48 -6 28 0
-50 53 -27 0
-37 16 -25 0
-13 43 39 0
-19 -24 -17 0
2 -4 54 0
56 -11 33 0
-10 -59 -32 0
20 -31 -52 0
-9 19 46 0
35 -53 -14 0
56 36 57 0
-34 58 38 0
-17 -38 -49 0
35 -22 27 0
-57 44 -13 0
43 -57 39 0
-18 -7 52 0
23 38 55 0
8 -31 -43 0
56 35 20 0
5 -20 -47 0
-55 31 -44 0
-28 10 30 0
-52 45 53 0
1 4 47 0
-39 21 54 0
29 -3 -8 0
-13 -19 21 0
8 -40 -6 0
43 48 21 0
18 -1 16 0
-60 58 -2 0
-35 28 -14 0
29 9 -35 0
58 7 34 0
-36 21 -22 0
-46 40 -34 0
-40 -50 37 0
-2 19 47 0
-15 -14 37 0
-9 55 36 0
-42 46 20 0
19 50 12 0
-3 -28 -22 0
24 28 21 0
49 -28 12 0
14 39 55 0
-57 19 33 0
14 35 22 0
54 -24 41 0
46 49 56 0
-29 37 31 0
46 -21 -9 0
-2 -43 -25 0
-59 -36 48 0
51 -60 -38 0
55 14 -1 0
51 5 20 0
-32 57 -48 0
-4 -14 43 0
16 3 31 0
20 -60 53 0
-41 5 -10 0
-28 -6 -21 0
21 5 -15 0
37 -5 -47 0
-2 -43 45 0
-23 -32 7 0
52 40 36 0
-17 54 39 0
51 -20 -16 0
40 11 8 0
