p cnf 90 360
83 56 -59 0
-73 21 -70 0
-52 -45 48 0
-21 -52 57 0
-73 -66 -80 0
70 -41 -88 0
55 -34 -57 0
63 -8 -88 0
-75 15 -39 0
3 44 78 0
79 -67 17 0
-90 5 70 0
7 54 74 0
-84 -70 -18 0
-78 -52 50 0
-25 -73 29 0
64 -83 -22 0
14 -29 -4 0
-29 83 -56 0
-39 30 -35 0
53 -79 22 0
47 -6 -77 0
26 16 -68 0
-27 -30 48 0
27 -20 -49 0
-3 -48 1 0
-46 -31 87 0
72 35 26 0
-23 7 71 0
-31 16 -46 0
-72 -43 9 0
17 -53 62 0
66 7 -39 0
-77 38 25 0
-9 -38 -29 0
49 -55 1 0
57 40 63 0
81 -15 61 0
4 37 54 0
72 -40 47 0
64 40 -19 0
-52 18 43 0
60 -77 65 0
74 89 36 0
58 23 53 0
12 54 37 0
-14 -73 -53 0
90 -29 -54 0
90 -75 -76 0
70 27 -43 0
-68 -60 -16 0
87 80 18 0
-18 25 -54 0
48 78 -12 0
14 -29 7 0
-44 49 68 0
19 -17 -18 0
11 51 -80 0
76 29 31 0
49 -46 84 0
-72 50 12 0
57 -66 90 0
-17 -28 -7 0
-6 -16 -68 0
-88 -90 65 0
19 -44 -38 0
19 -46 -39 0
77 69 46 0
84 81 47 0
-55 -84 -11 0
-60 27 20 0
29 -82 84 0
-81 -47 8 0
-58 67 -24 0
15 -80 -55 0
-79 -80 -89 0
-4 61 63 0
-77 -48 74 0
48 32 -50 0
60 56 -48 0
-11 57 66 0
24 6 -25 0
-10 83 5 0
35 31 -90 0
44 -69 71 0
-42 76 5 0
77 -81 -36 0
-22 78 -63 0
42 59 87 0
-77 -41 63 0
4 -26 -74 0
-2 72 66 0
60 23 11 0
53 -15 10 0
3 -65 64 0
26 -50 19 0
-42 -18 64 0
53 42 14 0
4 8 37 0
-79 -44 20 0
-18 2 -67 0
72 -66 -22 0
-33 -61 19 0
-10 63 23 0
48 16 -3 0
