p cnf 40 160
21 -24 -26 0
-9 27 18 0
38 33 4 0
7 33 14 0
-16 27 5 0
8 -1 22 0
-10 -33 -1 0
-3 -16 12 0
-38 28 -37 0
-23 18 39 0
21 -20 29 0
31 -23 26 0
24 -20 -14 0
11 25 -32 0
-23 18 7 0
-7 -6 -32 0
-19 -23 4 0
-23 -27 -19 0
16 35 10 0
6 25 17 0
22 2 40 0
-4 -15 18 0
26 -38 33 0
-37 20 25 0
9 -5 36 0
8 35 28 0
34 12 9 0
-19 21 -23 0
-7 6 -33 0
-6 -3 18 0
-23 6 -18 0
4 8 11 0
-28 26 20 0
-6 -10 3 0
24 36 -3 0
15 22 -34 0
37 1 -36 0
-35 24 23 0
-20 -13 -14 0
-24 8 14 0
-15 -26 -32 0
-26 -40 15 0
22 10 21 0
-32 4 22 0
4 6 15 0
4 39 25 0
-32 -1 -20 0
18 15 38 0
-3 28 -33 0
14 -5 30 0
22 7 -14 0
1 25 20 0
-7 -5 8 0
-40 -30 15 0
27 34 31 0
-1 -16 -23 0
22 10 -15 0
2 10 -26 0
-39 27 -4 0
-26 -14 -13 0
-3 8 -12 0
-23 -5 -31 0
4 -24 -29 0
31 25 39 0
-2 -18 35 0
-3 34 -31 0
-31 27 -21 0
-31 13 -1 0
26 -37 10 0
20 34 15 0
40 -22 -5 0
-34 23 8 0
-4 -24 36 0
23 -3 -16 0
-9 40 -23 0
-19 33 29 0
-38 7 22 0
-8 40 16 0
-31 -9 32 0
7 36 -3 0
36 15 -23 0
-3 6 7 0
-10 9 14 0
-32 -26 -15 0
36 30 39 0
-4 -10 -8 0
-4 7 38 0
-32 -4 -8 0
17 32 28 0
-37 -35 -24 0
14 -26 13 0
-24 -18 2 0
36 -14 17 0
-7 -4 20 0
-28 -39 -33 0
-15 -25 -21 0
25 -5 -18 0
-9 23 -3 0
-19 -25 32 0
-6 11 -33 0
9 33 -6 0
22 40 -16 0
-24 -22 -30 0
37 -10 22 0
8 11 -14 0
5 1 40 0
1 21 -39 0
-1 -12 19 0
31 -32 -20 0
-24 -32 -29 0
-21 4 3 0
13 31 19 0
34 -11 14 0
12 24 10 0
2 -33 31 0
15 -25 -28 0
-8 -34 -15 0
-1 -33 4 0
-4 3 22 0
-26 5 -27 0
-20 -6 7 0
22 35 -15 0
-18 -31 -10 0
-23 -30 -29 0
-27 -38 -8 0
9 36 -33 0
15 35 24 0
38 14 -20 0
8 23 4 0
22 -14 -17 0
-28 40 30 0
9 -39 36 0
-35 -22 5 0
15 -35 1 0
-8 -11 25 0
2 -3 -27 0
26 20 -22 0
-37 -33 -8 0
10 1 19 0
34 -6 31 0
23 -34 -25 0
-2 -39 25 0
-28 19 -30 0
9 -33 28 0
1 21 -9 0
28 -34 -1 0
33 -12 14 0
34 -1 13 0
23 6 29 0
17 37 27 0
-39 -21 27 0
35 -14 -2 0
26 -28 40 0
33 -13 -36 0
-22 -14 -33 0
-7 6 15 0
-31 3 -39 0
23 -32 -34 0
34 -4 15 0
40 -26 38 0
