atom21 > not atom21.
not atom97 > atom97 :- not atom21.
atom84 > not atom84 :- not atom21.
atom22 > not atom22 :- not atom97, not atom21.
atom22 > not atom22 :- atom97, not atom21.
atom60 > not atom60 :- not atom22, not atom21.
not atom60 > atom60 :- atom22, not atom21.
not atom57 > atom57 :- not atom22, not atom21.
not atom57 > atom57 :- atom22, not atom21.
atom27 > not atom27 :- not atom22, not atom21.
not atom27 > atom27 :- atom22, not atom21.
not atom31 > atom31 :- not atom21.
atom89 > not atom89 :- not atom22, not atom21.
not atom89 > atom89 :- atom22, not atom21.
atom4 > not atom4 :- not atom31, not atom21.
not atom4 > atom4 :- atom31, not atom21.
atom28 > not atom28 :- not atom4, not atom21.
atom28 > not atom28 :- atom4, not atom21.
atom17 > not atom17 :- not atom22, not atom21.
not atom17 > atom17 :- atom22, not atom21.
not atom91 > atom91 :- not atom22, not atom21.
not atom91 > atom91 :- atom22, not atom21.
atom55 > not atom55 :- not atom4, not atom21.
not atom55 > atom55 :- atom4, not atom21.
atom59 > not atom59 :- not atom4, not atom21.
atom59 > not atom59 :- atom4, not atom21.
atom19 > not atom19 :- not atom4, not atom21.
not atom19 > atom19 :- atom4, not atom21.
not atom43 > atom43 :- not atom19, not atom21.
atom43 > not atom43 :- atom19, not atom21.
not atom3 > atom3 :- not atom4, not atom21.
not atom3 > atom3 :- atom4, not atom21.
atom53 > not atom53 :- not atom4, not atom21.
atom53 > not atom53 :- atom4, not atom21.
not atom39 > atom39 :- not atom19, not atom21.
atom39 > not atom39 :- atom19, not atom21.
atom42 > not atom42 :- not atom3, not atom21.
atom42 > not atom42 :- atom3, not atom21.
not atom1 > atom1 :- not atom3, not atom21.
atom1 > not atom1 :- atom3, not atom21.
atom25 > not atom25 :- not atom19, not atom21.
not atom25 > atom25 :- atom19, not atom21.
not atom8 > atom8 :- not atom3, not atom21.
not atom8 > atom8 :- atom3, not atom21.
atom69 > not atom69 :- not atom17, not atom21.
atom69 > not atom69 :- atom17, not atom21.
not atom35 > atom35 :- not atom17, not atom21.
not atom35 > atom35 :- atom17, not atom21.
not atom48 > atom48 :- not atom3, not atom21.
not atom48 > atom48 :- atom3, not atom21.
not atom77 > atom77 :- not atom1, not atom21.
not atom77 > atom77 :- atom1, not atom21.
atom33 > not atom33 :- not atom1, not atom21.
