not atom24 > atom24.
not atom18 > atom18 :- not atom24.
atom12 > not atom12 :- not atom24.
not atom29 > atom29 :- not atom18, not atom24.
not atom29 > atom29 :- atom18, not atom24.
not atom19 > atom19 :- not atom18, not atom24.
atom19 > not atom19 :- atom18, not atom24.
atom35 > not atom35 :- not atom12, not atom24.
not atom35 > atom35 :- atom12, not atom24.
not atom32 > atom32 :- not atom35, not atom24.
atom32 > not atom32 :- atom35, not atom24.
not atom43 > atom43 :- not atom12, not atom24.
atom43 > not atom43 :- atom12, not atom24.
not atom13 > atom13 :- not atom12, not atom24.
not atom13 > atom13 :- atom12, not atom24.
not atom22 > atom22 :- not atom13, not atom24.
not atom22 > atom22 :- atom13, not atom24.
atom36 > not atom36 :- not atom13, not atom24.
not atom36 > atom36 :- atom13, not atom24.
not atom27 > atom27 :- not atom13, not atom24.
not atom27 > atom27 :- atom13, not atom24.
atom49 > not atom49 :- not atom19, not atom24.
atom49 > not atom49 :- atom19, not atom24.
not atom41 > atom41 :- not atom13, not atom24.
not atom41 > atom41 :- atom13, not atom24.
not atom44 > atom44 :- not atom12, not atom24.
not atom44 > atom44 :- atom12, not atom24.
not atom2 > atom2 :- not atom13, not atom24.
atom2 > not atom2 :- atom13, not atom24.
atom16 > not atom16 :- not atom2, not atom24.
not atom16 > atom16 :- atom2, not atom24.
atom5 > not atom5 :- not atom18, not atom24.
atom5 > not atom5 :- atom18, not atom24.
not atom40 > atom40 :- not atom2, not atom24.
not atom40 > atom40 :- atom2, not atom24.
not atom33 > atom33 :- not atom5, not atom24.
atom33 > not atom33 :- atom5, not atom24.
not atom23 > atom23 :- not atom2, not atom24.
not atom23 > atom23 :- atom2, not atom24.
not atom47 > atom47 :- not atom12, not atom24.
not atom47 > atom47 :- atom12, not atom24.
not atom11 > atom11 :- not atom5, not atom24.
atom11 > not atom11 :- atom5, not atom24.
atom50 > not atom50 :- not atom2, not atom24.
atom50 > not atom50 :- atom2, not atom24.
not atom48 > atom48 :- not atom5, not atom24.
atom48 > not atom48 :- atom5, not atom24.
not atom7 > atom7 :- not atom12, not atom24.
atom7 > not atom7 :- atom12, not atom24.
atom21 > not atom21 :- not atom2, not atom24.
atom21 > not atom21 :- atom2, not atom24.
atom28 > not atom28 :- not atom5, not atom24.
not atom28 > atom28 :- atom5, not atom24.
not atom34 > atom34 :- not atom5, not atom24.
atom34 > not atom34 :- atom5, not atom24.
not atom45 > atom45 :- not atom2, not atom24.
not atom45 > atom45 :- atom2, not atom24.
atom31 > not atom31 :- not atom2, not atom24.
not atom31 > atom31 :- atom2, not atom24.
atom6 > not atom6 :- not atom11, not atom24.
atom6 > not atom6 :- atom11, not atom24.
atom17 > not atom17 :- not atom2, not atom24.
atom17 > not atom17 :- atom2, not atom24.
atom38 > not atom38 :- not atom2, not atom24.
atom38 > not atom38 :- atom2, not atom24.
not atom10 > atom10 :- not atom6, not atom24.
not atom10 > atom10 :- atom6, not atom24.
atom39 > not atom39 :- not atom11, not atom24.
not atom39 > atom39 :- atom11, not atom24.
not atom30 > atom30 :- not atom6, not atom24.
atom30 > not atom30 :- atom6, not atom24.
not atom1 > atom1 :- not atom2, not atom24.
atom1 > not atom1 :- atom2, not atom24.
not atom4 > atom4 :- not atom2, not atom24.
not atom4 > atom4 :- atom2, not atom24.
