not atom38 > atom38.
atom1 > not atom1 :- not atom38.
not atom63 > atom63 :- not atom1, not atom38.
not atom63 > atom63 :- atom1, not atom38.
not atom69 > atom69 :- not atom1, not atom38.
not atom69 > atom69 :- atom1, not atom38.
not atom42 > atom42 :- not atom1, not atom38.
not atom42 > atom42 :- atom1, not atom38.
not atom9 > atom9 :- not atom1, not atom38.
not atom9 > atom9 :- atom1, not atom38.
not atom54 > atom54 :- not atom1, not atom38.
not atom54 > atom54 :- atom1, not atom38.
not atom15 > atom15 :- not atom1, not atom38.
atom15 > not atom15 :- atom1, not atom38.
not atom48 > atom48 :- not atom9, not atom38.
not atom48 > atom48 :- atom9, not atom38.
not atom68 > atom68 :- not atom15, not atom38.
atom68 > not atom68 :- atom15, not atom38.
not atom58 > atom58 :- not atom9, not atom38.
atom58 > not atom58 :- atom9, not atom38.
atom31 > not atom31 :- not atom15, not atom38.
not atom31 > atom31 :- atom15, not atom38.
not atom22 > atom22 :- not atom15, not atom38.
atom22 > not atom22 :- atom15, not atom38.
not atom17 > atom17 :- not atom1, not atom38.
not atom17 > atom17 :- atom1, not atom38.
not atom33 > atom33 :- not atom1, not atom38.
not atom33 > atom33 :- atom1, not atom38.
not atom5 > atom5 :- not atom1, not atom38.
not atom5 > atom5 :- atom1, not atom38.
atom61 > not atom61 :- not atom1, not atom38.
not atom61 > atom61 :- atom1, not atom38.
not atom35 > atom35 :- not atom1, not atom38.
not atom35 > atom35 :- atom1, not atom38.
not atom67 > atom67 :- not atom1, not atom38.
atom67 > not atom67 :- atom1, not atom38.
atom30 > not atom30 :- not atom1, not atom38.
not atom30 > atom30 :- atom1, not atom38.
not atom37 > atom37 :- not atom9, not atom38.
atom37 > not atom37 :- atom9, not atom38.
not atom28 > atom28 :- not atom1, not atom38.
not atom28 > atom28 :- atom1, not atom38.
atom24 > not atom24 :- not atom1, not atom38.
atom24 > not atom24 :- atom1, not atom38.
not atom32 > atom32 :- not atom9, not atom38.
atom32 > not atom32 :- atom9, not atom38.
atom44 > not atom44 :- not atom1, not atom38.
not atom44 > atom44 :- atom1, not atom38.
atom29 > not atom29 :- not atom5, not atom38.
not atom29 > atom29 :- atom5, not atom38.
not atom64 > atom64 :- not atom1, not atom38.
atom64 > not atom64 :- atom1, not atom38.
atom26 > not atom26 :- not atom15, not atom38.
atom26 > not atom26 :- atom15, not atom38.
not atom3 > atom3 :- not atom1, not atom38.
not atom3 > atom3 :- atom1, not atom38.
atom8 > not atom8 :- not atom1, not atom38.
atom8 > not atom8 :- atom1, not atom38.
not atom59 > atom59 :- not atom8, not atom38.
not atom59 > atom59 :- atom8, not atom38.
atom27 > not atom27 :- not atom5, not atom38.
atom27 > not atom27 :- atom5, not atom38.
atom65 > not atom65 :- not atom1, not atom38.
not atom65 > atom65 :- atom1, not atom38.
not atom70 > atom70 :- not atom1, not atom38.
not atom70 > atom70 :- atom1, not atom38.
atom6 > not atom6 :- not atom5, not atom38.
atom6 > not atom6 :- atom5, not atom38.
not atom11 > atom11 :- not atom3, not atom38.
not atom11 > atom11 :- atom3, not atom38.
atom2 > not atom2 :- not atom5, not atom38.
atom2 > not atom2 :- atom5, not atom38.
not atom43 > atom43 :- not atom2, not atom38.
not atom43 > atom43 :- atom2, not atom38.
atom57 > not atom57 :- not atom1, not atom38.
atom57 > not atom57 :- atom1, not atom38.
not atom10 > atom10 :- not atom1, not atom38.
atom10 > not atom10 :- atom1, not atom38.
not atom56 > atom56 :- not atom2, not atom38.
not atom56 > atom56 :- atom2, not atom38.
atom66 > not atom66 :- not atom6, not atom38.
atom66 > not atom66 :- atom6, not atom38.
not atom49 > atom49 :- not atom1, not atom38.
not atom49 > atom49 :- atom1, not atom38.
not atom47 > atom47 :- not atom1, not atom38.
atom47 > not atom47 :- atom1, not atom38.
not atom12 > atom12 :- not atom2, not atom38.
atom12 > not atom12 :- atom2, not atom38.
not atom51 > atom51 :- not atom6, not atom38.
not atom51 > atom51 :- atom6, not atom38.
atom50 > not atom50 :- not atom5, not atom38.
not atom50 > atom50 :- atom5, not atom38.
atom4 > not atom4 :- not atom1, not atom38.
atom4 > not atom4 :- atom1, not atom38.
not atom52 > atom52 :- not atom3, not atom38.
atom52 > not atom52 :- atom3, not atom38.
atom53 > not atom53 :- not atom8, not atom38.
not atom53 > atom53 :- atom8, not atom38.
atom45 > not atom45 :- not atom2, not atom38.
atom45 > not atom45 :- atom2, not atom38.
not atom46 > atom46 :- not atom1, not atom38.
atom46 > not atom46 :- atom1, not atom38.
atom25 > not atom25 :- not atom1, not atom38.
atom25 > not atom25 :- atom1, not atom38.
not atom13 > atom13 :- not atom3, not atom38.
not atom13 > atom13 :- atom3, not atom38.
atom60 > not atom60 :- not atom4, not atom38.
not atom60 > atom60 :- atom4, not atom38.
atom55 > not atom55 :- not atom4, not atom38.
not atom55 > atom55 :- atom4, not atom38.
not atom23 > atom23 :- not atom1, not atom38.
atom23 > not atom23 :- atom1, not atom38.
atom62 > not atom62 :- not atom2, not atom38.
not atom62 > atom62 :- atom2, not atom38.
not atom16 > atom16 :- not atom2, not atom38.
not atom16 > atom16 :- atom2, not atom38.
not atom36 > atom36 :- not atom3, not atom38.
atom36 > not atom36 :- atom3, not atom38.
atom40 > not atom40 :- not atom1, not atom38.
atom40 > not atom40 :- atom1, not atom38.
atom21 > not atom21 :- not atom1, not atom38.
not atom21 > atom21 :- atom1, not atom38.
atom18 > not atom18 :- not atom3, not atom38.
atom18 > not atom18 :- atom3, not atom38.
not atom20 > atom20 :- not atom3, not atom38.
not atom20 > atom20 :- atom3, not atom38.
atom19 > not atom19 :- not atom1, not atom38.
atom19 > not atom19 :- atom1, not atom38.
not atom34 > atom34 :- not atom3, not atom38.
atom34 > not atom34 :- atom3, not atom38.
not atom41 > atom41 :- not atom1, not atom38.
not atom41 > atom41 :- atom1, not atom38.
not atom39 > atom39 :- not atom2, not atom38.
not atom39 > atom39 :- atom2, not atom38.
not atom14 > atom14 :- not atom3, not atom38.
not atom14 > atom14 :- atom3, not atom38.
atom7 > not atom7 :- not atom3, not atom38.
atom7 > not atom7 :- atom3, not atom38.
atom57 > not atom57 :- atom38.
not atom47 > atom47 :- atom38.
atom10 > not atom10 :- not atom47, atom38.
not atom10 > atom10 :- atom47, atom38.
not atom14 > atom14 :- not atom10, atom38.
not atom14 > atom14 :- atom10, atom38.
not atom8 > atom8 :- not atom10, atom38.
not atom8 > atom8 :- atom10, atom38.
not atom67 > atom67 :- not atom47, atom38.
atom67 > not atom67 :- atom47, atom38.
not atom62 > atom62 :- not atom8, atom38.
not atom62 > atom62 :- atom8, atom38.
atom28 > not atom28 :- not atom47, atom38.
not atom28 > atom28 :- atom47, atom38.
atom35 > not atom35 :- not atom8, atom38.
atom35 > not atom35 :- atom8, atom38.
atom31 > not atom31 :- not atom14, atom38.
not atom31 > atom31 :- atom14, atom38.
not atom45 > atom45 :- not atom10, atom38.
atom45 > not atom45 :- atom10, atom38.
atom40 > not atom40 :- not atom8, atom38.
not atom40 > atom40 :- atom8, atom38.
not atom46 > atom46 :- not atom10, atom38.
atom46 > not atom46 :- atom10, atom38.
atom27 > not atom27 :- not atom14, atom38.
atom27 > not atom27 :- atom14, atom38.
atom21 > not atom21 :- not atom8, atom38.
not atom21 > atom21 :- atom8, atom38.
not atom6 > atom6 :- not atom21, atom38.
not atom6 > atom6 :- atom21, atom38.
not atom1 > atom1 :- not atom6, atom38.
not atom1 > atom1 :- atom6, atom38.
not atom59 > atom59 :- not atom6, atom38.
not atom59 > atom59 :- atom6, atom38.
atom60 > not atom60 :- not atom6, atom38.
not atom60 > atom60 :- atom6, atom38.
not atom37 > atom37 :- not atom8, atom38.
atom37 > not atom37 :- atom8, atom38.
not atom11 > atom11 :- not atom8, atom38.
not atom11 > atom11 :- atom8, atom38.
not atom13 > atom13 :- not atom1, atom38.
atom13 > not atom13 :- atom1, atom38.
not atom52 > atom52 :- not atom11, atom38.
not atom52 > atom52 :- atom11, atom38.
atom51 > not atom51 :- not atom6, atom38.
atom51 > not atom51 :- atom6, atom38.
atom64 > not atom64 :- not atom1, atom38.
not atom64 > atom64 :- atom1, atom38.
not atom23 > atom23 :- not atom6, atom38.
not atom23 > atom23 :- atom6, atom38.
atom44 > not atom44 :- not atom1, atom38.
not atom44 > atom44 :- atom1, atom38.
not atom65 > atom65 :- not atom8, atom38.
atom65 > not atom65 :- atom8, atom38.
not atom36 > atom36 :- not atom1, atom38.
atom36 > not atom36 :- atom1, atom38.
not atom43 > atom43 :- not atom6, atom38.
not atom43 > atom43 :- atom6, atom38.
not atom54 > atom54 :- not atom10, atom38.
not atom54 > atom54 :- atom10, atom38.
not atom16 > atom16 :- not atom1, atom38.
atom16 > not atom16 :- atom1, atom38.
atom41 > not atom41 :- not atom6, atom38.
not atom41 > atom41 :- atom6, atom38.
atom2 > not atom2 :- not atom1, atom38.
atom2 > not atom2 :- atom1, atom38.
atom56 > not atom56 :- not atom1, atom38.
atom56 > not atom56 :- atom1, atom38.
atom24 > not atom24 :- not atom2, atom38.
not atom24 > atom24 :- atom2, atom38.
not atom7 > atom7 :- not atom2, atom38.
atom7 > not atom7 :- atom2, atom38.
not atom25 > atom25 :- not atom2, atom38.
not atom25 > atom25 :- atom2, atom38.
not atom34 > atom34 :- not atom1, atom38.
atom34 > not atom34 :- atom1, atom38.
not atom53 > atom53 :- not atom2, atom38.
atom53 > not atom53 :- atom2, atom38.
atom33 > not atom33 :- not atom6, atom38.
not atom33 > atom33 :- atom6, atom38.
atom70 > not atom70 :- not atom1, atom38.
atom70 > not atom70 :- atom1, atom38.
atom68 > not atom68 :- not atom1, atom38.
atom68 > not atom68 :- atom1, atom38.
not atom50 > atom50 :- not atom1, atom38.
not atom50 > atom50 :- atom1, atom38.
atom49 > not atom49 :- not atom1, atom38.
not atom49 > atom49 :- atom1, atom38.
atom20 > not atom20 :- not atom2, atom38.
atom20 > not atom20 :- atom2, atom38.
atom39 > not atom39 :- not atom1, atom38.
not atom39 > atom39 :- atom1, atom38.
not atom15 > atom15 :- not atom1, atom38.
atom15 > not atom15 :- atom1, atom38.
atom42 > not atom42 :- not atom2, atom38.
atom42 > not atom42 :- atom2, atom38.
atom26 > not atom26 :- not atom1, atom38.
atom26 > not atom26 :- atom1, atom38.
not atom32 > atom32 :- not atom7, atom38.
atom32 > not atom32 :- atom7, atom38.
not atom17 > atom17 :- not atom7, atom38.
atom17 > not atom17 :- atom7, atom38.
not atom18 > atom18 :- not atom1, atom38.
atom18 > not atom18 :- atom1, atom38.
atom4 > not atom4 :- not atom1, atom38.
atom4 > not atom4 :- atom1, atom38.
not atom48 > atom48 :- not atom1, atom38.
atom48 > not atom48 :- atom1, atom38.
not atom19 > atom19 :- not atom2, atom38.
atom19 > not atom19 :- atom2, atom38.
not atom5 > atom5 :- not atom1, atom38.
not atom5 > atom5 :- atom1, atom38.
not atom9 > atom9 :- not atom1, atom38.
not atom9 > atom9 :- atom1, atom38.
not atom29 > atom29 :- not atom1, atom38.
atom29 > not atom29 :- atom1, atom38.
not atom63 > atom63 :- not atom2, atom38.
atom63 > not atom63 :- atom2, atom38.
atom61 > not atom61 :- not atom1, atom38.
not atom61 > atom61 :- atom1, atom38.
not atom22 > atom22 :- not atom1, atom38.
not atom22 > atom22 :- atom1, atom38.
atom66 > not atom66 :- not atom1, atom38.
atom66 > not atom66 :- atom1, atom38.
not atom55 > atom55 :- not atom1, atom38.
not atom55 > atom55 :- atom1, atom38.
not atom30 > atom30 :- not atom1, atom38.
atom30 > not atom30 :- atom1, atom38.
atom3 > not atom3 :- not atom2, atom38.
atom3 > not atom3 :- atom2, atom38.
atom12 > not atom12 :- not atom2, atom38.
atom12 > not atom12 :- atom2, atom38.
not atom69 > atom69 :- not atom1, atom38.
atom69 > not atom69 :- atom1, atom38.
not atom58 > atom58 :- not atom4, atom38.
atom58 > not atom58 :- atom4, atom38.
not atom66 > atom66.
atom17 > not atom17 :- not atom66.
atom17 > not atom17 :- atom66.
not atom60 > atom60 :- not atom17.
atom60 > not atom60 :- atom17.
not atom8 > atom8.
atom37 > not atom37 :- not atom8.
atom37 > not atom37 :- atom8.
atom54 > not atom54 :- not atom8.
not atom54 > atom54 :- atom8.
atom70 > not atom70 :- not atom54.
atom70 > not atom70 :- atom54.
not atom43 > atom43 :- not atom37.
atom43 > not atom43 :- atom37.
atom4 > not atom4 :- not atom17.
not atom4 > atom4 :- atom17.
not atom29 > atom29 :- not atom4.
not atom29 > atom29 :- atom4.
not atom15 > atom15 :- not atom4.
not atom15 > atom15 :- atom4.
atom23 > not atom23 :- not atom17.
atom23 > not atom23 :- atom17.
atom31 > not atom31 :- not atom8.
