atom2 > not atom2.
atom34 > not atom34 :- not atom2.
not atom34 > atom34 :- atom2.
not atom26 > atom26 :- not atom2.
atom26 > not atom26 :- atom2.
not atom3 > atom3 :- not atom2, atom26.
not atom3 > atom3 :- atom2, atom26.
atom23 > not atom23 :- not atom2, atom26.
atom23 > not atom23 :- atom2, atom26.
atom21 > not atom21 :- not atom2, atom26.
atom21 > not atom21 :- atom2, atom26.
atom6 > not atom6 :- not atom2, atom26.
atom6 > not atom6 :- atom2, atom26.
atom11 > not atom11 :- not atom2, atom26.
atom11 > not atom11 :- atom2, atom26.
not atom25 > atom25 :- not atom3, atom26.
not atom25 > atom25 :- atom3, atom26.
atom12 > not atom12 :- not atom2, atom26.
atom12 > not atom12 :- atom2, atom26.
not atom38 > atom38 :- not atom12, atom26.
atom38 > not atom38 :- atom12, atom26.
atom18 > not atom18 :- not atom6, atom26.
atom18 > not atom18 :- atom6, atom26.
atom13 > not atom13 :- not atom3, atom26.
atom13 > not atom13 :- atom3, atom26.
atom29 > not atom29 :- not atom12, atom26.
not atom29 > atom29 :- atom12, atom26.
not atom8 > atom8 :- not atom11, atom26.
atom8 > not atom8 :- atom11, atom26.
atom17 > not atom17 :- not atom6, atom26.
atom17 > not atom17 :- atom6, atom26.
atom14 > not atom14 :- not atom2, atom26.
atom14 > not atom14 :- atom2, atom26.
atom35 > not atom35 :- not atom6, atom26.
atom35 > not atom35 :- atom6, atom26.
atom39 > not atom39 :- not atom3, atom26.
not atom39 > atom39 :- atom3, atom26.
not atom10 > atom10 :- not atom2, atom26.
atom10 > not atom10 :- atom2, atom26.
not atom15 > atom15 :- not atom6, atom26.
not atom15 > atom15 :- atom6, atom26.
atom4 > not atom4 :- not atom3, atom26.
not atom4 > atom4 :- atom3, atom26.
not atom24 > atom24 :- not atom4, atom26.
atom24 > not atom24 :- atom4, atom26.
atom5 > not atom5 :- not atom2, atom26.
atom5 > not atom5 :- atom2, atom26.
not atom27 > atom27 :- not atom10, atom26.
atom27 > not atom27 :- atom10, atom26.
atom22 > not atom22 :- not atom4, atom26.
atom22 > not atom22 :- atom4, atom26.
not atom9 > atom9 :- not atom3, atom26.
not atom9 > atom9 :- atom3, atom26.
atom7 > not atom7 :- not atom8, atom26.
not atom7 > atom7 :- atom8, atom26.
not atom40 > atom40 :- not atom7, atom26.
not atom40 > atom40 :- atom7, atom26.
