not atom30 > atom30.
atom79 > not atom79 :- atom30.
atom95 > not atom95 :- not atom79, atom30.
not atom95 > atom95 :- atom79, atom30.
atom27 > not atom27 :- not atom79, atom30.
not atom27 > atom27 :- atom79, atom30.
not atom34 > atom34 :- not atom27, atom30.
atom34 > not atom34 :- atom27, atom30.
atom97 > not atom97 :- not atom27, atom30.
not atom97 > atom97 :- atom27, atom30.
not atom10 > atom10 :- not atom27, atom30.
not atom10 > atom10 :- atom27, atom30.
not atom33 > atom33 :- not atom10, atom30.
atom33 > not atom33 :- atom10, atom30.
not atom67 > atom67 :- not atom10, atom30.
atom67 > not atom67 :- atom10, atom30.
not atom74 > atom74 :- not atom10, atom30.
atom74 > not atom74 :- atom10, atom30.
atom50 > not atom50 :- not atom27, atom30.
atom50 > not atom50 :- atom27, atom30.
not atom68 > atom68 :- not atom10, atom30.
atom68 > not atom68 :- atom10, atom30.
not atom54 > atom54 :- not atom34, atom30.
not atom54 > atom54 :- atom34, atom30.
atom5 > not atom5 :- not atom33, atom30.
not atom5 > atom5 :- atom33, atom30.
atom75 > not atom75 :- not atom54, atom30.
atom75 > not atom75 :- atom54, atom30.
not atom16 > atom16 :- not atom5, atom30.
not atom16 > atom16 :- atom5, atom30.
not atom36 > atom36 :- not atom5, atom30.
atom36 > not atom36 :- atom5, atom30.
not atom48 > atom48 :- not atom5, atom30.
not atom48 > atom48 :- atom5, atom30.
atom22 > not atom22 :- not atom5, atom30.
atom22 > not atom22 :- atom5, atom30.
atom44 > not atom44 :- not atom5, atom30.
atom44 > not atom44 :- atom5, atom30.
atom1 > not atom1 :- not atom5, atom30.
atom1 > not atom1 :- atom5, atom30.
not atom94 > atom94 :- not atom1, atom30.
not atom94 > atom94 :- atom1, atom30.
not atom13 > atom13 :- not atom1, atom30.
not atom13 > atom13 :- atom1, atom30.
atom81 > not atom81 :- not atom1, atom30.
not atom81 > atom81 :- atom1, atom30.
not atom46 > atom46 :- not atom1, atom30.
atom46 > not atom46 :- atom1, atom30.
not atom63 > atom63 :- not atom1, atom30.
atom63 > not atom63 :- atom1, atom30.
atom53 > not atom53 :- not atom1, atom30.
not atom53 > atom53 :- atom1, atom30.
not atom77 > atom77 :- not atom10, atom30.
not atom77 > atom77 :- atom10, atom30.
not atom47 > atom47 :- not atom5, atom30.
atom47 > not atom47 :- atom5, atom30.
not atom24 > atom24 :- not atom10, atom30.
not atom24 > atom24 :- atom10, atom30.
not atom98 > atom98 :- not atom1, atom30.
atom98 > not atom98 :- atom1, atom30.
not atom52 > atom52 :- not atom1, atom30.
atom52 > not atom52 :- atom1, atom30.
atom37 > not atom37 :- not atom5, atom30.
atom37 > not atom37 :- atom5, atom30.
not atom38 > atom38 :- not atom1, atom30.
atom38 > not atom38 :- atom1, atom30.
not atom26 > atom26 :- not atom1, atom30.
atom26 > not atom26 :- atom1, atom30.
not atom90 > atom90 :- not atom13, atom30.
atom90 > not atom90 :- atom13, atom30.
not atom65 > atom65 :- not atom1, atom30.
not atom65 > atom65 :- atom1, atom30.
not atom41 > atom41 :- not atom10, atom30.
atom41 > not atom41 :- atom10, atom30.
not atom29 > atom29 :- not atom5, atom30.
not atom29 > atom29 :- atom5, atom30.
atom59 > not atom59 :- not atom1, atom30.
not atom59 > atom59 :- atom1, atom30.
atom9 > not atom9 :- not atom5, atom30.
not atom9 > atom9 :- atom5, atom30.
atom14 > not atom14 :- not atom1, atom30.
atom14 > not atom14 :- atom1, atom30.
atom76 > not atom76 :- not atom1, atom30.
not atom76 > atom76 :- atom1, atom30.
not atom72 > atom72 :- not atom1, atom30.
not atom72 > atom72 :- atom1, atom30.
not atom35 > atom35 :- not atom5, atom30.
atom35 > not atom35 :- atom5, atom30.
not atom18 > atom18 :- not atom5, atom30.
not atom18 > atom18 :- atom5, atom30.
atom84 > not atom84 :- not atom5, atom30.
not atom84 > atom84 :- atom5, atom30.
atom32 > not atom32 :- not atom1, atom30.
not atom32 > atom32 :- atom1, atom30.
not atom15 > atom15 :- not atom9, atom30.
atom15 > not atom15 :- atom9, atom30.
atom28 > not atom28 :- not atom5, atom30.
not atom28 > atom28 :- atom5, atom30.
atom49 > not atom49 :- not atom5, atom30.
not atom49 > atom49 :- atom5, atom30.
atom25 > not atom25 :- not atom5, atom30.
atom25 > not atom25 :- atom5, atom30.
atom70 > not atom70 :- not atom10, atom30.
atom70 > not atom70 :- atom10, atom30.
atom7 > not atom7 :- not atom1, atom30.
atom7 > not atom7 :- atom1, atom30.
atom42 > not atom42 :- not atom1, atom30.
atom42 > not atom42 :- atom1, atom30.
