not atom3 > atom3.
not atom6 > atom6 :- atom3.
atom2 > not atom2 :- not atom6, atom3.
not atom2 > atom2 :- atom6, atom3.
atom9 > not atom9 :- not atom2, atom3.
atom9 > not atom9 :- atom2, atom3.
atom16 > not atom16 :- not atom2, atom3.
atom16 > not atom16 :- atom2, atom3.
atom22 > not atom22 :- not atom2, atom3.
atom22 > not atom22 :- atom2, atom3.
atom46 > not atom46 :- not atom9, atom3.
not atom46 > atom46 :- atom9, atom3.
atom29 > not atom29 :- not atom2, atom3.
not atom29 > atom29 :- atom2, atom3.
not atom14 > atom14 :- not atom9, atom3.
not atom14 > atom14 :- atom9, atom3.
atom26 > not atom26 :- not atom2, atom3.
atom26 > not atom26 :- atom2, atom3.
not atom32 > atom32 :- not atom6, atom3.
atom32 > not atom32 :- atom6, atom3.
atom34 > not atom34 :- not atom2, atom3.
atom34 > not atom34 :- atom2, atom3.
atom10 > not atom10 :- not atom2, atom3.
not atom10 > atom10 :- atom2, atom3.
not atom48 > atom48 :- not atom2, atom3.
not atom48 > atom48 :- atom2, atom3.
atom21 > not atom21 :- not atom9, atom3.
atom21 > not atom21 :- atom9, atom3.
not atom43 > atom43 :- not atom2, atom3.
atom43 > not atom43 :- atom2, atom3.
not atom20 > atom20 :- not atom2, atom3.
not atom20 > atom20 :- atom2, atom3.
not atom28 > atom28 :- not atom10, atom3.
not atom28 > atom28 :- atom10, atom3.
atom17 > not atom17 :- not atom2, atom3.
atom17 > not atom17 :- atom2, atom3.
not atom4 > atom4 :- not atom2, atom3.
not atom4 > atom4 :- atom2, atom3.
not atom12 > atom12 :- not atom2, atom3.
atom12 > not atom12 :- atom2, atom3.
not atom27 > atom27 :- not atom2, atom3.
atom27 > not atom27 :- atom2, atom3.
not atom7 > atom7 :- not atom2, atom3.
atom7 > not atom7 :- atom2, atom3.
not atom50 > atom50 :- not atom4, atom3.
atom50 > not atom50 :- atom4, atom3.
atom25 > not atom25 :- not atom2, atom3.
atom25 > not atom25 :- atom2, atom3.
not atom38 > atom38 :- not atom2, atom3.
atom38 > not atom38 :- atom2, atom3.
not atom45 > atom45 :- not atom2, atom3.
atom45 > not atom45 :- atom2, atom3.
not atom33 > atom33 :- not atom4, atom3.
not atom33 > atom33 :- atom4, atom3.
not atom15 > atom15 :- not atom4, atom3.
atom15 > not atom15 :- atom4, atom3.
atom42 > not atom42 :- not atom2, atom3.
atom42 > not atom42 :- atom2, atom3.
not atom41 > atom41 :- not atom2, atom3.
not atom41 > atom41 :- atom2, atom3.
not atom35 > atom35 :- not atom2, atom3.
atom35 > not atom35 :- atom2, atom3.
atom37 > not atom37 :- not atom7, atom3.
atom37 > not atom37 :- atom7, atom3.
not atom11 > atom11 :- not atom2, atom3.
not atom11 > atom11 :- atom2, atom3.
not atom23 > atom23 :- not atom2, atom3.
not atom23 > atom23 :- atom2, atom3.
not atom8 > atom8 :- not atom4, atom3.
atom8 > not atom8 :- atom4, atom3.
atom40 > not atom40 :- not atom10, atom3.
not atom40 > atom40 :- atom10, atom3.
atom18 > not atom18 :- not atom2, atom3.
not atom18 > atom18 :- atom2, atom3.
not atom1 > atom1 :- not atom4, atom3.
atom1 > not atom1 :- atom4, atom3.
not atom47 > atom47 :- not atom1, atom3.
not atom47 > atom47 :- atom1, atom3.
not atom44 > atom44 :- not atom2, atom3.
not atom44 > atom44 :- atom2, atom3.
not atom13 > atom13 :- not atom7, atom3.
not atom13 > atom13 :- atom7, atom3.
atom36 > not atom36 :- not atom1, atom3.
atom36 > not atom36 :- atom1, atom3.
not atom5 > atom5 :- not atom4, atom3.
not atom5 > atom5 :- atom4, atom3.
atom49 > not atom49 :- not atom1, atom3.
not atom49 > atom49 :- atom1, atom3.
atom31 > not atom31 :- not atom4, atom3.
not atom31 > atom31 :- atom4, atom3.
atom30 > not atom30 :- not atom4, atom3.
atom30 > not atom30 :- atom4, atom3.
atom39 > not atom39 :- not atom6, atom3.
atom39 > not atom39 :- atom6, atom3.
not atom24 > atom24 :- not atom4, atom3.
atom24 > not atom24 :- atom4, atom3.
atom19 > not atom19 :- not atom1, atom3.
atom19 > not atom19 :- atom1, atom3.
not atom20 > atom20 :- not atom3.
atom7 > not atom7 :- not atom3.
atom26 > not atom26 :- not atom20, not atom3.
atom26 > not atom26 :- atom20, not atom3.
atom45 > not atom45 :- not atom3.
not atom28 > atom28 :- not atom26, not atom3.
not atom28 > atom28 :- atom26, not atom3.
atom37 > not atom37 :- not atom3.
atom9 > not atom9 :- not atom7, not atom3.
not atom9 > atom9 :- atom7, not atom3.
atom5 > not atom5 :- not atom9, not atom3.
atom5 > not atom5 :- atom9, not atom3.
atom12 > not atom12 :- not atom5, not atom3.
atom12 > not atom12 :- atom5, not atom3.
not atom47 > atom47 :- not atom5, not atom3.
not atom47 > atom47 :- atom5, not atom3.
