atom52 > not atom52.
atom35 > not atom35 :- not atom52.
not atom35 > atom35 :- atom52.
atom64 > not atom64 :- not atom52, not atom35.
not atom64 > atom64 :- atom52, not atom35.
not atom4 > atom4 :- not atom52, not atom35.
not atom4 > atom4 :- atom52, not atom35.
atom18 > not atom18 :- not atom64, not atom35.
not atom18 > atom18 :- atom64, not atom35.
not atom40 > atom40 :- not atom4, not atom35.
atom40 > not atom40 :- atom4, not atom35.
not atom45 > atom45 :- not atom18, not atom35.
atom45 > not atom45 :- atom18, not atom35.
not atom29 > atom29 :- not atom40, not atom35.
atom29 > not atom29 :- atom40, not atom35.
atom36 > not atom36 :- not atom4, not atom35.
not atom36 > atom36 :- atom4, not atom35.
not atom44 > atom44 :- not atom29, not atom35.
atom44 > not atom44 :- atom29, not atom35.
not atom46 > atom46 :- not atom4, not atom35.
atom46 > not atom46 :- atom4, not atom35.
atom19 > not atom19 :- not atom29, not atom35.
not atom19 > atom19 :- atom29, not atom35.
not atom6 > atom6 :- not atom4, not atom35.
not atom6 > atom6 :- atom4, not atom35.
atom68 > not atom68 :- not atom6, not atom35.
atom68 > not atom68 :- atom6, not atom35.
atom57 > not atom57 :- not atom18, not atom35.
not atom57 > atom57 :- atom18, not atom35.
not atom50 > atom50 :- not atom4, not atom35.
not atom50 > atom50 :- atom4, not atom35.
not atom43 > atom43 :- not atom4, not atom35.
not atom43 > atom43 :- atom4, not atom35.
atom1 > not atom1 :- not atom4, not atom35.
not atom1 > atom1 :- atom4, not atom35.
atom39 > not atom39 :- not atom4, not atom35.
not atom39 > atom39 :- atom4, not atom35.
not atom53 > atom53 :- not atom1, not atom35.
not atom53 > atom53 :- atom1, not atom35.
atom42 > not atom42 :- not atom4, not atom35.
atom42 > not atom42 :- atom4, not atom35.
not atom26 > atom26 :- not atom1, not atom35.
atom26 > not atom26 :- atom1, not atom35.
not atom67 > atom67 :- not atom6, not atom35.
atom67 > not atom67 :- atom6, not atom35.
atom56 > not atom56 :- not atom4, not atom35.
atom56 > not atom56 :- atom4, not atom35.
atom66 > not atom66 :- not atom1, not atom35.
atom66 > not atom66 :- atom1, not atom35.
not atom65 > atom65 :- not atom1, not atom35.
not atom65 > atom65 :- atom1, not atom35.
not atom37 > atom37 :- not atom1, not atom35.
atom37 > not atom37 :- atom1, not atom35.
atom11 > not atom11 :- not atom1, not atom35.
not atom11 > atom11 :- atom1, not atom35.
not atom48 > atom48 :- not atom4, not atom35.
not atom48 > atom48 :- atom4, not atom35.
not atom13 > atom13 :- not atom6, not atom35.
not atom13 > atom13 :- atom6, not atom35.
atom55 > not atom55 :- not atom1, not atom35.
not atom55 > atom55 :- atom1, not atom35.
not atom17 > atom17 :- not atom4, not atom35.
not atom17 > atom17 :- atom4, not atom35.
atom38 > not atom38 :- not atom6, not atom35.
atom38 > not atom38 :- atom6, not atom35.
not atom2 > atom2 :- not atom6, not atom35.
atom2 > not atom2 :- atom6, not atom35.
atom41 > not atom41 :- not atom1, not atom35.
not atom41 > atom41 :- atom1, not atom35.
not atom32 > atom32 :- not atom11, not atom35.
atom32 > not atom32 :- atom11, not atom35.
not atom58 > atom58 :- not atom1, not atom35.
atom58 > not atom58 :- atom1, not atom35.
not atom47 > atom47 :- not atom2, not atom35.
not atom47 > atom47 :- atom2, not atom35.
atom62 > not atom62 :- not atom4, not atom35.
not atom62 > atom62 :- atom4, not atom35.
not atom20 > atom20 :- not atom2, not atom35.
atom20 > not atom20 :- atom2, not atom35.
atom10 > not atom10 :- not atom18, not atom35.
not atom10 > atom10 :- atom18, not atom35.
not atom16 > atom16 :- not atom2, not atom35.
atom16 > not atom16 :- atom2, not atom35.
atom7 > not atom7 :- not atom11, not atom35.
not atom7 > atom7 :- atom11, not atom35.
atom51 > not atom51 :- not atom1, not atom35.
not atom51 > atom51 :- atom1, not atom35.
not atom9 > atom9 :- not atom1, not atom35.
not atom9 > atom9 :- atom1, not atom35.
not atom33 > atom33 :- not atom1, not atom35.
atom33 > not atom33 :- atom1, not atom35.
atom12 > not atom12 :- not atom1, not atom35.
not atom12 > atom12 :- atom1, not atom35.
not atom60 > atom60 :- not atom2, not atom35.
not atom60 > atom60 :- atom2, not atom35.
atom61 > not atom61 :- not atom2, not atom35.
not atom61 > atom61 :- atom2, not atom35.
not atom27 > atom27 :- not atom4, not atom35.
atom27 > not atom27 :- atom4, not atom35.
not atom23 > atom23 :- not atom6, not atom35.
not atom23 > atom23 :- atom6, not atom35.
not atom31 > atom31 :- not atom10, not atom35.
not atom31 > atom31 :- atom10, not atom35.
not atom59 > atom59 :- not atom1, not atom35.
not atom59 > atom59 :- atom1, not atom35.
not atom21 > atom21 :- not atom2, not atom35.
not atom21 > atom21 :- atom2, not atom35.
atom15 > not atom15 :- not atom2, not atom35.
atom15 > not atom15 :- atom2, not atom35.
atom5 > not atom5 :- not atom1, not atom35.
not atom5 > atom5 :- atom1, not atom35.
not atom28 > atom28 :- not atom1, not atom35.
atom28 > not atom28 :- atom1, not atom35.
not atom34 > atom34 :- not atom2, not atom35.
atom34 > not atom34 :- atom2, not atom35.
atom14 > not atom14 :- not atom1, not atom35.
atom14 > not atom14 :- atom1, not atom35.
atom22 > not atom22 :- not atom1, not atom35.
not atom22 > atom22 :- atom1, not atom35.
atom8 > not atom8 :- not atom1, not atom35.
atom8 > not atom8 :- atom1, not atom35.
not atom54 > atom54 :- not atom2, not atom35.
atom54 > not atom54 :- atom2, not atom35.
not atom25 > atom25 :- not atom6, not atom35.
not atom25 > atom25 :- atom6, not atom35.
not atom24 > atom24 :- not atom1, not atom35.
atom24 > not atom24 :- atom1, not atom35.
atom69 > not atom69 :- not atom2, not atom35.
atom69 > not atom69 :- atom2, not atom35.
not atom30 > atom30 :- not atom1, not atom35.
