atom11 > not atom11.
atom1 > not atom1 :- not atom11.
atom9 > not atom9 :- not atom1, not atom11.
atom9 > not atom9 :- atom1, not atom11.
atom12 > not atom12 :- not atom1, not atom11.
atom12 > not atom12 :- atom1, not atom11.
not atom18 > atom18 :- not atom9, not atom11.
not atom18 > atom18 :- atom9, not atom11.
not atom21 > atom21 :- not atom1, not atom11.
atom21 > not atom21 :- atom1, not atom11.
not atom34 > atom34 :- not atom1, not atom11.
not atom34 > atom34 :- atom1, not atom11.
not atom29 > atom29 :- not atom9, not atom11.
not atom29 > atom29 :- atom9, not atom11.
atom16 > not atom16 :- not atom21, not atom11.
atom16 > not atom16 :- atom21, not atom11.
not atom35 > atom35 :- not atom18, not atom11.
atom35 > not atom35 :- atom18, not atom11.
not atom40 > atom40 :- not atom9, not atom11.
not atom40 > atom40 :- atom9, not atom11.
not atom22 > atom22 :- not atom9, not atom11.
not atom22 > atom22 :- atom9, not atom11.
atom5 > not atom5 :- not atom9, not atom11.
not atom5 > atom5 :- atom9, not atom11.
not atom38 > atom38 :- not atom5, not atom11.
not atom38 > atom38 :- atom5, not atom11.
not atom37 > atom37 :- not atom1, not atom11.
atom37 > not atom37 :- atom1, not atom11.
not atom10 > atom10 :- not atom1, not atom11.
not atom10 > atom10 :- atom1, not atom11.
atom31 > not atom31 :- not atom5, not atom11.
not atom31 > atom31 :- atom5, not atom11.
atom36 > not atom36 :- not atom1, not atom11.
not atom36 > atom36 :- atom1, not atom11.
atom17 > not atom17 :- not atom5, not atom11.
atom17 > not atom17 :- atom5, not atom11.
not atom33 > atom33 :- not atom1, not atom11.
not atom33 > atom33 :- atom1, not atom11.
not atom39 > atom39 :- not atom5, not atom11.
atom39 > not atom39 :- atom5, not atom11.
not atom30 > atom30 :- not atom1, not atom11.
atom30 > not atom30 :- atom1, not atom11.
not atom6 > atom6 :- not atom1, not atom11.
atom6 > not atom6 :- atom1, not atom11.
not atom23 > atom23 :- not atom5, not atom11.
atom23 > not atom23 :- atom5, not atom11.
atom26 > not atom26 :- not atom6, not atom11.
atom26 > not atom26 :- atom6, not atom11.
atom27 > not atom27 :- not atom6, not atom11.
not atom27 > atom27 :- atom6, not atom11.
not atom15 > atom15 :- not atom1, not atom11.
atom15 > not atom15 :- atom1, not atom11.
not atom8 > atom8 :- not atom5, not atom11.
atom8 > not atom8 :- atom5, not atom11.
not atom13 > atom13 :- not atom5, not atom11.
atom13 > not atom13 :- atom5, not atom11.
atom20 > not atom20 :- not atom8, not atom11.
atom20 > not atom20 :- atom8, not atom11.
atom3 > not atom3 :- not atom5, not atom11.
not atom3 > atom3 :- atom5, not atom11.
atom19 > not atom19 :- not atom1, not atom11.
not atom19 > atom19 :- atom1, not atom11.
not atom25 > atom25 :- not atom3, not atom11.
not atom25 > atom25 :- atom3, not atom11.
not atom14 > atom14 :- not atom6, not atom11.
atom14 > not atom14 :- atom6, not atom11.
not atom28 > atom28 :- not atom1, not atom11.
atom28 > not atom28 :- atom1, not atom11.
not atom24 > atom24 :- not atom1, not atom11.
atom24 > not atom24 :- atom1, not atom11.
not atom4 > atom4 :- not atom1, not atom11.
not atom4 > atom4 :- atom1, not atom11.
not atom7 > atom7 :- not atom4, not atom11.
not atom7 > atom7 :- atom4, not atom11.
not atom32 > atom32 :- not atom3, not atom11.
not atom32 > atom32 :- atom3, not atom11.
not atom2 > atom2 :- not atom3, not atom11.
atom2 > not atom2 :- atom3, not atom11.
not atom1 > atom1 :- atom11.
atom32 > not atom32 :- not atom1, atom11.
atom32 > not atom32 :- atom1, atom11.
not atom23 > atom23 :- not atom32, atom11.
atom23 > not atom23 :- atom32, atom11.
not atom28 > atom28 :- not atom1, atom11.
atom28 > not atom28 :- atom1, atom11.
not atom26 > atom26 :- not atom23, atom11.
atom26 > not atom26 :- atom23, atom11.
not atom8 > atom8 :- not atom23, atom11.
not atom8 > atom8 :- atom23, atom11.
atom14 > not atom14 :- not atom8, atom11.
atom14 > not atom14 :- atom8, atom11.
atom9 > not atom9 :- not atom14, atom11.
not atom9 > atom9 :- atom14, atom11.
not atom27 > atom27 :- not atom9, atom11.
atom27 > not atom27 :- atom9, atom11.
not atom6 > atom6 :- not atom8, atom11.
atom6 > not atom6 :- atom8, atom11.
not atom37 > atom37 :- not atom1, atom11.
not atom37 > atom37 :- atom1, atom11.
atom18 > not atom18 :- not atom14, atom11.
not atom18 > atom18 :- atom14, atom11.
atom30 > not atom30 :- not atom1, atom11.
atom30 > not atom30 :- atom1, atom11.
not atom19 > atom19 :- not atom1, atom11.
atom19 > not atom19 :- atom1, atom11.
atom20 > not atom20 :- not atom6, atom11.
not atom20 > atom20 :- atom6, atom11.
atom40 > not atom40 :- not atom6, atom11.
not atom40 > atom40 :- atom6, atom11.
not atom10 > atom10 :- not atom6, atom11.
not atom10 > atom10 :- atom6, atom11.
atom12 > not atom12 :- not atom6, atom11.
not atom12 > atom12 :- atom6, atom11.
not atom25 > atom25 :- not atom1, atom11.
atom25 > not atom25 :- atom1, atom11.
atom7 > not atom7 :- not atom6, atom11.
atom7 > not atom7 :- atom6, atom11.
not atom13 > atom13 :- not atom1, atom11.
atom13 > not atom13 :- atom1, atom11.
not atom2 > atom2 :- not atom1, atom11.
not atom2 > atom2 :- atom1, atom11.
atom38 > not atom38 :- not atom7, atom11.
atom38 > not atom38 :- atom7, atom11.
not atom24 > atom24 :- not atom2, atom11.
not atom24 > atom24 :- atom2, atom11.
not atom17 > atom17 :- not atom1, atom11.
atom17 > not atom17 :- atom1, atom11.
not atom21 > atom21 :- not atom6, atom11.
not atom21 > atom21 :- atom6, atom11.
not atom4 > atom4 :- not atom1, atom11.
not atom4 > atom4 :- atom1, atom11.
atom16 > not atom16 :- not atom4, atom11.
atom16 > not atom16 :- atom4, atom11.
atom34 > not atom34 :- not atom2, atom11.
not atom34 > atom34 :- atom2, atom11.
not atom29 > atom29 :- not atom1, atom11.
not atom29 > atom29 :- atom1, atom11.
not atom15 > atom15 :- not atom1, atom11.
not atom15 > atom15 :- atom1, atom11.
atom5 > not atom5 :- not atom4, atom11.
not atom5 > atom5 :- atom4, atom11.
atom22 > not atom22 :- not atom4, atom11.
not atom22 > atom22 :- atom4, atom11.
atom33 > not atom33 :- not atom4, atom11.
not atom33 > atom33 :- atom4, atom11.
atom39 > not atom39 :- not atom1, atom11.
not atom39 > atom39 :- atom1, atom11.
not atom31 > atom31 :- not atom6, atom11.
atom31 > not atom31 :- atom6, atom11.
atom36 > not atom36 :- not atom1, atom11.
atom36 > not atom36 :- atom1, atom11.
atom35 > not atom35 :- not atom2, atom11.
not atom35 > atom35 :- atom2, atom11.
not atom3 > atom3 :- not atom1, atom11.
atom3 > not atom3 :- atom1, atom11.
not atom23 > atom23.
not atom28 > atom28 :- not atom23.
atom28 > not atom28 :- atom23.
not atom20 > atom20 :- not atom23.
atom20 > not atom20 :- atom23.
not atom31 > atom31 :- not atom23.
not atom31 > atom31 :- atom23.
not atom14 > atom14 :- not atom20.
atom14 > not atom14 :- atom20.
not atom1 > atom1 :- not atom20.
not atom1 > atom1 :- atom20.
atom3 > not atom3 :- not atom14.
