atom29 > not atom29.
atom4 > not atom4 :- atom29.
not atom46 > atom46 :- atom29.
atom34 > not atom34 :- not atom4, atom29.
not atom34 > atom34 :- atom4, atom29.
atom7 > not atom7 :- not atom4, atom29.
atom7 > not atom7 :- atom4, atom29.
not atom65 > atom65 :- not atom4, atom29.
not atom65 > atom65 :- atom4, atom29.
not atom87 > atom87 :- not atom4, atom29.
not atom87 > atom87 :- atom4, atom29.
not atom80 > atom80 :- not atom7, atom29.
not atom80 > atom80 :- atom7, atom29.
atom50 > not atom50 :- not atom4, atom29.
atom50 > not atom50 :- atom4, atom29.
atom66 > not atom66 :- not atom50, atom29.
atom66 > not atom66 :- atom50, atom29.
not atom90 > atom90 :- not atom34, atom29.
not atom90 > atom90 :- atom34, atom29.
not atom25 > atom25 :- not atom7, atom29.
atom25 > not atom25 :- atom7, atom29.
atom71 > not atom71 :- not atom4, atom29.
not atom71 > atom71 :- atom4, atom29.
not atom2 > atom2 :- not atom25, atom29.
atom2 > not atom2 :- atom25, atom29.
atom43 > not atom43 :- not atom2, atom29.
atom43 > not atom43 :- atom2, atom29.
not atom86 > atom86 :- not atom25, atom29.
not atom86 > atom86 :- atom25, atom29.
atom14 > not atom14 :- not atom2, atom29.
not atom14 > atom14 :- atom2, atom29.
atom20 > not atom20 :- not atom2, atom29.
not atom20 > atom20 :- atom2, atom29.
not atom62 > atom62 :- not atom2, atom29.
atom62 > not atom62 :- atom2, atom29.
atom39 > not atom39 :- not atom14, atom29.
atom39 > not atom39 :- atom14, atom29.
atom72 > not atom72 :- not atom2, atom29.
not atom72 > atom72 :- atom2, atom29.
atom52 > not atom52 :- not atom7, atom29.
atom52 > not atom52 :- atom7, atom29.
not atom49 > atom49 :- not atom4, atom29.
atom49 > not atom49 :- atom4, atom29.
not atom15 > atom15 :- not atom4, atom29.
atom15 > not atom15 :- atom4, atom29.
atom58 > not atom58 :- not atom4, atom29.
atom58 > not atom58 :- atom4, atom29.
atom76 > not atom76 :- not atom2, atom29.
atom76 > not atom76 :- atom2, atom29.
atom45 > not atom45 :- not atom4, atom29.
not atom45 > atom45 :- atom4, atom29.
not atom11 > atom11 :- not atom2, atom29.
atom11 > not atom11 :- atom2, atom29.
not atom36 > atom36 :- not atom4, atom29.
not atom36 > atom36 :- atom4, atom29.
not atom88 > atom88 :- not atom4, atom29.
not atom88 > atom88 :- atom4, atom29.
not atom3 > atom3 :- not atom2, atom29.
atom3 > not atom3 :- atom2, atom29.
not atom44 > atom44 :- not atom3, atom29.
not atom44 > atom44 :- atom3, atom29.
not atom24 > atom24 :- not atom14, atom29.
atom24 > not atom24 :- atom14, atom29.
atom21 > not atom21 :- not atom2, atom29.
not atom21 > atom21 :- atom2, atom29.
atom74 > not atom74 :- not atom3, atom29.
not atom74 > atom74 :- atom3, atom29.
atom69 > not atom69 :- not atom2, atom29.
atom69 > not atom69 :- atom2, atom29.
atom17 > not atom17 :- not atom2, atom29.
not atom17 > atom17 :- atom2, atom29.
atom38 > not atom38 :- not atom14, atom29.
not atom38 > atom38 :- atom14, atom29.
not atom13 > atom13 :- not atom2, atom29.
atom13 > not atom13 :- atom2, atom29.
not atom5 > atom5 :- not atom2, atom29.
atom5 > not atom5 :- atom2, atom29.
not atom79 > atom79 :- not atom3, atom29.
atom79 > not atom79 :- atom3, atom29.
not atom60 > atom60 :- not atom7, atom29.
not atom60 > atom60 :- atom7, atom29.
atom6 > not atom6 :- not atom2, atom29.
not atom6 > atom6 :- atom2, atom29.
not atom84 > atom84 :- not atom2, atom29.
atom84 > not atom84 :- atom2, atom29.
not atom27 > atom27 :- not atom2, atom29.
not atom27 > atom27 :- atom2, atom29.
not atom61 > atom61 :- not atom2, atom29.
