not atom41 > atom41.
not atom73 > atom73 :- not atom41.
atom73 > not atom73 :- atom41.
not atom50 > atom50 :- not atom41.
not atom50 > atom50 :- atom41.
atom63 > not atom63 :- not atom73, not atom50.
not atom63 > atom63 :- atom73, not atom50.
not atom56 > atom56 :- not atom73, not atom50.
not atom56 > atom56 :- atom73, not atom50.
not atom47 > atom47 :- not atom63, not atom50.
not atom47 > atom47 :- atom63, not atom50.
not atom46 > atom46 :- not atom56, not atom50.
not atom46 > atom46 :- atom56, not atom50.
atom83 > not atom83 :- not atom41, not atom50.
not atom83 > atom83 :- atom41, not atom50.
not atom74 > atom74 :- not atom41, not atom50.
atom74 > not atom74 :- atom41, not atom50.
atom61 > not atom61 :- not atom41, not atom50.
atom61 > not atom61 :- atom41, not atom50.
not atom48 > atom48 :- not atom41, not atom50.
not atom48 > atom48 :- atom41, not atom50.
not atom98 > atom98 :- not atom73, not atom50.
not atom98 > atom98 :- atom73, not atom50.
atom11 > not atom11 :- not atom41, not atom50.
not atom11 > atom11 :- atom41, not atom50.
atom82 > not atom82 :- not atom11, not atom50.
not atom82 > atom82 :- atom11, not atom50.
atom42 > not atom42 :- not atom46, not atom50.
atom42 > not atom42 :- atom46, not atom50.
atom21 > not atom21 :- not atom11, not atom50.
atom21 > not atom21 :- atom11, not atom50.
not atom22 > atom22 :- not atom11, not atom50.
atom22 > not atom22 :- atom11, not atom50.
not atom29 > atom29 :- not atom41, not atom50.
atom29 > not atom29 :- atom41, not atom50.
not atom75 > atom75 :- not atom11, not atom50.
atom75 > not atom75 :- atom11, not atom50.
not atom7 > atom7 :- not atom21, not atom50.
not atom7 > atom7 :- atom21, not atom50.
not atom27 > atom27 :- not atom21, not atom50.
not atom27 > atom27 :- atom21, not atom50.
not atom20 > atom20 :- not atom11, not atom50.
atom20 > not atom20 :- atom11, not atom50.
not atom68 > atom68 :- not atom22, not atom50.
not atom68 > atom68 :- atom22, not atom50.
atom66 > not atom66 :- not atom11, not atom50.
atom66 > not atom66 :- atom11, not atom50.
not atom43 > atom43 :- not atom7, not atom50.
not atom43 > atom43 :- atom7, not atom50.
not atom31 > atom31 :- not atom11, not atom50.
atom31 > not atom31 :- atom11, not atom50.
atom60 > not atom60 :- not atom7, not atom50.
not atom60 > atom60 :- atom7, not atom50.
atom15 > not atom15 :- not atom11, not atom50.
atom15 > not atom15 :- atom11, not atom50.
not atom81 > atom81 :- not atom7, not atom50.
atom81 > not atom81 :- atom7, not atom50.
atom53 > not atom53 :- not atom7, not atom50.
not atom53 > atom53 :- atom7, not atom50.
not atom40 > atom40 :- not atom7, not atom50.
not atom40 > atom40 :- atom7, not atom50.
not atom37 > atom37 :- not atom7, not atom50.
not atom37 > atom37 :- atom7, not atom50.
atom19 > not atom19 :- not atom7, not atom50.
not atom19 > atom19 :- atom7, not atom50.
not atom59 > atom59 :- not atom15, not atom50.
atom59 > not atom59 :- atom15, not atom50.
atom100 > not atom100 :- not atom7, not atom50.
atom100 > not atom100 :- atom7, not atom50.
atom95 > not atom95 :- not atom7, not atom50.
atom95 > not atom95 :- atom7, not atom50.
not atom77 > atom77 :- not atom7, not atom50.
atom77 > not atom77 :- atom7, not atom50.
not atom80 > atom80 :- not atom7, not atom50.
not atom80 > atom80 :- atom7, not atom50.
not atom65 > atom65 :- not atom11, not atom50.
atom65 > not atom65 :- atom11, not atom50.
not atom87 > atom87 :- not atom19, not atom50.
not atom87 > atom87 :- atom19, not atom50.
not atom38 > atom38 :- not atom11, not atom50.
atom38 > not atom38 :- atom11, not atom50.
atom96 > not atom96 :- not atom19, not atom50.
atom96 > not atom96 :- atom19, not atom50.
atom26 > not atom26 :- not atom7, not atom50.
not atom26 > atom26 :- atom7, not atom50.
not atom24 > atom24 :- not atom15, not atom50.
atom24 > not atom24 :- atom15, not atom50.
not atom69 > atom69 :- not atom7, not atom50.
atom69 > not atom69 :- atom7, not atom50.
atom3 > not atom3 :- not atom15, not atom50.
atom3 > not atom3 :- atom15, not atom50.
not atom88 > atom88 :- not atom3, not atom50.
atom88 > not atom88 :- atom3, not atom50.
atom4 > not atom4 :- not atom3, not atom50.
not atom4 > atom4 :- atom3, not atom50.
atom12 > not atom12 :- not atom3, not atom50.
atom12 > not atom12 :- atom3, not atom50.
not atom94 > atom94 :- not atom3, not atom50.
not atom94 > atom94 :- atom3, not atom50.
atom6 > not atom6 :- not atom3, not atom50.
not atom6 > atom6 :- atom3, not atom50.
atom54 > not atom54 :- not atom4, not atom50.
atom54 > not atom54 :- atom4, not atom50.
atom92 > not atom92 :- not atom3, not atom50.
not atom92 > atom92 :- atom3, not atom50.
atom67 > not atom67 :- not atom3, not atom50.
not atom67 > atom67 :- atom3, not atom50.
atom64 > not atom64 :- not atom3, not atom50.
atom64 > not atom64 :- atom3, not atom50.
not atom52 > atom52 :- not atom3, not atom50.
not atom52 > atom52 :- atom3, not atom50.
not atom14 > atom14 :- not atom4, not atom50.
not atom14 > atom14 :- atom4, not atom50.
atom25 > not atom25 :- not atom3, not atom50.
atom25 > not atom25 :- atom3, not atom50.
not atom13 > atom13 :- not atom3, not atom50.
not atom13 > atom13 :- atom3, not atom50.
not atom35 > atom35 :- not atom11, not atom50.
atom35 > not atom35 :- atom11, not atom50.
not atom9 > atom9 :- not atom11, not atom50.
atom9 > not atom9 :- atom11, not atom50.
atom89 > not atom89 :- not atom4, not atom50.
atom89 > not atom89 :- atom4, not atom50.
atom78 > not atom78 :- not atom9, not atom50.
atom78 > not atom78 :- atom9, not atom50.
not atom79 > atom79 :- not atom6, not atom50.
not atom79 > atom79 :- atom6, not atom50.
not atom5 > atom5 :- not atom3, not atom50.
not atom5 > atom5 :- atom3, not atom50.
atom49 > not atom49 :- not atom13, not atom50.
not atom49 > atom49 :- atom13, not atom50.
not atom17 > atom17 :- not atom6, not atom50.
atom17 > not atom17 :- atom6, not atom50.
atom72 > not atom72 :- not atom3, not atom50.
atom72 > not atom72 :- atom3, not atom50.
atom62 > not atom62 :- not atom6, not atom50.
atom62 > not atom62 :- atom6, not atom50.
not atom18 > atom18 :- not atom3, not atom50.
not atom18 > atom18 :- atom3, not atom50.
not atom8 > atom8 :- not atom3, not atom50.
not atom8 > atom8 :- atom3, not atom50.
atom76 > not atom76 :- not atom3, not atom50.
not atom76 > atom76 :- atom3, not atom50.
not atom97 > atom97 :- not atom5, not atom50.
not atom97 > atom97 :- atom5, not atom50.
not atom51 > atom51 :- not atom3, not atom50.
atom51 > not atom51 :- atom3, not atom50.
atom28 > not atom28 :- not atom4, not atom50.
atom28 > not atom28 :- atom4, not atom50.
atom36 > not atom36 :- not atom3, not atom50.
atom36 > not atom36 :- atom3, not atom50.
not atom16 > atom16 :- not atom3, not atom50.
atom16 > not atom16 :- atom3, not atom50.
atom91 > not atom91 :- not atom3, not atom50.
not atom91 > atom91 :- atom3, not atom50.
not atom2 > atom2 :- not atom3, not atom50.
atom2 > not atom2 :- atom3, not atom50.
atom34 > not atom34 :- not atom2, not atom50.
not atom34 > atom34 :- atom2, not atom50.
atom70 > not atom70 :- not atom2, not atom50.
not atom70 > atom70 :- atom2, not atom50.
atom55 > not atom55 :- not atom3, not atom50.
atom55 > not atom55 :- atom3, not atom50.
atom57 > not atom57 :- not atom3, not atom50.
atom57 > not atom57 :- atom3, not atom50.
atom45 > not atom45 :- not atom3, not atom50.
atom45 > not atom45 :- atom3, not atom50.
atom93 > not atom93 :- not atom3, not atom50.
not atom93 > atom93 :- atom3, not atom50.
not atom1 > atom1 :- not atom2, not atom50.
not atom1 > atom1 :- atom2, not atom50.
atom32 > not atom32 :- not atom3, not atom50.
not atom32 > atom32 :- atom3, not atom50.
atom90 > not atom90 :- not atom1, not atom50.
not atom90 > atom90 :- atom1, not atom50.
not atom58 > atom58 :- not atom1, not atom50.
atom58 > not atom58 :- atom1, not atom50.
not atom33 > atom33 :- not atom1, not atom50.
not atom33 > atom33 :- atom1, not atom50.
atom44 > not atom44 :- not atom1, not atom50.
atom44 > not atom44 :- atom1, not atom50.
not atom30 > atom30 :- not atom4, not atom50.
not atom30 > atom30 :- atom4, not atom50.
not atom10 > atom10 :- not atom4, not atom50.
atom10 > not atom10 :- atom4, not atom50.
atom71 > not atom71 :- not atom1, not atom50.
not atom71 > atom71 :- atom1, not atom50.
not atom84 > atom84 :- not atom2, not atom50.
not atom84 > atom84 :- atom2, not atom50.
not atom86 > atom86 :- not atom5, not atom50.
not atom86 > atom86 :- atom5, not atom50.
atom99 > not atom99 :- not atom4, not atom50.
