atom41 > not atom41.
atom21 > not atom21 :- not atom41.
not atom20 > atom20 :- not atom41.
not atom29 > atom29 :- not atom41.
atom83 > not atom83 :- not atom29, not atom41.
not atom83 > atom83 :- atom29, not atom41.
not atom42 > atom42 :- not atom41.
atom68 > not atom68 :- not atom42, not atom41.
not atom68 > atom68 :- atom42, not atom41.
atom36 > not atom36 :- not atom29, not atom41.
atom36 > not atom36 :- atom29, not atom41.
not atom43 > atom43 :- not atom29, not atom41.
not atom43 > atom43 :- atom29, not atom41.
not atom76 > atom76 :- not atom68, not atom41.
not atom76 > atom76 :- atom68, not atom41.
atom87 > not atom87 :- not atom20, not atom41.
not atom87 > atom87 :- atom20, not atom41.
not atom11 > atom11 :- not atom20, not atom41.
atom11 > not atom11 :- atom20, not atom41.
atom47 > not atom47 :- not atom43, not atom41.
not atom47 > atom47 :- atom43, not atom41.
not atom60 > atom60 :- not atom20, not atom41.
not atom60 > atom60 :- atom20, not atom41.
atom34 > not atom34 :- not atom20, not atom41.
not atom34 > atom34 :- atom20, not atom41.
not atom80 > atom80 :- not atom20, not atom41.
atom80 > not atom80 :- atom20, not atom41.
atom35 > not atom35 :- not atom20, not atom41.
not atom35 > atom35 :- atom20, not atom41.
atom66 > not atom66 :- not atom11, not atom41.
atom66 > not atom66 :- atom11, not atom41.
atom48 > not atom48 :- not atom21, not atom41.
not atom48 > atom48 :- atom21, not atom41.
atom33 > not atom33 :- not atom21, not atom41.
not atom33 > atom33 :- atom21, not atom41.
not atom64 > atom64 :- not atom11, not atom41.
not atom64 > atom64 :- atom11, not atom41.
not atom86 > atom86 :- not atom20, not atom41.
atom86 > not atom86 :- atom20, not atom41.
not atom9 > atom9 :- not atom11, not atom41.
not atom9 > atom9 :- atom11, not atom41.
atom23 > not atom23 :- not atom21, not atom41.
atom23 > not atom23 :- atom21, not atom41.
not atom89 > atom89 :- not atom9, not atom41.
not atom89 > atom89 :- atom9, not atom41.
not atom7 > atom7 :- not atom11, not atom41.
not atom7 > atom7 :- atom11, not atom41.
not atom78 > atom78 :- not atom11, not atom41.
atom78 > not atom78 :- atom11, not atom41.
not atom93 > atom93 :- not atom7, not atom41.
atom93 > not atom93 :- atom7, not atom41.
atom19 > not atom19 :- not atom9, not atom41.
not atom19 > atom19 :- atom9, not atom41.
not atom55 > atom55 :- not atom21, not atom41.
not atom55 > atom55 :- atom21, not atom41.
atom96 > not atom96 :- not atom9, not atom41.
atom96 > not atom96 :- atom9, not atom41.
not atom90 > atom90 :- not atom11, not atom41.
atom90 > not atom90 :- atom11, not atom41.
not atom50 > atom50 :- not atom11, not atom41.
not atom50 > atom50 :- atom11, not atom41.
