not atom9 > atom9.
atom24 > not atom24 :- not atom9.
not atom13 > atom13 :- not atom9.
not atom27 > atom27 :- not atom13, not atom9.
atom27 > not atom27 :- atom13, not atom9.
atom22 > not atom22 :- not atom24, not atom9.
atom22 > not atom22 :- atom24, not atom9.
atom2 > not atom2 :- not atom13, not atom9.
not atom2 > atom2 :- atom13, not atom9.
atom42 > not atom42 :- not atom2, not atom9.
atom42 > not atom42 :- atom2, not atom9.
atom18 > not atom18 :- not atom27, not atom9.
not atom18 > atom18 :- atom27, not atom9.
atom26 > not atom26 :- not atom2, not atom9.
not atom26 > atom26 :- atom2, not atom9.
not atom39 > atom39 :- not atom2, not atom9.
not atom39 > atom39 :- atom2, not atom9.
not atom25 > atom25 :- not atom2, not atom9.
atom25 > not atom25 :- atom2, not atom9.
not atom16 > atom16 :- not atom13, not atom9.
not atom16 > atom16 :- atom13, not atom9.
atom35 > not atom35 :- not atom2, not atom9.
not atom35 > atom35 :- atom2, not atom9.
not atom23 > atom23 :- not atom16, not atom9.
not atom23 > atom23 :- atom16, not atom9.
atom19 > not atom19 :- not atom18, not atom9.
not atom19 > atom19 :- atom18, not atom9.
not atom6 > atom6 :- not atom13, not atom9.
not atom6 > atom6 :- atom13, not atom9.
not atom7 > atom7 :- not atom6, not atom9.
not atom7 > atom7 :- atom6, not atom9.
not atom8 > atom8 :- not atom2, not atom9.
atom8 > not atom8 :- atom2, not atom9.
not atom40 > atom40 :- not atom16, not atom9.
atom40 > not atom40 :- atom16, not atom9.
not atom45 > atom45 :- not atom8, not atom9.
atom45 > not atom45 :- atom8, not atom9.
atom38 > not atom38 :- not atom6, not atom9.
not atom38 > atom38 :- atom6, not atom9.
not atom50 > atom50 :- not atom2, not atom9.
atom50 > not atom50 :- atom2, not atom9.
atom11 > not atom11 :- not atom2, not atom9.
atom11 > not atom11 :- atom2, not atom9.
not atom30 > atom30 :- not atom2, not atom9.
atom30 > not atom30 :- atom2, not atom9.
atom36 > not atom36 :- not atom2, not atom9.
atom36 > not atom36 :- atom2, not atom9.
atom41 > not atom41 :- not atom8, not atom9.
not atom41 > atom41 :- atom8, not atom9.
not atom21 > atom21 :- not atom7, not atom9.
not atom21 > atom21 :- atom7, not atom9.
atom32 > not atom32 :- not atom7, not atom9.
atom32 > not atom32 :- atom7, not atom9.
atom49 > not atom49 :- not atom2, not atom9.
not atom49 > atom49 :- atom2, not atom9.
atom47 > not atom47 :- not atom2, not atom9.
not atom47 > atom47 :- atom2, not atom9.
atom12 > not atom12 :- not atom8, not atom9.
atom12 > not atom12 :- atom8, not atom9.
not atom46 > atom46 :- not atom2, not atom9.
atom46 > not atom46 :- atom2, not atom9.
not atom48 > atom48 :- not atom2, not atom9.
atom48 > not atom48 :- atom2, not atom9.
not atom1 > atom1 :- not atom12, not atom9.
not atom1 > atom1 :- atom12, not atom9.
atom43 > not atom43 :- not atom2, not atom9.
not atom43 > atom43 :- atom2, not atom9.
not atom4 > atom4 :- not atom1, not atom9.
atom4 > not atom4 :- atom1, not atom9.
atom15 > not atom15 :- not atom2, not atom9.
not atom15 > atom15 :- atom2, not atom9.
not atom10 > atom10 :- not atom2, not atom9.
not atom10 > atom10 :- atom2, not atom9.
atom28 > not atom28 :- not atom2, not atom9.
atom28 > not atom28 :- atom2, not atom9.
atom20 > not atom20 :- not atom6, not atom9.
not atom20 > atom20 :- atom6, not atom9.
not atom17 > atom17 :- not atom2, not atom9.
not atom17 > atom17 :- atom2, not atom9.
not atom5 > atom5 :- not atom1, not atom9.
atom5 > not atom5 :- atom1, not atom9.
not atom14 > atom14 :- not atom4, not atom9.
not atom14 > atom14 :- atom4, not atom9.
atom29 > not atom29 :- not atom1, not atom9.
not atom29 > atom29 :- atom1, not atom9.
atom31 > not atom31 :- not atom2, not atom9.
atom31 > not atom31 :- atom2, not atom9.
not atom44 > atom44 :- not atom1, not atom9.
atom44 > not atom44 :- atom1, not atom9.
not atom33 > atom33 :- not atom2, not atom9.
atom33 > not atom33 :- atom2, not atom9.
atom3 > not atom3 :- not atom1, not atom9.
atom3 > not atom3 :- atom1, not atom9.
atom34 > not atom34 :- not atom1, not atom9.
atom34 > not atom34 :- atom1, not atom9.
not atom37 > atom37 :- not atom1, not atom9.
not atom37 > atom37 :- atom1, not atom9.
atom33 > not atom33 :- atom9.
atom26 > not atom26 :- atom9.
atom2 > not atom2 :- not atom33, atom9.
atom2 > not atom2 :- atom33, atom9.
not atom46 > atom46 :- not atom33, atom9.
not atom46 > atom46 :- atom33, atom9.
atom27 > not atom27 :- not atom2, atom9.
not atom27 > atom27 :- atom2, atom9.
atom10 > not atom10 :- not atom2, atom9.
not atom10 > atom10 :- atom2, atom9.
atom31 > not atom31 :- not atom10, atom9.
not atom31 > atom31 :- atom10, atom9.
atom16 > not atom16 :- not atom2, atom9.
not atom16 > atom16 :- atom2, atom9.
atom37 > not atom37 :- not atom2, atom9.
not atom37 > atom37 :- atom2, atom9.
not atom42 > atom42 :- not atom2, atom9.
not atom42 > atom42 :- atom2, atom9.
atom32 > not atom32 :- not atom2, atom9.
not atom32 > atom32 :- atom2, atom9.
atom13 > not atom13 :- not atom2, atom9.
not atom13 > atom13 :- atom2, atom9.
atom49 > not atom49 :- not atom10, atom9.
atom49 > not atom49 :- atom10, atom9.
