atom21 > not atom21.
atom6 > not atom6 :- not atom21.
not atom38 > atom38 :- not atom6, not atom21.
atom38 > not atom38 :- atom6, not atom21.
not atom11 > atom11 :- not atom6, not atom21.
atom11 > not atom11 :- atom6, not atom21.
atom8 > not atom8 :- not atom6, not atom21.
not atom8 > atom8 :- atom6, not atom21.
not atom47 > atom47 :- not atom8, not atom21.
atom47 > not atom47 :- atom8, not atom21.
not atom13 > atom13 :- not atom11, not atom21.
atom13 > not atom13 :- atom11, not atom21.
atom48 > not atom48 :- not atom8, not atom21.
not atom48 > atom48 :- atom8, not atom21.
atom42 > not atom42 :- not atom38, not atom21.
atom42 > not atom42 :- atom38, not atom21.
not atom29 > atom29 :- not atom6, not atom21.
atom29 > not atom29 :- atom6, not atom21.
atom28 > not atom28 :- not atom6, not atom21.
atom28 > not atom28 :- atom6, not atom21.
not atom41 > atom41 :- not atom6, not atom21.
atom41 > not atom41 :- atom6, not atom21.
not atom23 > atom23 :- not atom8, not atom21.
atom23 > not atom23 :- atom8, not atom21.
not atom3 > atom3 :- not atom8, not atom21.
not atom3 > atom3 :- atom8, not atom21.
not atom35 > atom35 :- not atom13, not atom21.
not atom35 > atom35 :- atom13, not atom21.
not atom50 > atom50 :- not atom3, not atom21.
not atom50 > atom50 :- atom3, not atom21.
not atom39 > atom39 :- not atom3, not atom21.
atom39 > not atom39 :- atom3, not atom21.
atom26 > not atom26 :- not atom3, not atom21.
not atom26 > atom26 :- atom3, not atom21.
atom18 > not atom18 :- not atom3, not atom21.
atom18 > not atom18 :- atom3, not atom21.
atom44 > not atom44 :- not atom6, not atom21.
atom44 > not atom44 :- atom6, not atom21.
not atom10 > atom10 :- not atom6, not atom21.
atom10 > not atom10 :- atom6, not atom21.
not atom31 > atom31 :- not atom3, not atom21.
atom31 > not atom31 :- atom3, not atom21.
not atom2 > atom2 :- not atom3, not atom21.
atom2 > not atom2 :- atom3, not atom21.
atom30 > not atom30 :- not atom3, not atom21.
not atom30 > atom30 :- atom3, not atom21.
not atom22 > atom22 :- not atom2, not atom21.
not atom22 > atom22 :- atom2, not atom21.
atom49 > not atom49 :- not atom2, not atom21.
not atom49 > atom49 :- atom2, not atom21.
atom34 > not atom34 :- not atom2, not atom21.
atom34 > not atom34 :- atom2, not atom21.
not atom37 > atom37 :- not atom3, not atom21.
atom37 > not atom37 :- atom3, not atom21.
not atom14 > atom14 :- not atom2, not atom21.
atom14 > not atom14 :- atom2, not atom21.
not atom16 > atom16 :- not atom6, not atom21.
not atom16 > atom16 :- atom6, not atom21.
atom24 > not atom24 :- not atom3, not atom21.
not atom24 > atom24 :- atom3, not atom21.
atom7 > not atom7 :- not atom2, not atom21.
atom7 > not atom7 :- atom2, not atom21.
not atom27 > atom27 :- not atom6, not atom21.
not atom27 > atom27 :- atom6, not atom21.
atom17 > not atom17 :- not atom6, not atom21.
not atom17 > atom17 :- atom6, not atom21.
atom43 > not atom43 :- not atom7, not atom21.
not atom43 > atom43 :- atom7, not atom21.
not atom5 > atom5 :- not atom3, not atom21.
atom5 > not atom5 :- atom3, not atom21.
not atom4 > atom4 :- not atom6, not atom21.
atom4 > not atom4 :- atom6, not atom21.
not atom9 > atom9 :- not atom2, not atom21.
