atom39 > not atom39.
not atom12 > atom12 :- not atom39.
atom41 > not atom41 :- not atom12, not atom39.
not atom41 > atom41 :- atom12, not atom39.
atom68 > not atom68 :- not atom12, not atom39.
atom68 > not atom68 :- atom12, not atom39.
not atom5 > atom5 :- not atom41, not atom39.
not atom5 > atom5 :- atom41, not atom39.
not atom38 > atom38 :- not atom41, not atom39.
not atom38 > atom38 :- atom41, not atom39.
atom73 > not atom73 :- not atom12, not atom39.
not atom73 > atom73 :- atom12, not atom39.
atom35 > not atom35 :- not atom38, not atom39.
not atom35 > atom35 :- atom38, not atom39.
atom76 > not atom76 :- not atom5, not atom39.
atom76 > not atom76 :- atom5, not atom39.
not atom86 > atom86 :- not atom5, not atom39.
not atom86 > atom86 :- atom5, not atom39.
atom92 > not atom92 :- not atom12, not atom39.
atom92 > not atom92 :- atom12, not atom39.
atom1 > not atom1 :- not atom5, not atom39.
not atom1 > atom1 :- atom5, not atom39.
not atom55 > atom55 :- not atom41, not atom39.
not atom55 > atom55 :- atom41, not atom39.
atom36 > not atom36 :- not atom1, not atom39.
not atom36 > atom36 :- atom1, not atom39.
not atom60 > atom60 :- not atom1, not atom39.
not atom60 > atom60 :- atom1, not atom39.
not atom70 > atom70 :- not atom1, not atom39.
not atom70 > atom70 :- atom1, not atom39.
atom11 > not atom11 :- not atom5, not atom39.
not atom11 > atom11 :- atom5, not atom39.
atom56 > not atom56 :- not atom5, not atom39.
atom56 > not atom56 :- atom5, not atom39.
atom37 > not atom37 :- not atom1, not atom39.
not atom37 > atom37 :- atom1, not atom39.
atom15 > not atom15 :- not atom1, not atom39.
not atom15 > atom15 :- atom1, not atom39.
atom97 > not atom97 :- not atom11, not atom39.
atom97 > not atom97 :- atom11, not atom39.
not atom13 > atom13 :- not atom1, not atom39.
not atom13 > atom13 :- atom1, not atom39.
atom61 > not atom61 :- not atom15, not atom39.
atom61 > not atom61 :- atom15, not atom39.
atom40 > not atom40 :- not atom1, not atom39.
atom40 > not atom40 :- atom1, not atom39.
not atom69 > atom69 :- not atom37, not atom39.
not atom69 > atom69 :- atom37, not atom39.
atom53 > not atom53 :- not atom5, not atom39.
not atom53 > atom53 :- atom5, not atom39.
not atom26 > atom26 :- not atom13, not atom39.
not atom26 > atom26 :- atom13, not atom39.
not atom30 > atom30 :- not atom1, not atom39.
not atom30 > atom30 :- atom1, not atom39.
not atom23 > atom23 :- not atom26, not atom39.
not atom23 > atom23 :- atom26, not atom39.
atom98 > not atom98 :- not atom5, not atom39.
not atom98 > atom98 :- atom5, not atom39.
atom16 > not atom16 :- not atom1, not atom39.
atom16 > not atom16 :- atom1, not atom39.
atom58 > not atom58 :- not atom1, not atom39.
atom58 > not atom58 :- atom1, not atom39.
atom43 > not atom43 :- not atom1, not atom39.
not atom43 > atom43 :- atom1, not atom39.
atom24 > not atom24 :- not atom5, not atom39.
not atom24 > atom24 :- atom5, not atom39.
not atom20 > atom20 :- not atom11, not atom39.
atom20 > not atom20 :- atom11, not atom39.
atom17 > not atom17 :- not atom1, not atom39.
atom17 > not atom17 :- atom1, not atom39.
atom77 > not atom77 :- not atom5, not atom39.
not atom77 > atom77 :- atom5, not atom39.
not atom18 > atom18 :- not atom1, not atom39.
atom18 > not atom18 :- atom1, not atom39.
atom93 > not atom93 :- not atom5, not atom39.
atom93 > not atom93 :- atom5, not atom39.
not atom52 > atom52 :- not atom1, not atom39.
not atom52 > atom52 :- atom1, not atom39.
not atom90 > atom90 :- not atom5, not atom39.
not atom90 > atom90 :- atom5, not atom39.
atom22 > not atom22 :- not atom1, not atom39.
not atom22 > atom22 :- atom1, not atom39.
not atom83 > atom83 :- not atom1, not atom39.
atom83 > not atom83 :- atom1, not atom39.
not atom81 > atom81 :- not atom1, not atom39.
atom81 > not atom81 :- atom1, not atom39.
atom50 > not atom50 :- not atom5, not atom39.
not atom50 > atom50 :- atom5, not atom39.
atom28 > not atom28 :- not atom11, not atom39.
atom28 > not atom28 :- atom11, not atom39.
not atom6 > atom6 :- not atom1, not atom39.
atom6 > not atom6 :- atom1, not atom39.
atom9 > not atom9 :- not atom1, not atom39.
not atom9 > atom9 :- atom1, not atom39.
atom7 > not atom7 :- not atom1, not atom39.
not atom7 > atom7 :- atom1, not atom39.
atom75 > not atom75 :- not atom1, not atom39.
atom75 > not atom75 :- atom1, not atom39.
not atom66 > atom66 :- not atom5, not atom39.
atom66 > not atom66 :- atom5, not atom39.
atom89 > not atom89 :- not atom11, not atom39.
atom89 > not atom89 :- atom11, not atom39.
not atom62 > atom62 :- not atom5, not atom39.
not atom62 > atom62 :- atom5, not atom39.
not atom51 > atom51 :- not atom1, not atom39.
atom51 > not atom51 :- atom1, not atom39.
not atom21 > atom21 :- not atom5, not atom39.
not atom21 > atom21 :- atom5, not atom39.
not atom34 > atom34 :- not atom5, not atom39.
atom34 > not atom34 :- atom5, not atom39.
not atom49 > atom49 :- not atom1, not atom39.
atom49 > not atom49 :- atom1, not atom39.
atom47 > not atom47 :- not atom5, not atom39.
not atom47 > atom47 :- atom5, not atom39.
not atom27 > atom27 :- not atom5, not atom39.
atom27 > not atom27 :- atom5, not atom39.
atom46 > not atom46 :- not atom1, not atom39.
atom46 > not atom46 :- atom1, not atom39.
atom80 > not atom80 :- not atom1, not atom39.
atom80 > not atom80 :- atom1, not atom39.
not atom14 > atom14 :- not atom5, not atom39.
atom14 > not atom14 :- atom5, not atom39.
atom10 > not atom10 :- not atom5, not atom39.
not atom10 > atom10 :- atom5, not atom39.
not atom45 > atom45 :- not atom9, not atom39.
atom45 > not atom45 :- atom9, not atom39.
not atom67 > atom67 :- not atom5, not atom39.
not atom67 > atom67 :- atom5, not atom39.
not atom59 > atom59 :- not atom1, not atom39.
atom59 > not atom59 :- atom1, not atom39.
not atom57 > atom57 :- not atom6, not atom39.
not atom57 > atom57 :- atom6, not atom39.
atom71 > not atom71 :- not atom1, not atom39.
atom71 > not atom71 :- atom1, not atom39.
not atom44 > atom44 :- not atom1, not atom39.
atom44 > not atom44 :- atom1, not atom39.
not atom19 > atom19 :- not atom9, not atom39.
not atom19 > atom19 :- atom9, not atom39.
not atom95 > atom95 :- not atom6, not atom39.
atom95 > not atom95 :- atom6, not atom39.
not atom2 > atom2 :- not atom5, not atom39.
not atom2 > atom2 :- atom5, not atom39.
not atom25 > atom25 :- not atom1, not atom39.
not atom25 > atom25 :- atom1, not atom39.
atom94 > not atom94 :- not atom6, not atom39.
not atom94 > atom94 :- atom6, not atom39.
atom100 > not atom100 :- not atom1, not atom39.
not atom100 > atom100 :- atom1, not atom39.
not atom29 > atom29 :- not atom2, not atom39.
not atom29 > atom29 :- atom2, not atom39.
atom65 > not atom65 :- not atom2, not atom39.
not atom65 > atom65 :- atom2, not atom39.
not atom3 > atom3 :- not atom1, not atom39.
atom3 > not atom3 :- atom1, not atom39.
atom87 > not atom87 :- not atom6, not atom39.
not atom87 > atom87 :- atom6, not atom39.
atom78 > not atom78 :- not atom1, not atom39.
not atom78 > atom78 :- atom1, not atom39.
not atom54 > atom54 :- not atom3, not atom39.
not atom54 > atom54 :- atom3, not atom39.
not atom33 > atom33 :- not atom1, not atom39.
not atom33 > atom33 :- atom1, not atom39.
atom79 > not atom79 :- not atom1, not atom39.
atom79 > not atom79 :- atom1, not atom39.
not atom96 > atom96 :- not atom2, not atom39.
not atom96 > atom96 :- atom2, not atom39.
not atom99 > atom99 :- not atom1, not atom39.
not atom99 > atom99 :- atom1, not atom39.
not atom42 > atom42 :- not atom2, not atom39.
atom42 > not atom42 :- atom2, not atom39.
atom64 > not atom64 :- not atom1, not atom39.
atom64 > not atom64 :- atom1, not atom39.
not atom74 > atom74 :- not atom1, not atom39.
