atom8 > not atom8.
atom27 > not atom27 :- atom8.
atom50 > not atom50 :- not atom27, atom8.
not atom50 > atom50 :- atom27, atom8.
not atom2 > atom2 :- not atom27, atom8.
not atom2 > atom2 :- atom27, atom8.
atom29 > not atom29 :- not atom2, atom8.
not atom29 > atom29 :- atom2, atom8.
atom17 > not atom17 :- not atom27, atom8.
not atom17 > atom17 :- atom27, atom8.
not atom43 > atom43 :- not atom2, atom8.
not atom43 > atom43 :- atom2, atom8.
atom6 > not atom6 :- not atom2, atom8.
atom6 > not atom6 :- atom2, atom8.
not atom25 > atom25 :- not atom50, atom8.
atom25 > not atom25 :- atom50, atom8.
not atom47 > atom47 :- not atom2, atom8.
not atom47 > atom47 :- atom2, atom8.
atom26 > not atom26 :- not atom2, atom8.
not atom26 > atom26 :- atom2, atom8.
not atom12 > atom12 :- not atom2, atom8.
not atom12 > atom12 :- atom2, atom8.
not atom18 > atom18 :- not atom2, atom8.
atom18 > not atom18 :- atom2, atom8.
atom39 > not atom39 :- not atom6, atom8.
not atom39 > atom39 :- atom6, atom8.
not atom14 > atom14 :- not atom2, atom8.
not atom14 > atom14 :- atom2, atom8.
atom49 > not atom49 :- not atom2, atom8.
not atom49 > atom49 :- atom2, atom8.
not atom3 > atom3 :- not atom2, atom8.
atom3 > not atom3 :- atom2, atom8.
not atom13 > atom13 :- not atom17, atom8.
not atom13 > atom13 :- atom17, atom8.
atom37 > not atom37 :- not atom13, atom8.
not atom37 > atom37 :- atom13, atom8.
atom36 > not atom36 :- not atom2, atom8.
atom36 > not atom36 :- atom2, atom8.
not atom35 > atom35 :- not atom6, atom8.
not atom35 > atom35 :- atom6, atom8.
atom28 > not atom28 :- not atom13, atom8.
atom28 > not atom28 :- atom13, atom8.
atom15 > not atom15 :- not atom3, atom8.
not atom15 > atom15 :- atom3, atom8.
atom31 > not atom31 :- not atom2, atom8.
not atom31 > atom31 :- atom2, atom8.
not atom7 > atom7 :- not atom3, atom8.
atom7 > not atom7 :- atom3, atom8.
not atom1 > atom1 :- not atom3, atom8.
atom1 > not atom1 :- atom3, atom8.
atom5 > not atom5 :- not atom1, atom8.
atom5 > not atom5 :- atom1, atom8.
not atom48 > atom48 :- not atom2, atom8.
not atom48 > atom48 :- atom2, atom8.
atom19 > not atom19 :- not atom5, atom8.
atom19 > not atom19 :- atom5, atom8.
atom34 > not atom34 :- not atom1, atom8.
not atom34 > atom34 :- atom1, atom8.
atom41 > not atom41 :- not atom1, atom8.
not atom41 > atom41 :- atom1, atom8.
atom44 > not atom44 :- not atom3, atom8.
not atom44 > atom44 :- atom3, atom8.
not atom23 > atom23 :- not atom2, atom8.
atom23 > not atom23 :- atom2, atom8.
not atom32 > atom32 :- not atom1, atom8.
