not atom6 > atom6.
not atom47 > atom47 :- not atom6.
atom34 > not atom34 :- not atom6.
atom14 > not atom14 :- not atom34, not atom6.
atom14 > not atom14 :- atom34, not atom6.
atom17 > not atom17 :- not atom34, not atom6.
not atom17 > atom17 :- atom34, not atom6.
not atom22 > atom22 :- not atom14, not atom6.
atom22 > not atom22 :- atom14, not atom6.
not atom45 > atom45 :- not atom17, not atom6.
atom45 > not atom45 :- atom17, not atom6.
atom56 > not atom56 :- not atom34, not atom6.
atom56 > not atom56 :- atom34, not atom6.
atom55 > not atom55 :- not atom14, not atom6.
atom55 > not atom55 :- atom14, not atom6.
not atom43 > atom43 :- not atom14, not atom6.
atom43 > not atom43 :- atom14, not atom6.
atom25 > not atom25 :- not atom14, not atom6.
atom25 > not atom25 :- atom14, not atom6.
not atom20 > atom20 :- not atom14, not atom6.
atom20 > not atom20 :- atom14, not atom6.
not atom11 > atom11 :- not atom14, not atom6.
not atom11 > atom11 :- atom14, not atom6.
atom16 > not atom16 :- not atom11, not atom6.
atom16 > not atom16 :- atom11, not atom6.
atom32 > not atom32 :- not atom11, not atom6.
atom32 > not atom32 :- atom11, not atom6.
atom40 > not atom40 :- not atom11, not atom6.
atom40 > not atom40 :- atom11, not atom6.
atom33 > not atom33 :- not atom20, not atom6.
not atom33 > atom33 :- atom20, not atom6.
not atom31 > atom31 :- not atom14, not atom6.
not atom31 > atom31 :- atom14, not atom6.
atom15 > not atom15 :- not atom14, not atom6.
not atom15 > atom15 :- atom14, not atom6.
atom35 > not atom35 :- not atom15, not atom6.
atom35 > not atom35 :- atom15, not atom6.
not atom13 > atom13 :- not atom15, not atom6.
atom13 > not atom13 :- atom15, not atom6.
atom23 > not atom23 :- not atom11, not atom6.
atom23 > not atom23 :- atom11, not atom6.
atom59 > not atom59 :- not atom11, not atom6.
not atom59 > atom59 :- atom11, not atom6.
not atom41 > atom41 :- not atom11, not atom6.
not atom41 > atom41 :- atom11, not atom6.
atom29 > not atom29 :- not atom11, not atom6.
atom29 > not atom29 :- atom11, not atom6.
atom7 > not atom7 :- not atom11, not atom6.
not atom7 > atom7 :- atom11, not atom6.
not atom3 > atom3 :- not atom11, not atom6.
atom3 > not atom3 :- atom11, not atom6.
not atom26 > atom26 :- not atom7, not atom6.
not atom26 > atom26 :- atom7, not atom6.
not atom51 > atom51 :- not atom3, not atom6.
not atom51 > atom51 :- atom3, not atom6.
atom50 > not atom50 :- not atom3, not atom6.
atom50 > not atom50 :- atom3, not atom6.
not atom54 > atom54 :- not atom13, not atom6.
atom54 > not atom54 :- atom13, not atom6.
atom48 > not atom48 :- not atom3, not atom6.
not atom48 > atom48 :- atom3, not atom6.
not atom44 > atom44 :- not atom7, not atom6.
atom44 > not atom44 :- atom7, not atom6.
not atom2 > atom2 :- not atom7, not atom6.
